,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,ROI,Genres
67,42,2012,The Vow,30000000,125014030,197618160,292632190,10.754406333333334,Romance
69,86,2017,A Dog's Purpose,25000000,64321890,203671625,242993515,10.7197406,Adventure
69,86,2017,A Dog's Purpose,25000000,64321890,203671625,242993515,10.7197406,Comedy
69,86,2017,A Dog's Purpose,25000000,64321890,203671625,242993515,10.7197406,Drama
80,80,2013,American Hustle,40000000,150117807,257878294,367996101,10.199902525,Crime
80,80,2013,American Hustle,40000000,150117807,257878294,367996101,10.199902525,Drama
81,49,1991,The Addams Family,30000000,113502246,191502246,275004492,10.1668164,Comedy
86,59,2017,Baby Driver,34000000,107825862,228104185,301930047,9.8802955,Action
86,59,2017,Baby Driver,34000000,107825862,228104185,301930047,9.8802955,Crime
86,59,2017,Baby Driver,34000000,107825862,228104185,301930047,9.8802955,Drama
87,45,2013,Lee Daniels' The Butler,30000000,116632095,177025498,263657593,9.788586433333334,Biography
87,45,2013,Lee Daniels' The Butler,30000000,116632095,177025498,263657593,9.788586433333334,Drama
92,34,2011,Horrible Bosses,35000000,117538559,212417601,294956160,9.427318857142858,Comedy
92,34,2011,Horrible Bosses,35000000,117538559,212417601,294956160,9.427318857142858,Crime
93,55,2017,Baahubali 2: The Conclusion,30000000,18985794,263502914,252488708,9.416290266666667,Action
93,55,2017,Baahubali 2: The Conclusion,30000000,18985794,263502914,252488708,9.416290266666667,Drama
97,36,2017,Girls Trip,28000000,115108515,140886353,227994868,9.142673857142857,Comedy
97,36,2017,Girls Trip,28000000,115108515,140886353,227994868,9.142673857142857,Drama
99,35,2013,The Heat,43000000,159581587,229727774,346309361,9.053706069767442,Action
99,35,2013,The Heat,43000000,159581587,229727774,346309361,9.053706069767442,Comedy
99,35,2013,The Heat,43000000,159581587,229727774,346309361,9.053706069767442,Crime
103,83,2000,Chocolat,25000000,71309760,152500343,198810103,8.95240412,Biography
103,83,2000,Chocolat,25000000,71309760,152500343,198810103,8.95240412,Drama
105,77,2010,Dear John,25000000,80014842,142033509,197048351,8.88193404,Drama
105,77,2010,Dear John,25000000,80014842,142033509,197048351,8.88193404,Romance
108,32,2013,Identity Thief,35000000,134506920,175361578,274868498,8.853385657142857,Adventure
108,32,2013,Identity Thief,35000000,134506920,175361578,274868498,8.853385657142857,Comedy
108,32,2013,Identity Thief,35000000,134506920,175361578,274868498,8.853385657142857,Crime
112,84,2011,No Strings Attached,25000000,70662220,149228078,194890298,8.79561192,Comedy
112,84,2011,No Strings Attached,25000000,70662220,149228078,194890298,8.79561192,Romance
113,91,2011,Limitless,27000000,79249455,155564919,207814374,8.696828666666667,Mystery
113,91,2011,Limitless,27000000,79249455,155564919,207814374,8.696828666666667,Thriller
117,84,2017,Resident Evil: The Final Chapter,40000000,26844692,314101190,300945882,8.52364705,Action
117,84,2017,Resident Evil: The Final Chapter,40000000,26844692,314101190,300945882,8.52364705,Horror
124,65,2017,The Hitman's Bodyguard,30000000,75468583,172778667,218247250,8.274908333333334,Action
124,65,2017,The Hitman's Bodyguard,30000000,75468583,172778667,218247250,8.274908333333334,Comedy
124,65,2017,The Hitman's Bodyguard,30000000,75468583,172778667,218247250,8.274908333333334,Thriller
128,23,2012,Flight,31000000,93772375,160558438,223330813,8.204219774193549,Drama
128,23,2012,Flight,31000000,93772375,160558438,223330813,8.204219774193549,Thriller
129,27,2012,Argo,44500000,136025503,227140757,318666260,8.161039550561798,Biography
129,27,2012,Argo,44500000,136025503,227140757,318666260,8.161039550561798,Drama
129,27,2012,Argo,44500000,136025503,227140757,318666260,8.161039550561798,Thriller
132,44,2012,21 Jump Street,42000000,138447667,202812429,299260096,8.12524038095238,Action
132,44,2012,21 Jump Street,42000000,138447667,202812429,299260096,8.12524038095238,Comedy
132,44,2012,21 Jump Street,42000000,138447667,202812429,299260096,8.12524038095238,Crime
133,91,2010,The Social Network,40000000,96962694,224922135,281884829,8.047120725,Biography
133,91,2010,The Social Network,40000000,96962694,224922135,281884829,8.047120725,Drama
134,90,1996,Phenomenon,32000000,104636382,152036382,224672764,8.021023875,Drama
136,79,2012,Parental Guidance,25000000,77267296,120832383,173099679,7.92398716,Comedy
138,69,2012,Looper,30000000,66486205,170466405,206952610,7.898420333333333,Action
138,69,2012,Looper,30000000,66486205,170466405,206952610,7.898420333333333,Crime
138,69,2012,Looper,30000000,66486205,170466405,206952610,7.898420333333333,Drama
141,61,2019,Pet Sematary,21000000,54724696,109501146,143225842,7.82027819047619,Horror
141,61,2019,Pet Sematary,21000000,54724696,109501146,143225842,7.82027819047619,Mystery
141,61,2019,Pet Sematary,21000000,54724696,109501146,143225842,7.82027819047619,Thriller
143,31,2011,New Year's Eve,26000000,54544638,146850273,175394911,7.7459581153846155,Comedy
143,31,2011,New Year's Eve,26000000,54544638,146850273,175394911,7.7459581153846155,Romance
145,91,2015,Creed,37000000,109767581,173567581,246335162,7.657707081081081,Horror
155,60,2018,Blockers,21000000,60311495,94045328,133356823,7.350324904761905,Comedy
156,16,1995,The Net,22000000,50621733,110521733,139143466,7.324703,Drama
157,83,2011,Midnight in Paris,30000000,56816662,162502774,189319436,7.310647866666667,Comedy
157,83,2011,Midnight in Paris,30000000,56816662,162502774,189319436,7.310647866666667,Drama
159,42,2015,The Big Short,28000000,70259870,133162752,175422622,7.265093642857143,Biography
159,42,2015,The Big Short,28000000,70259870,133162752,175422622,7.265093642857143,Comedy
159,42,2015,The Big Short,28000000,70259870,133162752,175422622,7.265093642857143,Drama
160,27,2014,The Grand Budapest Hotel,31000000,59076019,163981261,192057280,7.195396129032258,Adventure
160,27,2014,The Grand Budapest Hotel,31000000,59076019,163981261,192057280,7.195396129032258,Comedy
160,27,2014,The Grand Budapest Hotel,31000000,59076019,163981261,192057280,7.195396129032258,Crime
162,36,2015,Trainwreck,35000000,110212700,141123897,216336597,7.181045628571429,Comedy
162,36,2015,Trainwreck,35000000,110212700,141123897,216336597,7.181045628571429,Drama
162,36,2015,Trainwreck,35000000,110212700,141123897,216336597,7.181045628571429,Romance
163,40,2017,A Bad Moms Christmas,28000000,72110659,127710550,171821209,7.13647175,Adventure
163,40,2017,A Bad Moms Christmas,28000000,72110659,127710550,171821209,7.13647175,Comedy
167,96,2005,Hide and Seek,25000000,51100486,123696741,149797227,6.99188908,Action
167,96,2005,Hide and Seek,25000000,51100486,123696741,149797227,6.99188908,Horror
167,96,2005,Hide and Seek,25000000,51100486,123696741,149797227,6.99188908,Mystery
170,2,2014,The Other Woman,40000000,83911193,195111193,239022386,6.97555965,Comedy
170,2,2014,The Other Woman,40000000,83911193,195111193,239022386,6.97555965,Romance
173,9,2010,Step Up 3D,30000000,42400223,165889117,178289340,6.942978,Drama
173,9,2010,Step Up 3D,30000000,42400223,165889117,178289340,6.942978,Romance
174,84,2017,Darkest Hour,30000000,56443120,150807172,177250292,6.908343066666666,Biography
174,84,2017,Darkest Hour,30000000,56443120,150807172,177250292,6.908343066666666,Drama
176,39,2008,21,35000000,81159365,159846429,206005794,6.885879828571428,Horror
178,84,2013,Lone Survivor,40000000,125095601,149804632,234900233,6.872505825,Action
178,84,2013,Lone Survivor,40000000,125095601,149804632,234900233,6.872505825,Biography
178,84,2013,Lone Survivor,40000000,125095601,149804632,234900233,6.872505825,Drama
182,13,2014,The Hundred-Foot Journey,22000000,54235441,94270488,126505929,6.7502695,Comedy
182,13,2014,The Hundred-Foot Journey,22000000,54235441,94270488,126505929,6.7502695,Drama
188,92,2010,The Town,37000000,92186262,152566881,207753143,6.614949810810811,Crime
188,92,2010,The Town,37000000,92186262,152566881,207753143,6.614949810810811,Drama
188,92,2010,The Town,37000000,92186262,152566881,207753143,6.614949810810811,Thriller
190,85,2012,Contraband,25000000,66528000,98406855,139934855,6.5973942,Action
190,85,2012,Contraband,25000000,66528000,98406855,139934855,6.5973942,Crime
190,85,2012,Contraband,25000000,66528000,98406855,139934855,6.5973942,Drama
192,3,2016,Bridget Jones's Baby,35000000,24139805,205822688,194962493,6.570356942857143,Comedy
192,3,2016,Bridget Jones's Baby,35000000,24139805,205822688,194962493,6.570356942857143,Drama
192,3,2016,Bridget Jones's Baby,35000000,24139805,205822688,194962493,6.570356942857143,Romance
193,61,2004,The Notebook,30000000,81001787,116025023,167026810,6.567560333333334,Drama
194,75,2012,Hope Springs,30000000,63536011,133085295,166621306,6.554043533333333,Comedy
194,75,2012,Hope Springs,30000000,63536011,133085295,166621306,6.554043533333333,Drama
194,75,2012,Hope Springs,30000000,63536011,133085295,166621306,6.554043533333333,Romance
197,57,2015,Sisters,30000000,87044645,106030660,163075305,6.4358435,Comedy
203,46,2013,Last Vegas,28000000,63914167,112914167,148828334,6.315297642857143,Comedy
203,46,2013,Last Vegas,28000000,63914167,112914167,148828334,6.315297642857143,Drama
205,73,2015,The Wedding Ringer,23000000,64460211,80171596,121631807,6.288339434782609,Comedy
206,87,2012,The Lucky One,25000000,60457138,96633833,132090971,6.28363884,Drama
206,87,2012,The Lucky One,25000000,60457138,96633833,132090971,6.28363884,Romance
208,75,1976,King Kong,23000000,52614445,90614445,120228890,6.227343043478261,Action
208,75,1976,King Kong,23000000,52614445,90614445,120228890,6.227343043478261,Adventure
209,72,2014,The Nut Job,30000000,64251538,122529966,156781504,6.226050133333334,Adventure
209,72,2014,The Nut Job,30000000,64251538,122529966,156781504,6.226050133333334,Comedy
213,22,2013,42,31000000,95020213,97470701,161490914,6.209384322580645,Biography
213,22,2013,42,31000000,95020213,97470701,161490914,6.209384322580645,Drama
218,96,2011,Source Code,32000000,54712227,140428499,163140726,6.0981476875,Action
218,96,2011,Source Code,32000000,54712227,140428499,163140726,6.0981476875,Drama
220,74,2012,Step Up Revolution,33000000,35074677,165552290,167626967,6.0796050606060605,Drama
220,74,2012,Step Up Revolution,33000000,35074677,165552290,167626967,6.0796050606060605,Romance
221,1,2014,Dumb and Dumber To,40000000,86208010,156553592,202761602,6.06904005,Adventure
221,1,2014,Dumb and Dumber To,40000000,86208010,156553592,202761602,6.06904005,Comedy
222,85,2019,The Upside,37500000,108235497,119024536,189760033,6.060267546666666,Comedy
222,85,2019,The Upside,37500000,108235497,119024536,189760033,6.060267546666666,Drama
224,70,2013,Warm Bodies,30000000,66380662,115121608,151502270,6.050075666666666,Comedy
224,70,2013,Warm Bodies,30000000,66380662,115121608,151502270,6.050075666666666,Horror
224,70,2013,Warm Bodies,30000000,66380662,115121608,151502270,6.050075666666666,Romance
227,44,2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,66954149,101379287,140333436,6.011908428571428,Comedy
231,100,2016,The Accountant,40000000,86260045,152962083,199222128,5.9805532,Action
231,100,2016,The Accountant,40000000,86260045,152962083,199222128,5.9805532,Crime
231,100,2016,The Accountant,40000000,86260045,152962083,199222128,5.9805532,Drama
233,30,2005,Red Eye,26000000,57891803,96666486,128558289,5.944549576923077,Horror
236,41,2013,Safe Haven,28000000,71399120,94050951,137450071,5.908931107142857,Drama
236,41,2013,Safe Haven,28000000,71399120,94050951,137450071,5.908931107142857,Romance
236,41,2013,Safe Haven,28000000,71399120,94050951,137450071,5.908931107142857,Thriller
237,17,2016,Hacksaw Ridge,40000000,67209615,168904682,196114297,5.902857425,Biography
237,17,2016,Hacksaw Ridge,40000000,67209615,168904682,196114297,5.902857425,Drama
240,10,2015,Bridge of Spies,40000000,72313754,162498338,194812092,5.8703023,Drama
240,10,2015,Bridge of Spies,40000000,72313754,162498338,194812092,5.8703023,Thriller
243,81,2009,Bride Wars,30000000,58715510,115150424,143865934,5.795531133333333,Comedy
244,74,2011,In Time,35000000,37553932,165103952,167657884,5.790225257142857,Action
244,74,2011,In Time,35000000,37553932,165103952,167657884,5.790225257142857,Crime
244,74,2011,In Time,35000000,37553932,165103952,167657884,5.790225257142857,Drama
245,44,2007,Hitman,24000000,39687694,99135571,114823265,5.784302708333334,Action
246,55,2011,Friends with Benefits,35000000,55802754,146595891,167398645,5.782818428571429,Comedy
246,55,2011,Friends with Benefits,35000000,55802754,146595891,167398645,5.782818428571429,Romance
248,17,2012,Diary of a Wimpy Kid: Dog Days,22000000,49008662,77229695,104238357,5.738107136363636,Comedy
250,37,2013,Saving Mr. Banks,35000000,83299761,114962525,163262286,5.664636742857143,Biography
250,37,2013,Saving Mr. Banks,35000000,83299761,114962525,163262286,5.664636742857143,Comedy
250,37,2013,Saving Mr. Banks,35000000,83299761,114962525,163262286,5.664636742857143,Drama
251,36,2014,Think Like a Man Too,24000000,65028687,70027933,111056620,5.6273591666666665,Comedy
251,36,2014,Think Like a Man Too,24000000,65028687,70027933,111056620,5.6273591666666665,Romance
263,95,2016,Ride Along 2,40000000,90862685,124827316,175690001,5.392250025,Action
263,95,2016,Ride Along 2,40000000,90862685,124827316,175690001,5.392250025,Comedy
263,95,2016,Ride Along 2,40000000,90862685,124827316,175690001,5.392250025,Crime
264,95,2012,The Grey,25000000,51580136,81249176,107829312,5.31317248,Action
264,95,2012,The Grey,25000000,51580136,81249176,107829312,5.31317248,Adventure
264,95,2012,The Grey,25000000,51580136,81249176,107829312,5.31317248,Drama
269,41,1991,Point Break,24000000,43218387,83531958,102750345,5.281264375,Action
269,41,1991,Point Break,24000000,43218387,83531958,102750345,5.281264375,Crime
271,59,2017,Captain Underpants: The First Epic Movie,38000000,73921000,126577874,162498874,5.276286157894737,Action
271,59,2017,Captain Underpants: The First Epic Movie,38000000,73921000,126577874,162498874,5.276286157894737,Comedy
275,54,2010,Kick-Ass,28000000,48071303,97531134,117602437,5.200087035714286,Action
275,54,2010,Kick-Ass,28000000,48071303,97531134,117602437,5.200087035714286,Comedy
276,28,2015,Vacation,31000000,58884188,102306500,130190688,5.199699612903226,Adventure
276,28,2015,Vacation,31000000,58884188,102306500,130190688,5.199699612903226,Comedy
278,49,2010,A Nightmare on Elm Street,35000000,63075011,117729621,145804632,5.165846628571429,Crime
278,49,2010,A Nightmare on Elm Street,35000000,63075011,117729621,145804632,5.165846628571429,Drama
278,49,2010,A Nightmare on Elm Street,35000000,63075011,117729621,145804632,5.165846628571429,Horror
279,76,2011,The Ides of March,23000000,40962534,77735925,95698459,5.1608025652173914,Drama
279,76,2011,The Ides of March,23000000,40962534,77735925,95698459,5.1608025652173914,Thriller
281,40,2017,Going in Style,24000000,45018541,78672579,99691120,5.153796666666667,Comedy
281,40,2017,Going in Style,24000000,45018541,78672579,99691120,5.153796666666667,Crime
284,37,2016,Fences,24000000,57682904,64282881,97965785,5.0819077083333335,Drama
289,33,2013,Pain & Gain,26000000,49875291,81275291,105150582,5.044253153846154,Action
289,33,2013,Pain & Gain,26000000,49875291,81275291,105150582,5.044253153846154,Comedy
289,33,2013,Pain & Gain,26000000,49875291,81275291,105150582,5.044253153846154,Crime
290,94,2018,Game Night,37000000,69179066,117378084,149557150,5.042085135135135,Comedy
291,72,2011,Tinker Tailor Soldier Spy,21000000,24149393,81452811,84602204,5.028676380952381,Drama
291,72,2011,Tinker Tailor Soldier Spy,21000000,24149393,81452811,84602204,5.028676380952381,Mystery
291,72,2011,Tinker Tailor Soldier Spy,21000000,24149393,81452811,84602204,5.028676380952381,Thriller
293,81,2017,The Foreigner,35000000,34393507,140783360,140176867,5.005053342857143,Action
293,81,2017,The Foreigner,35000000,34393507,140783360,140176867,5.005053342857143,Thriller
294,8,2004,Ray,40000000,75305995,124823094,160129089,5.003227225,Crime
295,94,2017,Atomic Blonde,30000000,51573925,98345423,119919348,4.9973116,Action
295,94,2017,Atomic Blonde,30000000,51573925,98345423,119919348,4.9973116,Mystery
295,94,2017,Atomic Blonde,30000000,51573925,98345423,119919348,4.9973116,Thriller
296,21,2011,Unknown,40000000,63686397,136123083,159809480,4.995237,Action
296,21,2011,Unknown,40000000,63686397,136123083,159809480,4.995237,Mystery
296,21,2011,Unknown,40000000,63686397,136123083,159809480,4.995237,Thriller
298,98,2016,Money Monster,27000000,41012075,93466095,107478170,4.980672962962963,Crime
298,98,2016,Money Monster,27000000,41012075,93466095,107478170,4.980672962962963,Drama
298,98,2016,Money Monster,27000000,41012075,93466095,107478170,4.980672962962963,Thriller
302,49,2011,Final Destination 5,40000000,42587643,155011165,157598808,4.9399702,Horror
303,97,2015,Get Hard,40000000,90411453,106511453,156922906,4.92307265,Comedy
303,97,2015,Get Hard,40000000,90411453,106511453,156922906,4.92307265,Crime
305,17,2016,The Boss,29000000,63077560,78652207,112729767,4.887233344827586,Comedy
307,92,2015,Southpaw,30000000,52421953,94156456,116578409,4.885946966666666,Drama
313,52,2003,Identity,28000000,52131264,82183683,106314947,4.796962392857143,Drama
314,48,1992,Boomerang,42000000,70052444,131052444,159104888,4.788211619047619,Drama
314,48,1992,Boomerang,42000000,70052444,131052444,159104888,4.788211619047619,Romance
316,39,2011,Footloose,24000000,51802742,62989834,90792576,4.783024,Comedy
316,39,2011,Footloose,24000000,51802742,62989834,90792576,4.783024,Drama
319,28,1990,Flatliners,26000000,61308153,61308153,96616306,4.716011769230769,Drama
319,28,1990,Flatliners,26000000,61308153,61308153,96616306,4.716011769230769,Horror
319,28,1990,Flatliners,26000000,61308153,61308153,96616306,4.716011769230769,Mystery
320,100,2012,The Impossible,40000000,19019882,169590606,148610488,4.7152622,Drama
320,100,2012,The Impossible,40000000,19019882,169590606,148610488,4.7152622,Thriller
321,50,2018,Tag,28000000,54730625,77026186,103756811,4.705600392857143,Drama
322,60,2015,Paul Blart: Mall Cop 2,38000000,71091594,107650646,140742240,4.703743157894737,Action
322,60,2015,Paul Blart: Mall Cop 2,38000000,71091594,107650646,140742240,4.703743157894737,Comedy
322,60,2015,Paul Blart: Mall Cop 2,38000000,71091594,107650646,140742240,4.703743157894737,Crime
325,56,2016,Neighbors 2: Sorority Rising,35000000,55340730,108757621,129098351,4.688524314285714,Comedy
326,62,2016,Why Him?,38000000,60323786,117425156,139748942,4.677603736842105,Comedy
329,63,2011,Water for Elephants,38000000,58709717,116809717,137519434,4.61893247368421,Drama
329,63,2011,Water for Elephants,38000000,58709717,116809717,137519434,4.61893247368421,Romance
330,45,2004,Miracle,28000000,64378093,64474705,100852798,4.601885642857143,Thriller
331,21,2013,Delivery Man,22000000,30659817,70536870,79196687,4.5998494090909094,Comedy
331,21,2013,Delivery Man,22000000,30659817,70536870,79196687,4.5998494090909094,Drama
332,53,2001,Serendipity,28000000,50255310,77477297,99732607,4.5618788214285715,Drama
333,93,2011,Dolphin Tale,37000000,72286779,96068724,131355503,4.55014872972973,Drama
337,52,2010,Piranha 3D,24000000,25003155,83660160,84663315,4.527638125,Comedy
337,52,2010,Piranha 3D,24000000,25003155,83660160,84663315,4.527638125,Horror
339,73,2001,Down to Earth,30000000,64172251,71172251,105344502,4.5114834,Adventure
341,89,2010,Letters to Juliet,30000000,53032453,82148538,105180991,4.506033033333333,Adventure
341,89,2010,Letters to Juliet,30000000,53032453,82148538,105180991,4.506033033333333,Comedy
341,89,2010,Letters to Juliet,30000000,53032453,82148538,105180991,4.506033033333333,Drama
343,33,1998,Elizabeth,25000000,30082699,82150642,87233341,4.48933364,Biography
343,33,1998,Elizabeth,25000000,30082699,82150642,87233341,4.48933364,Drama
345,35,2010,Predators,40000000,52000688,127234389,139235077,4.480876925,Action
345,35,2010,Predators,40000000,52000688,127234389,139235077,4.480876925,Adventure
346,2,2014,The Giver,25000000,45090374,66540205,86630579,4.46522316,Drama
346,2,2014,The Giver,25000000,45090374,66540205,86630579,4.46522316,Romance
349,38,2017,Rings,25000000,27793018,82917283,85710301,4.42841204,Drama
349,38,2017,Rings,25000000,27793018,82917283,85710301,4.42841204,Horror
349,38,2017,Rings,25000000,27793018,82917283,85710301,4.42841204,Mystery
352,45,2011,Sanctum,30000000,23209310,108957098,102166408,4.4055469333333335,Adventure
352,45,2011,Sanctum,30000000,23209310,108957098,102166408,4.4055469333333335,Drama
352,45,2011,Sanctum,30000000,23209310,108957098,102166408,4.4055469333333335,Thriller
354,99,2018,I Feel Pretty,32000000,48795601,91553797,108349398,4.3859186875,Comedy
354,99,2018,I Feel Pretty,32000000,48795601,91553797,108349398,4.3859186875,Romance
355,100,2015,Sicario,30000000,46889293,84393749,101283042,4.3761014,Action
355,100,2015,Sicario,30000000,46889293,84393749,101283042,4.3761014,Crime
355,100,2015,Sicario,30000000,46889293,84393749,101283042,4.3761014,Drama
356,64,2010,Death at a Funeral,21000000,42739347,48977233,70716580,4.36745619047619,Comedy
361,92,2011,Madea's Big Happy Family,25000000,53345287,54160818,82506105,4.3002442,Comedy
361,92,2011,Madea's Big Happy Family,25000000,53345287,54160818,82506105,4.3002442,Drama
364,82,2004,Closer,35000000,33987757,116177695,115165452,4.290441485714286,Drama
365,22,2016,"Hail, Caesar!",22000000,30080225,64160680,72240905,4.2836775,Comedy
365,22,2016,"Hail, Caesar!",22000000,30080225,64160680,72240905,4.2836775,Drama
367,19,2005,Derailed,22000000,36020063,57520063,71540126,4.251823909090909,Action
367,19,2005,Derailed,22000000,36020063,57520063,71540126,4.251823909090909,Crime
370,58,2012,To Rome with Love,21500000,16684352,74326015,69510367,4.2330403255813955,Comedy
370,58,2012,To Rome with Love,21500000,16684352,74326015,69510367,4.2330403255813955,Romance
375,47,2005,Sky High,35000000,63939454,83109359,112048813,4.201394657142857,Adventure
375,47,2005,Sky High,35000000,63939454,83109359,112048813,4.201394657142857,Drama
377,64,2010,Life as We Know It,38000000,53374681,105887837,121262518,4.191118894736842,Comedy
377,64,2010,Life as We Know It,38000000,53374681,105887837,121262518,4.191118894736842,Drama
377,64,2010,Life as We Know It,38000000,53374681,105887837,121262518,4.191118894736842,Romance
380,3,2018,Den of Thieves,30000000,44947622,80131391,95079013,4.1693004333333334,Action
380,3,2018,Den of Thieves,30000000,44947622,80131391,95079013,4.1693004333333334,Crime
380,3,2018,Den of Thieves,30000000,44947622,80131391,95079013,4.1693004333333334,Drama
383,37,2010,Legion,26000000,40168080,67647574,81815654,4.146755923076923,Action
383,37,2010,Legion,26000000,40168080,67647574,81815654,4.146755923076923,Horror
387,54,2014,Sex Tape,40000000,38543473,126069509,124612982,4.11532455,Comedy
387,54,2014,Sex Tape,40000000,38543473,126069509,124612982,4.11532455,Romance
394,62,2015,Poltergeist,35000000,47425125,95713069,108138194,4.089662685714286,Horror
394,62,2015,Poltergeist,35000000,47425125,95713069,108138194,4.089662685714286,Thriller
398,71,2019,Rocketman,41000000,57342725,108642725,124985450,4.048425609756098,Biography
398,71,2019,Rocketman,41000000,57342725,108642725,124985450,4.048425609756098,Drama
403,95,2010,Takers,32000000,57744720,70587268,96331988,4.010374625,Action
403,95,2010,Takers,32000000,57744720,70587268,96331988,4.010374625,Crime
403,95,2010,Takers,32000000,57744720,70587268,96331988,4.010374625,Thriller
404,31,2014,Horrible Bosses 2,40000000,54445357,105945357,120390714,4.00976785,Comedy
404,31,2014,Horrible Bosses 2,40000000,54445357,105945357,120390714,4.00976785,Crime
405,19,1988,Midnight Run,30000000,38413606,81613606,90027212,4.000907066666667,Mystery
406,63,2018,Goosebumps 2: Haunted Halloween,35000000,46697321,93291478,104988799,3.9996799714285713,Adventure
406,63,2018,Goosebumps 2: Haunted Halloween,35000000,46697321,93291478,104988799,3.9996799714285713,Comedy
409,72,2001,Exit Wounds,33000000,51758599,79958599,98717198,3.9914302424242423,Drama
410,6,2014,John Wick,30000000,43037835,76235001,89272836,3.9757612,Action
410,6,2014,John Wick,30000000,43037835,76235001,89272836,3.9757612,Crime
410,6,2014,John Wick,30000000,43037835,76235001,89272836,3.9757612,Thriller
412,88,2018,Life of the Party,30000000,53059911,65759911,88819822,3.9606607333333335,Comedy
412,88,2018,Life of the Party,30000000,53059911,65759911,88819822,3.9606607333333335,Drama
413,47,2017,Ballerina,30000000,21858070,96892829,88750899,3.9583633,Biography
414,34,2014,Deliver Us from Evil,30000000,30577122,87956618,88533740,3.951124666666667,Horror
414,34,2014,Deliver Us from Evil,30000000,30577122,87956618,88533740,3.951124666666667,Mystery
414,34,2014,Deliver Us from Evil,30000000,30577122,87956618,88533740,3.951124666666667,Thriller
