,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,ROI,Genres
86,66,2007,Waitress,1500000,19097550,22217183,39814733,27.543155333333335,Drama
87,7,2006,Hostel,4800000,47326473,82241110,124767583,26.993246458333335,Action
87,7,2006,Hostel,4800000,47326473,82241110,124767583,26.993246458333335,Crime
87,7,2006,Hostel,4800000,47326473,82241110,124767583,26.993246458333335,Drama
88,13,2012,2016: Obama's America,2500000,33349941,33349941,64199882,26.6799528,Documentary
91,25,2010,Blue Valentine,1000000,9737892,16566240,25304132,26.304132,Drama
91,25,2010,Blue Valentine,1000000,9737892,16566240,25304132,26.304132,Romance
92,82,2000,Billy Elliot,5000000,21995263,109253745,126249008,26.2498016,Comedy
92,82,2000,Billy Elliot,5000000,21995263,109253745,126249008,26.2498016,Drama
96,14,2013,Kevin Hart: Let Me Explain,2500000,32244051,32327255,62071306,25.8285224,Comedy
96,14,2013,Kevin Hart: Let Me Explain,2500000,32244051,32327255,62071306,25.8285224,Documentary
99,29,2018,Unfriended: Dark Web,1000000,8866745,16434588,24301333,25.301333,Crime
99,29,2018,Unfriended: Dark Web,1000000,8866745,16434588,24301333,25.301333,Horror
99,29,2018,Unfriended: Dark Web,1000000,8866745,16434588,24301333,25.301333,Mystery
101,70,2014,Paranormal Activity: The Marked Ones,5000000,32462372,90904854,118367226,24.6734452,Horror
101,70,2014,Paranormal Activity: The Marked Ones,5000000,32462372,90904854,118367226,24.6734452,Mystery
101,70,2014,Paranormal Activity: The Marked Ones,5000000,32462372,90904854,118367226,24.6734452,Thriller
102,18,2011,The Grace Card,200000,2430735,2430735,4661470,24.30735,Drama
105,81,2015,The Boy Next Door,4000000,36006065,53401938,85408003,22.35200075,Horror
105,81,2015,The Boy Next Door,4000000,36006065,53401938,85408003,22.35200075,Thriller
109,85,2014,Boyhood,4000000,25379975,57273049,78653024,20.663256,Drama
110,75,2011,Kevin Hart: Laugh at My Pain,750000,7706436,7712436,14668872,20.558496,Comedy
110,75,2011,Kevin Hart: Laugh at My Pain,750000,7706436,7712436,14668872,20.558496,Documentary
111,63,2015,The Gift,5000000,43787265,58978477,97765742,20.5531484,Drama
115,39,2016,Meet the Blacks,900000,9097072,9097072,17294144,20.215715555555555,Comedy
115,39,2016,Meet the Blacks,900000,9097072,9097072,17294144,20.215715555555555,Horror
116,31,2015,The Green Inferno,1000000,7192291,12931420,19123711,20.123711,Horror
118,18,2012,Beasts of the Southern Wild,1800000,12795746,23265132,34260878,20.033821111111113,Drama
119,95,2018,Winchester,3500000,25091816,44378040,65969856,19.848530285714286,Drama
120,69,2003,Monster,5000000,34469210,64240813,93710023,19.7420046,Action
120,69,2003,Monster,5000000,34469210,64240813,93710023,19.7420046,Comedy
121,49,2015,Exeter,25000,0,489792,464792,19.59168,Horror
121,49,2015,Exeter,25000,0,489792,464792,19.59168,Mystery
121,49,2015,Exeter,25000,0,489792,464792,19.59168,Thriller
122,48,2011,Another Earth,175000,1321194,2102779,3248973,19.56556,Drama
122,48,2011,Another Earth,175000,1321194,2102779,3248973,19.56556,Romance
122,48,2011,Another Earth,175000,1321194,2102779,3248973,19.56556,Sci-Fi
123,64,2017,The Big Sick,5000000,42872467,53972860,91845327,19.3690654,Comedy
123,64,2017,The Big Sick,5000000,42872467,53972860,91845327,19.3690654,Drama
123,64,2017,The Big Sick,5000000,42872467,53972860,91845327,19.3690654,Romance
124,94,2015,It Follows,2000000,14674077,23250755,35924832,18.962416,Horror
124,94,2015,It Follows,2000000,14674077,23250755,35924832,18.962416,Mystery
125,68,2001,Cure,10000,94596,94596,179192,18.9192,Drama
128,94,2016,The Witch,3500000,25138705,40454520,62093225,18.74092142857143,Horror
128,94,2016,The Witch,3500000,25138705,40454520,62093225,18.74092142857143,Mystery
133,73,2013,Dallas Buyers Club,5000000,27298285,60611845,82910130,17.582026,Drama
134,33,2012,The Sessions,1000000,6002451,11495204,16497655,17.497655,Comedy
134,33,2012,The Sessions,1000000,6002451,11495204,16497655,17.497655,Drama
138,32,2017,I Am Not Your Negro,1000000,7123919,9617402,15741321,16.741321,Documentary
141,18,2010,Tiny Furniture,50000,391674,424149,765823,16.31646,Comedy
141,18,2010,Tiny Furniture,50000,391674,424149,765823,16.31646,Drama
141,18,2010,Tiny Furniture,50000,391674,424149,765823,16.31646,Romance
148,43,2014,Whiplash,3300000,13092006,38969037,48761043,15.776073636363636,Drama
149,48,2000,The Terrorist,25000,195043,195043,365086,15.60344,Thriller
153,97,2012,Silent House,2000000,12739737,16610760,27350497,14.6752485,Drama
153,97,2012,Silent House,2000000,12739737,16610760,27350497,14.6752485,Horror
153,97,2012,Silent House,2000000,12739737,16610760,27350497,14.6752485,Mystery
155,70,2018,Unsane,1500000,7690044,14244931,20434975,14.623316666666666,Drama
155,70,2018,Unsane,1500000,7690044,14244931,20434975,14.623316666666666,Horror
155,70,2018,Unsane,1500000,7690044,14244931,20434975,14.623316666666666,Mystery
156,72,2014,Oculus,5000000,27695246,44115496,66810742,14.3621484,Horror
156,72,2014,Oculus,5000000,27695246,44115496,66810742,14.3621484,Mystery
157,87,2010,The Kids Are All Right,4000000,20811365,36275469,53086834,14.2717085,Comedy
157,87,2010,The Kids Are All Right,4000000,20811365,36275469,53086834,14.2717085,Drama
157,87,2010,The Kids Are All Right,4000000,20811365,36275469,53086834,14.2717085,Romance
159,95,2006,Brick,450000,2075743,4243996,5869739,14.043864444444445,Drama
159,95,2006,Brick,450000,2075743,4243996,5869739,14.043864444444445,Romance
160,74,2015,No Escape,5000000,27288872,42844516,65133388,14.0266776,Action
160,74,2015,No Escape,5000000,27288872,42844516,65133388,14.0266776,Thriller
163,95,2018,Eighth Grade,2000000,13539710,14341016,25880726,13.940363,Comedy
163,95,2018,Eighth Grade,2000000,13539710,14341016,25880726,13.940363,Drama
167,35,2017,Lowriders,916000,6179955,6188421,11452376,13.502593886462883,Crime
167,35,2017,Lowriders,916000,6179955,6188421,11452376,13.502593886462883,Drama
169,100,2016,Hardcore Henry,2000000,9252038,17187434,24439472,13.219736,Action
169,100,2016,Hardcore Henry,2000000,9252038,17187434,24439472,13.219736,Sci-Fi
170,17,1996,Shine,5500000,35811509,36672493,66984002,13.178909454545455,Drama
171,19,2008,The Signal,50000,251150,406299,607449,13.14898,Drama
171,19,2008,The Signal,50000,251150,406299,607449,13.14898,Mystery
171,19,2008,The Signal,50000,251150,406299,607449,13.14898,Sci-Fi
174,97,2013,Dark Skies,3500000,17418667,27704111,41622778,12.892222285714286,Horror
174,97,2013,Dark Skies,3500000,17418667,27704111,41622778,12.892222285714286,Sci-Fi
174,97,2013,Dark Skies,3500000,17418667,27704111,41622778,12.892222285714286,Thriller
175,76,2015,The Lazarus Effect,5000000,25801570,38359310,59160880,12.832176,Horror
175,76,2015,The Lazarus Effect,5000000,25801570,38359310,59160880,12.832176,Mystery
175,76,2015,The Lazarus Effect,5000000,25801570,38359310,59160880,12.832176,Sci-Fi
178,84,2014,"As Above, So Below",5000000,21222315,41824066,58046381,12.6092762,Documentary
186,92,2015,Still Alice,5000000,18656400,41699612,55356012,12.0712024,Drama
189,18,2013,Don Jon,5500000,24477704,41268579,60246283,11.953869636363637,Comedy
189,18,2013,Don Jon,5500000,24477704,41268579,60246283,11.953869636363637,Drama
189,18,2013,Don Jon,5500000,24477704,41268579,60246283,11.953869636363637,Romance
190,59,2014,All You Need Is Love,300000,0,3565259,3265259,11.884196666666666,Documentary
191,60,2015,Do You Believe?,2300000,12985600,14304931,24990531,11.865448260869565,Drama
192,50,2010,Monsters,500000,237301,5639730,5377031,11.754062,Drama
192,50,2010,Monsters,500000,237301,5639730,5377031,11.754062,Sci-Fi
192,50,2010,Monsters,500000,237301,5639730,5377031,11.754062,Thriller
195,25,2016,Hunt for the Wilderpeople,2500000,5205471,23845533,26551004,11.6204016,Comedy
195,25,2016,Hunt for the Wilderpeople,2500000,5205471,23845533,26551004,11.6204016,Drama
200,8,2010,Winter's Bone,2000000,6531503,16131551,20663054,11.331527,Drama
200,8,2010,Winter's Bone,2000000,6531503,16131551,20663054,11.331527,Mystery
201,77,2012,Safety Not Guaranteed,750000,4010957,4422318,7683275,11.244366666666666,Comedy
201,77,2012,Safety Not Guaranteed,750000,4010957,4422318,7683275,11.244366666666666,Drama
201,77,2012,Safety Not Guaranteed,750000,4010957,4422318,7683275,11.244366666666666,Romance
202,2,2010,Buried,1987650,1044143,21270290,20326783,11.22654038688904,Drama
202,2,2010,Buried,1987650,1044143,21270290,20326783,11.22654038688904,Mystery
202,2,2010,Buried,1987650,1044143,21270290,20326783,11.22654038688904,Thriller
204,54,2018,Sorry to Bother You,3200000,17493096,18285560,32578656,11.18083,Comedy
204,54,2018,Sorry to Bother You,3200000,17493096,18285560,32578656,11.18083,Sci-Fi
205,36,2014,The Skeleton Twins,1000000,5284309,5797192,10081501,11.081501,Comedy
205,36,2014,The Skeleton Twins,1000000,5284309,5797192,10081501,11.081501,Drama
205,36,2014,The Skeleton Twins,1000000,5284309,5797192,10081501,11.081501,Romance
208,79,2018,The Strangers: Prey at Night,5000000,24431472,29960051,49391523,10.8783046,Horror
210,43,2011,Weekend,190000,484592,1577585,1872177,10.853563157894737,Drama
210,43,2011,Weekend,190000,484592,1577585,1872177,10.853563157894737,Romance
213,35,2012,October Baby,1000000,5355847,5391992,9747839,10.747839,Drama
215,99,2013,Before Midnight,3000000,8110621,23251930,28362551,10.454183666666667,Drama
215,99,2013,Before Midnight,3000000,8110621,23251930,28362551,10.454183666666667,Romance
218,90,2013,The Last Exorcism Part II,4000000,15179303,25448707,36628010,10.1570025,Drama
218,90,2013,The Last Exorcism Part II,4000000,15179303,25448707,36628010,10.1570025,Horror
218,90,2013,The Last Exorcism Part II,4000000,15179303,25448707,36628010,10.1570025,Thriller
219,78,2011,Our Idiot Brother,5000000,24814830,25861249,45676079,10.1352158,Comedy
219,78,2011,Our Idiot Brother,5000000,24814830,25861249,45676079,10.1352158,Drama
223,95,2000,Saving Grace,4000000,12178602,27786849,35965451,9.99136275,Crime
223,95,2000,Saving Grace,4000000,12178602,27786849,35965451,9.99136275,Drama
223,95,2000,Saving Grace,4000000,12178602,27786849,35965451,9.99136275,Horror
224,10,2012,Burn,225000,1109276,1109276,1993552,9.86023111111111,Documentary
227,42,2014,The Lunchbox,1700000,4231500,12231500,14763000,9.684117647058823,Drama
227,42,2014,The Lunchbox,1700000,4231500,12231500,14763000,9.684117647058823,Romance
228,83,2013,The Way Way Back,5000000,21502690,26853810,43356500,9.6713,Comedy
228,83,2013,The Way Way Back,5000000,21502690,26853810,43356500,9.6713,Drama
229,38,2016,Krisha,30000,144822,144822,259644,9.6548,Drama
230,89,2014,A Haunted House 2,4000000,17329487,21206861,34536348,9.634087,Comedy
232,89,2018,Upgrade,3000000,11977130,16553285,25530415,9.510138333333334,Action
232,89,2018,Upgrade,3000000,11977130,16553285,25530415,9.510138333333334,Sci-Fi
232,89,2018,Upgrade,3000000,11977130,16553285,25530415,9.510138333333334,Thriller
235,98,2018,Forever My Girl,3500000,16376066,16376066,29252132,9.357752,Drama
235,98,2018,Forever My Girl,3500000,16376066,16376066,29252132,9.357752,Romance
244,3,2013,Spring Breakers,5000000,14124286,31149251,40273537,9.0547074,Comedy
244,3,2013,Spring Breakers,5000000,14124286,31149251,40273537,9.0547074,Crime
244,3,2013,Spring Breakers,5000000,14124286,31149251,40273537,9.0547074,Drama
245,85,2016,God's Not Dead 2,5000000,20773069,23551286,39324355,8.864871,Drama
247,94,2011,Apollo 18,5000000,17686929,26517819,39204748,8.8409496,Horror
247,94,2011,Apollo 18,5000000,17686929,26517819,39204748,8.8409496,Mystery
247,94,2011,Apollo 18,5000000,17686929,26517819,39204748,8.8409496,Sci-Fi
249,95,2018,"Paul, Apostle of Christ",5000000,17547999,25529498,38077497,8.6154994,Drama
250,11,2017,The Florida Project,2000000,5904366,11295324,15199690,8.599845,Drama
251,18,2012,Barfi,4600000,2804874,36751984,34956858,8.59931695652174,Comedy
251,18,2012,Barfi,4600000,2804874,36751984,34956858,8.59931695652174,Romance
252,90,2016,Race,5000000,19115191,23745772,37860963,8.5721926,Documentary
257,42,2011,Martha Marcy May Marlene,1000000,2981038,5438911,7419949,8.419949,Drama
257,42,2011,Martha Marcy May Marlene,1000000,2981038,5438911,7419949,8.419949,Mystery
257,42,2011,Martha Marcy May Marlene,1000000,2981038,5438911,7419949,8.419949,Thriller
258,86,1997,The Apostle,5000000,20733485,21277770,37011255,8.402251,Horror
260,37,1999,Beyond the Mat,500000,2047570,2047570,3595140,8.19028,Drama
264,51,2014,Dear White People,1250000,4404154,5403771,8557925,7.84634,Comedy
264,51,2014,Dear White People,1250000,4404154,5403771,8557925,7.84634,Drama
264,51,2014,Dear White People,1250000,4404154,5403771,8557925,7.84634,Romance
269,37,2011,Margin Call,3400000,5353586,20433227,22386813,7.584356764705882,Drama
269,37,2011,Margin Call,3400000,5353586,20433227,22386813,7.584356764705882,Thriller
271,3,2014,Ida,2600000,3827060,15298355,16525415,7.355928846153846,Drama
273,7,1998,Smoke Signals,2000000,6719300,7756617,12475917,7.2379585,Documentary
275,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Drama
275,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Romance
277,15,2003,Thirteen,2000000,4601043,9505996,12107039,7.0535195,Drama
279,96,2014,Addicted,5000000,17390770,17499242,29890012,6.9780024,Drama
279,96,2014,Addicted,5000000,17390770,17499242,29890012,6.9780024,Thriller
283,20,2015,We Are Your Friends,2000000,3591417,10153415,11744832,6.872416,Drama
283,20,2015,We Are Your Friends,2000000,3591417,10153415,11744832,6.872416,Romance
285,15,2016,Fifty Shades of Black,5000000,11686940,22113075,28800015,6.760003,Comedy
288,4,2017,It Comes at Night,5000000,13985117,19720203,28705320,6.741064,Horror
288,4,2017,It Comes at Night,5000000,13985117,19720203,28705320,6.741064,Mystery
291,5,1996,She's the One,3500000,9482579,13795053,19777632,6.650752,Drama
291,5,1996,She's the One,3500000,9482579,13795053,19777632,6.650752,Romance
294,41,2014,Obvious Child,1000000,3122616,3324070,5446686,6.446686,Comedy
294,41,2014,Obvious Child,1000000,3122616,3324070,5446686,6.446686,Drama
294,41,2014,Obvious Child,1000000,3122616,3324070,5446686,6.446686,Romance
298,57,2011,Beginners,3200000,5790894,14314407,16905301,6.2829065625,Comedy
298,57,2011,Beginners,3200000,5790894,14314407,16905301,6.2829065625,Drama
298,57,2011,Beginners,3200000,5790894,14314407,16905301,6.2829065625,Romance
300,12,2017,Before I Fall,5000000,12241072,18945682,26186754,6.2373508,Drama
300,12,2017,Before I Fall,5000000,12241072,18945682,26186754,6.2373508,Mystery
303,44,2007,Bella,3300000,8093373,12405473,17198846,6.211771515151515,Drama
304,68,2012,Sound of My Voice,135000,408015,429448,702463,6.20342962962963,Drama
304,68,2012,Sound of My Voice,135000,408015,429448,702463,6.20342962962963,Mystery
304,68,2012,Sound of My Voice,135000,408015,429448,702463,6.20342962962963,Sci-Fi
306,1,2009,The Collector,3000000,7712114,10473836,15185950,6.061983333333333,Action
306,1,2009,The Collector,3000000,7712114,10473836,15185950,6.061983333333333,Comedy
307,17,2010,Inside Job,2000000,4311834,7799257,10111091,6.0555455,Crime
307,17,2010,Inside Job,2000000,4311834,7799257,10111091,6.0555455,Documentary
309,9,2014,Meet the Mormons,2000000,6047363,6049171,10096534,6.048267,Documentary
310,32,2016,The Lobster,4500000,9196278,18019834,22716112,6.048024888888889,Comedy
310,32,2016,The Lobster,4500000,9196278,18019834,22716112,6.048024888888889,Drama
310,32,2016,The Lobster,4500000,9196278,18019834,22716112,6.048024888888889,Romance
311,96,1999,Trippin',3000000,9017070,9017070,15034140,6.01138,Comedy
311,96,1999,Trippin',3000000,9017070,9017070,15034140,6.01138,Horror
314,28,1996,Secrets & Lies,4500000,13417292,13417292,22334584,5.963240888888889,Drama
314,28,1996,Secrets & Lies,4500000,13417292,13417292,22334584,5.963240888888889,Romance
320,12,2017,All Saints,2000000,5802208,5941994,9744202,5.872101,Drama
322,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Crime
322,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Thriller
323,22,2013,The Spectacular Now,2500000,6852971,6916951,11269922,5.5079688,Comedy
323,22,2013,The Spectacular Now,2500000,6852971,6916951,11269922,5.5079688,Drama
323,22,2013,The Spectacular Now,2500000,6852971,6916951,11269922,5.5079688,Romance
326,11,2013,ABCD (Any Body Can Dance),1900000,222098,10137234,8459332,5.45228,Drama
327,98,2016,The Darkness,4000000,10753574,10898293,17651867,5.41296675,Horror
327,98,2016,The Darkness,4000000,10753574,10898293,17651867,5.41296675,Thriller
329,20,2018,Hell Fest,5500000,11107431,18119231,23726662,5.313938545454546,Horror
332,8,2016,Hillary's America: The Secret History of the Democratic Party,5000000,13099931,13099931,21199862,5.2399724,Documentary
336,14,2013,Frances Ha,3000000,4067398,11262769,12330167,5.110055666666667,Comedy
336,14,2013,Frances Ha,3000000,4067398,11262769,12330167,5.110055666666667,Drama
336,14,2013,Frances Ha,3000000,4067398,11262769,12330167,5.110055666666667,Romance
337,77,2013,The To Do List,1500000,3491669,4128828,6120497,5.0803313333333335,Comedy
337,77,2013,The To Do List,1500000,3491669,4128828,6120497,5.0803313333333335,Romance
339,100,2001,The Wash,4000000,10097096,10097096,16194192,5.048548,Thriller
346,3,2017,Let There Be Light,3000000,7233471,7241309,11474780,4.824926666666666,Documentary
351,66,2013,Home Run,1200000,2859955,2859955,4519910,4.766591666666667,Drama
355,52,2013,Filly Brown,1250000,2850357,2940411,4540768,4.6326144,Drama
359,21,2015,Mustang,1400000,845464,5552584,4998048,4.570034285714286,Drama
360,41,2000,Groove,500000,1115313,1167524,1782837,4.565674,Drama
362,39,2011,Sholem Aleichem: Laughing in the Darkness,500000,1131261,1131261,1762522,4.525044,Documentary
363,31,2010,Sea Rex 3D: Journey to a Prehistoric World,5000000,6096582,16515203,17611785,4.522357,Documentary
366,21,2017,The Belko Experiment,5000000,10166820,11792942,16959762,4.3919524,Horror
366,21,2017,The Belko Experiment,5000000,10166820,11792942,16959762,4.3919524,Thriller
367,24,1995,Before Sunrise,2500000,5274005,5690220,8464225,4.38569,Drama
368,13,2004,Tarnation,400000,592014,1162014,1354028,4.38507,Comedy
368,13,2004,Tarnation,400000,592014,1162014,1354028,4.38507,Horror
371,35,2012,Bachelorette,3000000,446770,12577401,10024171,4.341390333333333,Comedy
371,35,2012,Bachelorette,3000000,446770,12577401,10024171,4.341390333333333,Romance
372,1,2015,Mommy,4900000,3498695,17536004,16134699,4.292795714285714,Drama
375,68,2012,Compliance,270000,319285,830700,879985,4.259203703703704,Crime
375,68,2012,Compliance,270000,319285,830700,879985,4.259203703703704,Drama
376,41,2014,The Babadook,2000000,950792,7482387,6433179,4.2165895,Drama
376,41,2014,The Babadook,2000000,950792,7482387,6433179,4.2165895,Horror
377,20,2014,Moms' Night Out,5000000,10429707,10537341,15967048,4.1934096,Comedy
383,22,2016,The Perfect Match,5000000,9669521,10182050,14851571,3.9703142,Documentary
387,8,2007,Bug,4000000,7006708,8302995,11309703,3.82742575,Drama
387,8,2007,Bug,4000000,7006708,8302995,11309703,3.82742575,Mystery
387,8,2007,Bug,4000000,7006708,8302995,11309703,3.82742575,Thriller
388,79,1997,Love and Other Catastrophes,250000,212285,743216,705501,3.822004,Comedy
388,79,1997,Love and Other Catastrophes,250000,212285,743216,705501,3.822004,Drama
400,21,2016,Compadres,3000000,3127773,7445044,7572817,3.5242723333333332,Action
400,21,2016,Compadres,3000000,3127773,7445044,7572817,3.5242723333333332,Comedy
400,21,2016,Compadres,3000000,3127773,7445044,7572817,3.5242723333333332,Crime
405,10,2016,Swiss Army Man,3000000,4210454,5837111,7047565,3.349188333333333,Comedy
405,10,2016,Swiss Army Man,3000000,4210454,5837111,7047565,3.349188333333333,Drama
407,78,2013,The Gatekeepers,1500000,2408553,2592308,3500861,3.3339073333333333,Documentary
408,26,2012,Robot & Frank,2500000,3317468,4934356,5751824,3.3007296,Comedy
408,26,2012,Robot & Frank,2500000,3317468,4934356,5751824,3.3007296,Crime
408,26,2012,Robot & Frank,2500000,3317468,4934356,5751824,3.3007296,Drama
410,12,2008,Heroes,400000,655538,655538,911076,3.27769,Documentary
412,54,2010,N-Secure,1600000,2595644,2595644,3591288,3.244555,Crime
412,54,2010,N-Secure,1600000,2595644,2595644,3591288,3.244555,Drama
412,54,2010,N-Secure,1600000,2595644,2595644,3591288,3.244555,Thriller
414,62,2015,Knock Knock,2000000,36336,6328516,4364852,3.182426,Drama
414,62,2015,Knock Knock,2000000,36336,6328516,4364852,3.182426,Thriller
415,49,2016,The Other Side of the Door,5000000,3000342,12905107,10905449,3.1810898,Drama
420,58,2016,The Meddler,3200000,4267219,5526942,6594161,3.0606753125,Comedy
420,58,2016,The Meddler,3200000,4267219,5526942,6594161,3.0606753125,Drama
420,58,2016,The Meddler,3200000,4267219,5526942,6594161,3.0606753125,Romance
421,93,2017,Columbus,700000,1017107,1110511,1427618,3.0394542857142857,Comedy
422,95,2015,Sardaar Ji,2700000,0,8200000,5500000,3.037037037037037,Comedy
422,95,2015,Sardaar Ji,2700000,0,8200000,5500000,3.037037037037037,Horror
425,43,2013,Grace Unplugged,1700000,2507159,2507159,3314318,2.9495988235294117,Drama
426,9,2016,Don't Think Twice,3000000,4417983,4417983,5835966,2.945322,Comedy
426,9,2016,Don't Think Twice,3000000,4417983,4417983,5835966,2.945322,Drama
429,15,2010,Please Give,3000000,4033574,4570178,5603752,2.867917333333333,Comedy
429,15,2010,Please Give,3000000,4033574,4570178,5603752,2.867917333333333,Drama
