,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,ROI,Genres
39,14,2012,Ice Age: Continental Drift,95000000,161321843,879765137,946086980,10.958810315789474,Comedy
41,34,2015,Jurassic World,215000000,652270625,1648854864,2086125489,10.70290925116279,Action
41,34,2015,Jurassic World,215000000,652270625,1648854864,2086125489,10.70290925116279,Adventure
41,34,2015,Jurassic World,215000000,652270625,1648854864,2086125489,10.70290925116279,Sci-Fi
43,77,2018,Hotel Transylvania 3: Summer Vacation,65000000,167500092,527079962,629580054,10.685846984615385,Adventure
43,77,2018,Hotel Transylvania 3: Summer Vacation,65000000,167500092,527079962,629580054,10.685846984615385,Animation
43,77,2018,Hotel Transylvania 3: Summer Vacation,65000000,167500092,527079962,629580054,10.685846984615385,Comedy
45,39,2011,The Hangover Part II,80000000,254464305,586464305,760928610,10.511607625,Comedy
46,85,2014,22 Jump Street,50000000,191719337,331333876,473053213,10.46106426,Action
46,85,2014,22 Jump Street,50000000,191719337,331333876,473053213,10.46106426,Comedy
46,85,2014,22 Jump Street,50000000,191719337,331333876,473053213,10.46106426,Crime
49,42,2018,Black Panther,200000000,700059566,1348258224,1848317790,10.24158895,Action
49,42,2018,Black Panther,200000000,700059566,1348258224,1848317790,10.24158895,Adventure
49,42,2018,Black Panther,200000000,700059566,1348258224,1848317790,10.24158895,Sci-Fi
50,13,2018,Jurassic World: Fallen Kingdom,170000000,417719760,1305772799,1553492559,10.13819152352941,Action
50,13,2018,Jurassic World: Fallen Kingdom,170000000,417719760,1305772799,1553492559,10.13819152352941,Adventure
50,13,2018,Jurassic World: Fallen Kingdom,170000000,417719760,1305772799,1553492559,10.13819152352941,Sci-Fi
51,15,2018,Deadpool 2,110000000,324591735,786680557,1001272292,10.102475381818182,Action
51,15,2018,Deadpool 2,110000000,324591735,786680557,1001272292,10.102475381818182,Adventure
51,15,2018,Deadpool 2,110000000,324591735,786680557,1001272292,10.102475381818182,Comedy
56,38,2013,The Hunger Games: Catching Fire,130000000,424668047,864868047,1159536094,9.919508415384616,Action
56,38,2013,The Hunger Games: Catching Fire,130000000,424668047,864868047,1159536094,9.919508415384616,Adventure
56,38,2013,The Hunger Games: Catching Fire,130000000,424668047,864868047,1159536094,9.919508415384616,Sci-Fi
57,85,2005,Hitch,55000000,177784257,366784257,489568514,9.90124570909091,Drama
59,67,2015,Furious 7,190000000,353007020,1518722794,1681729814,9.851209547368422,Action
59,67,2015,Furious 7,190000000,353007020,1518722794,1681729814,9.851209547368422,Crime
59,67,2015,Furious 7,190000000,353007020,1518722794,1681729814,9.851209547368422,Thriller
64,27,2012,The Avengers,225000000,623279547,1517935897,1916215444,9.516513084444444,Action
64,27,2012,The Avengers,225000000,623279547,1517935897,1916215444,9.516513084444444,Adventure
64,27,2012,The Avengers,225000000,623279547,1517935897,1916215444,9.516513084444444,Sci-Fi
67,36,2018,Aquaman,160000000,335061807,1146894640,1321956447,9.26222779375,Action
67,36,2018,Aquaman,160000000,335061807,1146894640,1321956447,9.26222779375,Adventure
67,36,2018,Aquaman,160000000,335061807,1146894640,1321956447,9.26222779375,Fantasy
68,44,2018,Incredibles 2,200000000,608581744,1242520711,1651102455,9.255512275,Action
68,44,2018,Incredibles 2,200000000,608581744,1242520711,1651102455,9.255512275,Adventure
68,44,2018,Incredibles 2,200000000,608581744,1242520711,1651102455,9.255512275,Animation
69,44,1997,My Best Friend's Wedding,46000000,126813153,298923419,379736572,9.255142869565217,Comedy
71,97,2018,Peter Rabbit,50000000,115234093,347136477,412370570,9.2474114,Adventure
71,97,2018,Peter Rabbit,50000000,115234093,347136477,412370570,9.2474114,Animation
71,97,2018,Peter Rabbit,50000000,115234093,347136477,412370570,9.2474114,Comedy
72,3,2018,Venom,116000000,213511408,853628605,951140013,9.199482870689655,Action
72,3,2018,Venom,116000000,213511408,853628605,951140013,9.199482870689655,Sci-Fi
72,3,2018,Venom,116000000,213511408,853628605,951140013,9.199482870689655,Thriller
75,7,2018,Avengers: Infinity War,300000000,678815482,2048134200,2426949682,9.089832273333334,Action
75,7,2018,Avengers: Infinity War,300000000,678815482,2048134200,2426949682,9.089832273333334,Adventure
75,7,2018,Avengers: Infinity War,300000000,678815482,2048134200,2426949682,9.089832273333334,Sci-Fi
76,57,2016,Zootopia,150000000,341268248,1019429616,1210697864,9.071319093333333,Adventure
76,57,2016,Zootopia,150000000,341268248,1019429616,1210697864,9.071319093333333,Animation
76,57,2016,Zootopia,150000000,341268248,1019429616,1210697864,9.071319093333333,Comedy
78,91,2017,Fifty Shades Darker,55000000,114434010,381398492,440832502,9.0151364,Drama
82,96,2019,Captain Marvel,175000000,426525952,1123061550,1374587502,8.854785725714287,Action
82,96,2019,Captain Marvel,175000000,426525952,1123061550,1374587502,8.854785725714287,Adventure
82,96,2019,Captain Marvel,175000000,426525952,1123061550,1374587502,8.854785725714287,Sci-Fi
83,62,2014,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,978711016,8.829688128,Action
83,62,2014,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,978711016,8.829688128,Adventure
83,62,2014,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,978711016,8.829688128,Sci-Fi
85,16,2013,Gravity,110000000,274092705,693698673,857791378,8.798103436363636,Drama
85,16,2013,Gravity,110000000,274092705,693698673,857791378,8.798103436363636,Sci-Fi
85,16,2013,Gravity,110000000,274092705,693698673,857791378,8.798103436363636,Thriller
86,36,2014,Gone Girl,61000000,167767189,368567189,475334378,8.792366852459017,Drama
86,36,2014,Gone Girl,61000000,167767189,368567189,475334378,8.792366852459017,Thriller
87,18,2015,Taken 3,48000000,89256424,327656424,368912848,8.685684333333333,Action
87,18,2015,Taken 3,48000000,89256424,327656424,368912848,8.685684333333333,Thriller
88,74,2002,Ice Age,65000000,176387405,386116343,497503748,8.653903815384615,Crime
88,74,2002,Ice Age,65000000,176387405,386116343,497503748,8.653903815384615,Drama
88,74,2002,Ice Age,65000000,176387405,386116343,497503748,8.653903815384615,Family
89,97,2018,Fifty Shades Freed,55000000,100407760,371350619,416758379,8.577425072727273,Drama
89,97,2018,Fifty Shades Freed,55000000,100407760,371350619,416758379,8.577425072727273,Thriller
90,72,2000,What Women Want,65000000,182805123,374105123,491910246,8.567849938461539,Comedy
90,72,2000,What Women Want,65000000,182805123,374105123,491910246,8.567849938461539,Sci-Fi
101,55,2017,Wonder Woman,150000000,412563408,821133378,1083696786,8.22464524,Action
101,55,2017,Wonder Woman,150000000,412563408,821133378,1083696786,8.22464524,Adventure
101,55,2017,Wonder Woman,150000000,412563408,821133378,1083696786,8.22464524,Fantasy
102,46,2015,The Martian,108000000,228433663,655271443,775705106,8.182454685185185,Adventure
102,46,2015,The Martian,108000000,228433663,655271443,775705106,8.182454685185185,Drama
102,46,2015,The Martian,108000000,228433663,655271443,775705106,8.182454685185185,Sci-Fi
103,95,2017,Murder on the Orient Express,55000000,102826543,345922730,393749273,8.159077690909092,Crime
103,95,2017,Murder on the Orient Express,55000000,102826543,345922730,393749273,8.159077690909092,Drama
104,48,2013,Iron Man 3,200000000,408992272,1215392272,1424384544,8.12192272,Action
104,48,2013,Iron Man 3,200000000,408992272,1215392272,1424384544,8.12192272,Adventure
104,48,2013,Iron Man 3,200000000,408992272,1215392272,1424384544,8.12192272,Sci-Fi
107,42,2015,Hotel Transylvania 2,80000000,169700110,469500298,559200408,7.9900051,Animation
107,42,2015,Hotel Transylvania 2,80000000,169700110,469500298,559200408,7.9900051,Comedy
107,42,2015,Hotel Transylvania 2,80000000,169700110,469500298,559200408,7.9900051,Family
110,45,2016,Rogue One: A Star Wars Story,200000000,532177324,1049102856,1381280180,7.9064009,Action
110,45,2016,Rogue One: A Star Wars Story,200000000,532177324,1049102856,1381280180,7.9064009,Adventure
110,45,2016,Rogue One: A Star Wars Story,200000000,532177324,1049102856,1381280180,7.9064009,Sci-Fi
113,88,2015,Daddy's Home,50000000,150357137,242757137,343114274,7.86228548,Comedy
114,42,2009,Sherlock Holmes,90000000,209028679,498438212,617466891,7.860743233333333,Adventure
117,88,2000,Cast Away,85000000,233632142,427230516,575862658,7.7748548,Adventure
117,88,2000,Cast Away,85000000,233632142,427230516,575862658,7.7748548,Drama
120,93,2011,Super 8,50000000,127004179,257972745,334976924,7.69953848,Sci-Fi
120,93,2011,Super 8,50000000,127004179,257972745,334976924,7.69953848,Thriller
123,97,2016,The Jungle Book,175000000,364001123,962854547,1151855670,7.5820324,Animation
124,64,2011,Transformers: Dark of the Moon,195000000,352390543,1123790543,1281181086,7.570159415384615,Action
124,64,2011,Transformers: Dark of the Moon,195000000,352390543,1123790543,1281181086,7.570159415384615,Adventure
124,64,2011,Transformers: Dark of the Moon,195000000,352390543,1123790543,1281181086,7.570159415384615,Sci-Fi
126,46,2016,Finding Dory,200000000,486295561,1021215193,1307510754,7.53755377,Adventure
126,46,2016,Finding Dory,200000000,486295561,1021215193,1307510754,7.53755377,Animation
126,46,2016,Finding Dory,200000000,486295561,1021215193,1307510754,7.53755377,Comedy
129,47,2010,Toy Story 3,200000000,415004880,1068879522,1283884402,7.41942201,Adventure
129,47,2010,Toy Story 3,200000000,415004880,1068879522,1283884402,7.41942201,Animation
129,47,2010,Toy Story 3,200000000,415004880,1068879522,1283884402,7.41942201,Comedy
134,44,1999,The Mummy,80000000,155385488,416385488,491770976,7.1471372,Action
134,44,1999,The Mummy,80000000,155385488,416385488,491770976,7.1471372,Adventure
134,44,1999,The Mummy,80000000,155385488,416385488,491770976,7.1471372,Fantasy
137,52,2012,Skyfall,200000000,304360277,1110526981,1214887258,7.07443629,Action
137,52,2012,Skyfall,200000000,304360277,1110526981,1214887258,7.07443629,Adventure
137,52,2012,Skyfall,200000000,304360277,1110526981,1214887258,7.07443629,Thriller
139,38,2010,Inception,160000000,292576195,835524642,968100837,7.05063023125,Action
139,38,2010,Inception,160000000,292576195,835524642,968100837,7.05063023125,Adventure
139,38,2010,Inception,160000000,292576195,835524642,968100837,7.05063023125,Sci-Fi
141,46,2011,Rio,90000000,143619809,487519809,541139618,7.012662422222222,Adventure
141,46,2011,Rio,90000000,143619809,487519809,541139618,7.012662422222222,Animation
141,46,2011,Rio,90000000,143619809,487519809,541139618,7.012662422222222,Comedy
142,73,2012,Lincoln,65000000,182207973,273346281,390554254,7.008526984615385,Drama
143,31,2011,Rise of the Planet of the Apes,93000000,176760185,470986200,554746385,6.965014892473119,Action
143,31,2011,Rise of the Planet of the Apes,93000000,176760185,470986200,554746385,6.965014892473119,Drama
143,31,2011,Rise of the Planet of the Apes,93000000,176760185,470986200,554746385,6.965014892473119,Sci-Fi
145,99,2017,Spider-Man: Homecoming,175000000,334201140,880166350,1039367490,6.9392428,Action
145,99,2017,Spider-Man: Homecoming,175000000,334201140,880166350,1039367490,6.9392428,Adventure
145,99,2017,Spider-Man: Homecoming,175000000,334201140,880166350,1039367490,6.9392428,Sci-Fi
146,16,2000,Traffic,48000000,124107476,208300000,284407476,6.92515575,Action
146,16,2000,Traffic,48000000,124107476,208300000,284407476,6.92515575,Adventure
147,98,2015,Inside Out,175000000,356461711,854235992,1035697703,6.918272588571429,Crime
147,98,2015,Inside Out,175000000,356461711,854235992,1035697703,6.918272588571429,Drama
148,91,2016,Central Intelligence,50000000,127440871,217194805,294635676,6.89271352,Action
148,91,2016,Central Intelligence,50000000,127440871,217194805,294635676,6.89271352,Comedy
148,91,2016,Central Intelligence,50000000,127440871,217194805,294635676,6.89271352,Crime
152,51,2010,Alice in Wonderland,200000000,334191110,1025491110,1159682220,6.7984111,Adventure
152,51,2010,Alice in Wonderland,200000000,334191110,1025491110,1159682220,6.7984111,Family
152,51,2010,Alice in Wonderland,200000000,334191110,1025491110,1159682220,6.7984111,Fantasy
154,67,2011,Fast Five,125000000,210031325,630163454,715194779,6.721558232,Action
154,67,2011,Fast Five,125000000,210031325,630163454,715194779,6.721558232,Crime
154,67,2011,Fast Five,125000000,210031325,630163454,715194779,6.721558232,Thriller
156,25,2017,The Greatest Showman,84000000,174340174,386665550,477005724,6.678639571428572,Drama
157,97,2012,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,818312753,6.643536227586207,Adventure
157,97,2012,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,818312753,6.643536227586207,Animation
157,97,2012,Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,818312753,6.643536227586207,Comedy
158,59,2017,Logan,127000000,226277068,615461394,714738462,6.627861905511811,Comedy
158,59,2017,Logan,127000000,226277068,615461394,714738462,6.627861905511811,Drama
158,59,2017,Logan,127000000,226277068,615461394,714738462,6.627861905511811,Family
161,96,2018,Creed II,50000000,115715889,213591522,279307411,6.58614822,Drama
168,14,2014,Guardians of the Galaxy,170000000,333172112,770867516,934039628,6.494350752941177,Action
168,14,2014,Guardians of the Galaxy,170000000,333172112,770867516,934039628,6.494350752941177,Adventure
168,14,2014,Guardians of the Galaxy,170000000,333172112,770867516,934039628,6.494350752941177,Comedy
170,34,2016,Arrival,47000000,100546139,203127894,256674033,6.461149638297872,Drama
170,34,2016,Arrival,47000000,100546139,203127894,256674033,6.461149638297872,Sci-Fi
171,41,2018,Ant-Man and the Wasp,130000000,216648740,623144660,709793400,6.45994923076923,Action
171,41,2018,Ant-Man and the Wasp,130000000,216648740,623144660,709793400,6.45994923076923,Adventure
171,41,2018,Ant-Man and the Wasp,130000000,216648740,623144660,709793400,6.45994923076923,Comedy
172,82,2017,Thor: Ragnarok,180000000,315058289,846980024,982038313,6.455768405555555,Action
172,82,2017,Thor: Ragnarok,180000000,315058289,846980024,982038313,6.455768405555555,Adventure
172,82,2017,Thor: Ragnarok,180000000,315058289,846980024,982038313,6.455768405555555,Comedy
173,38,2015,Maze Runner: The Scorch Trials,61000000,81697192,310566162,331263354,6.4305467868852455,Action
173,38,2015,Maze Runner: The Scorch Trials,61000000,81697192,310566162,331263354,6.4305467868852455,Sci-Fi
173,38,2015,Maze Runner: The Scorch Trials,61000000,81697192,310566162,331263354,6.4305467868852455,Thriller
174,37,2014,Transformers: Age of Extinction,210000000,245439076,1104039076,1139478152,6.426086438095238,Action
174,37,2014,Transformers: Age of Extinction,210000000,245439076,1104039076,1139478152,6.426086438095238,Adventure
174,37,2014,Transformers: Age of Extinction,210000000,245439076,1104039076,1139478152,6.426086438095238,Sci-Fi
176,20,2011,The Smurfs,110000000,142614158,563749323,596363481,6.421486190909091,Adventure
176,20,2011,The Smurfs,110000000,142614158,563749323,596363481,6.421486190909091,Animation
176,20,2011,The Smurfs,110000000,142614158,563749323,596363481,6.421486190909091,Comedy
178,74,2015,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311013181,400007213,6.405502878378378,Adventure
178,74,2015,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311013181,400007213,6.405502878378378,Animation
178,74,2015,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311013181,400007213,6.405502878378378,Comedy
181,36,2005,War of the Worlds,132000000,234280354,606836535,709116889,6.372097643939394,Sci-Fi
182,100,1996,Ransom,70000000,136492681,308700000,375192681,6.359895442857143,Drama
182,100,1996,Ransom,70000000,136492681,308700000,375192681,6.359895442857143,Thriller
183,37,2008,Wanted,75000000,134508551,342416460,401925011,6.359000146666666,Action
184,70,2010,Valentine's Day,52000000,110485654,217569328,276054982,6.308749653846154,Comedy
185,77,2016,The Angry Birds Movie,73000000,107509366,352327887,386837253,6.299140452054795,Action
185,77,2016,The Angry Birds Movie,73000000,107509366,352327887,386837253,6.299140452054795,Animation
185,77,2016,The Angry Birds Movie,73000000,107509366,352327887,386837253,6.299140452054795,Comedy
187,2,2014,Non-Stop,50000000,91742160,222383055,264125215,6.2825043,Action
187,2,2014,Non-Stop,50000000,91742160,222383055,264125215,6.2825043,Thriller
188,38,1996,The Rock,75000000,134069511,336069511,395139022,6.268520293333333,Comedy
189,56,2000,Gladiator,103000000,187683805,457683805,542367610,6.265704951456311,Thriller
197,88,2012,Life of Pi,120000000,124987022,620912003,625899025,6.215825208333333,Adventure
197,88,2012,Life of Pi,120000000,124987022,620912003,625899025,6.215825208333333,Drama
197,88,2012,Life of Pi,120000000,124987022,620912003,625899025,6.215825208333333,Fantasy
198,96,2012,Hotel Transylvania,85000000,148313048,378505812,441818860,6.197868941176471,Animation
198,96,2012,Hotel Transylvania,85000000,148313048,378505812,441818860,6.197868941176471,Comedy
198,96,2012,Hotel Transylvania,85000000,148313048,378505812,441818860,6.197868941176471,Family
199,17,2016,Captain America: Civil War,250000000,408084349,1140069413,1298153762,6.192615048,Action
199,17,2016,Captain America: Civil War,250000000,408084349,1140069413,1298153762,6.192615048,Adventure
199,17,2016,Captain America: Civil War,250000000,408084349,1140069413,1298153762,6.192615048,Sci-Fi
200,70,2010,Resident Evil: Afterlife,57500000,60128566,295874190,298502756,6.19135227826087,Action
200,70,2010,Resident Evil: Afterlife,57500000,60128566,295874190,298502756,6.19135227826087,Adventure
201,41,2013,Now You See Me,75000000,117723989,342769200,385493189,6.139909186666666,Crime
201,41,2013,Now You See Me,75000000,117723989,342769200,385493189,6.139909186666666,Thriller
203,69,2012,Django Unchained,100000000,162805434,449948323,512753757,6.12753757,Drama
205,100,2016,Suicide Squad,175000000,325100054,746059887,896159941,6.120913948571428,Action
205,100,2016,Suicide Squad,175000000,325100054,746059887,896159941,6.120913948571428,Adventure
205,100,2016,Suicide Squad,175000000,325100054,746059887,896159941,6.120913948571428,Fantasy
209,5,2015,Paddington,55000000,76223578,258789097,280012675,6.091139545454546,Adventure
209,5,2015,Paddington,55000000,76223578,258789097,280012675,6.091139545454546,Comedy
209,5,2015,Paddington,55000000,76223578,258789097,280012675,6.091139545454546,Family
211,41,2017,The Lego Batman Movie,80000000,175750384,310660018,406410402,6.080130025,Action
211,41,2017,The Lego Batman Movie,80000000,175750384,310660018,406410402,6.080130025,Animation
211,41,2017,The Lego Batman Movie,80000000,175750384,310660018,406410402,6.080130025,Comedy
212,17,2002,Panic Room,48000000,95308367,196308367,243616734,6.075348625,Action
212,17,2002,Panic Room,48000000,95308367,196308367,243616734,6.075348625,Drama
213,77,2014,Into the Woods,56200000,128002372,213116401,284918773,6.069729056939502,Adventure
213,77,2014,Into the Woods,56200000,128002372,213116401,284918773,6.069729056939502,Comedy
213,77,2014,Into the Woods,56200000,128002372,213116401,284918773,6.069729056939502,Drama
214,50,2016,Sully,60000000,125070033,238524556,303594589,6.059909816666667,Drama
216,7,2017,The Emoji Movie,50000000,86089513,216562312,252651825,6.0530365,Adventure
216,7,2017,The Emoji Movie,50000000,86089513,216562312,252651825,6.0530365,Animation
216,7,2017,The Emoji Movie,50000000,86089513,216562312,252651825,6.0530365,Comedy
217,27,2010,Shrek Forever After,165000000,238736787,756244673,829981460,6.030190666666667,Adventure
217,27,2010,Shrek Forever After,165000000,238736787,756244673,829981460,6.030190666666667,Animation
217,27,2010,Shrek Forever After,165000000,238736787,756244673,829981460,6.030190666666667,Comedy
218,49,2011,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523,402195912,6.0274489,Adventure
218,49,2011,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523,402195912,6.0274489,Animation
218,49,2011,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523,402195912,6.0274489,Comedy
220,92,2013,Anchorman 2: The Legend Continues,50000000,127352707,172185754,249538461,5.99076922,Comedy
222,92,2013,Captain Phillips,55000000,107136417,220648184,272784601,5.959720018181819,Drama
222,92,2013,Captain Phillips,55000000,107136417,220648184,272784601,5.959720018181819,Thriller
227,97,2019,Shazam!,85000000,139606856,362899733,417506589,5.911842223529412,Action
227,97,2019,Shazam!,85000000,139606856,362899733,417506589,5.911842223529412,Adventure
227,97,2019,Shazam!,85000000,139606856,362899733,417506589,5.911842223529412,Comedy
228,62,2016,Moana,150000000,248757044,637517365,736274409,5.90849606,Adventure
228,62,2016,Moana,150000000,248757044,637517365,736274409,5.90849606,Animation
228,62,2016,Moana,150000000,248757044,637517365,736274409,5.90849606,Comedy
232,26,2012,American Reunion,50000000,56758835,236799211,243558046,5.87116092,Comedy
233,80,1990,Total Recall,65000000,119394839,261400000,315794839,5.858382138461539,Action
233,80,1990,Total Recall,65000000,119394839,261400000,315794839,5.858382138461539,Adventure
237,23,2017,The Fate of the Furious,250000000,225764765,1234846267,1210611032,5.842444128,Action
237,23,2017,The Fate of the Furious,250000000,225764765,1234846267,1210611032,5.842444128,Crime
237,23,2017,The Fate of the Furious,250000000,225764765,1234846267,1210611032,5.842444128,Thriller
238,39,2015,The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787,770710689,5.81694180625,Action
238,39,2015,The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787,770710689,5.81694180625,Adventure
238,39,2015,The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787,770710689,5.81694180625,Sci-Fi
239,62,2018,Bumblebee,102000000,127195589,465195589,490391178,5.807756647058824,Action
239,62,2018,Bumblebee,102000000,127195589,465195589,490391178,5.807756647058824,Adventure
239,62,2018,Bumblebee,102000000,127195589,465195589,490391178,5.807756647058824,Sci-Fi
240,34,2010,Grown Ups,75000000,162001186,272223430,359224616,5.789661546666666,Comedy
241,69,2011,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443,597511861,5.780094888,Action
241,69,2011,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443,597511861,5.780094888,Adventure
241,69,2011,Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443,597511861,5.780094888,Crime
243,85,2016,Fantastic Beasts and Where to Find Them,180000000,234037575,802402853,856440428,5.758002377777777,Adventure
243,85,2016,Fantastic Beasts and Where to Find Them,180000000,234037575,802402853,856440428,5.758002377777777,Family
243,85,2016,Fantastic Beasts and Where to Find Them,180000000,234037575,802402853,856440428,5.758002377777777,Fantasy
246,16,2014,Captain America: The Winter Soldier,170000000,259746958,714401889,804148847,5.7302873352941175,Action
246,16,2014,Captain America: The Winter Soldier,170000000,259746958,714401889,804148847,5.7302873352941175,Adventure
246,16,2014,Captain America: The Winter Soldier,170000000,259746958,714401889,804148847,5.7302873352941175,Sci-Fi
249,66,2013,Thor: The Dark World,150000000,206362140,644602516,700964656,5.673097706666667,Action
249,66,2013,Thor: The Dark World,150000000,206362140,644602516,700964656,5.673097706666667,Adventure
249,66,2013,Thor: The Dark World,150000000,206362140,644602516,700964656,5.673097706666667,Fantasy
252,29,2015,Kingsman: The Secret Service,94000000,128261724,404561724,438823448,5.66833455319149,Action
252,29,2015,Kingsman: The Secret Service,94000000,128261724,404561724,438823448,5.66833455319149,Adventure
252,29,2015,Kingsman: The Secret Service,94000000,128261724,404561724,438823448,5.66833455319149,Comedy
255,4,2015,Avengers: Age of Ultron,330600000,459005868,1403013963,1531419831,5.63224389292196,Action
255,4,2015,Avengers: Age of Ultron,330600000,459005868,1403013963,1531419831,5.63224389292196,Adventure
255,4,2015,Avengers: Age of Ultron,330600000,459005868,1403013963,1531419831,5.63224389292196,Sci-Fi
256,26,2013,The Croods,135000000,187168425,573068425,625236850,5.631384074074074,Action
256,26,2013,The Croods,135000000,187168425,573068425,625236850,5.631384074074074,Adventure
256,26,2013,The Croods,135000000,187168425,573068425,625236850,5.631384074074074,Animation
261,85,2005,Fantastic Four,87500000,154696080,333132750,400328830,5.575186628571428,Action
261,85,2005,Fantastic Four,87500000,154696080,333132750,400328830,5.575186628571428,Adventure
