index,Movie ID,Movie,Release Date,ARR,prod_budget_bucket
4197,tt2387433,Dark Skies,2013,7.9154602857142855,b1
4198,tt4103724,Forever My Girl,2018,4.678876,b1
4198,tt4103724,Forever My Girl,2018,4.678876,b1
4200,tt3264438,She's the One,1996,3.941443714285714,b1
4200,tt3264438,She's the One,1996,3.941443714285714,b1
4203,tt6053438,First Reformed,2018,1.1070777142857142,b1
4203,tt6053438,First Reformed,2018,1.1070777142857142,b1
4203,tt6053438,First Reformed,2018,1.1070777142857142,b1
4205,tt10118052,Believe,2016,0.2543722857142857,b1
4207,tt3721936,American Honey,2016,0.7462142857142857,b1
4207,tt3721936,American Honey,2016,0.7462142857142857,b1
4208,tt3859304,The Bronze,2016,0.17594742857142856,b1
4208,tt3859304,The Bronze,2016,0.17594742857142856,b1
4211,tt3103166,The Masked Saint,2016,0.05219857142857143,b1
4211,tt3103166,The Masked Saint,2016,0.05219857142857143,b1
4214,tt5001130,Time to Choose,2016,0.008352285714285715,b1
4217,tt2020110,The Kick,2011,0.011606285714285715,b1
4219,tt3596332,The Secret,2006,0.0,b1
4224,tt2073661,Dawn Patrol,2015,0.0,b1
4224,tt2073661,Dawn Patrol,2015,0.0,b1
4226,tt1800337,Lords of London,2015,0.0,b1
4226,tt1800337,Lords of London,2015,0.0,b1
4226,tt1800337,Lords of London,2015,0.0,b1
4228,tt1615147,Margin Call,2011,6.009772647058823,b1
4228,tt1615147,Margin Call,2011,6.009772647058823,b1
4229,tt1893211,Choke,2008,1.2130226470588235,b1
4229,tt1893211,Choke,2008,1.2130226470588235,b1
4229,tt1893211,Choke,2008,1.2130226470588235,b1
4231,tt1753460,August,2008,0.003716470588235294,b1
4231,tt1753460,August,2008,0.003716470588235294,b1
4233,tt2582802,Whiplash,2014,11.80879909090909,b1
4234,tt4133310,Bella,2007,3.7592342424242426,b1
4238,tt2796678,The Opposite Sex,2015,0.015213939393939394,b1
4241,tt5688932,Sorry to Bother You,2018,5.7142375,b1
4241,tt5688932,Sorry to Bother You,2018,5.7142375,b1
4243,tt1532503,Beginners,2011,4.4732521875,b1
4243,tt1532503,Beginners,2011,4.4732521875,b1
4243,tt1532503,Beginners,2011,4.4732521875,b1
4244,tt4501454,The Meddler,2016,1.727169375,b1
4244,tt4501454,The Meddler,2016,1.727169375,b1
4244,tt4501454,The Meddler,2016,1.727169375,b1
4245,tt10199664,Adam,2009,0.8857765625,b1
4246,tt4282670,Feast,2006,0.2158975,b1
4248,tt2099556,Antiviral,2013,0.039808709677419354,b1
4248,tt2099556,Antiviral,2013,0.039808709677419354,b1
4248,tt2099556,Antiviral,2013,0.039808709677419354,b1
4249,tt1536044,Paranormal Activity 2,2010,59.17067733333333,b1
4250,tt3832914,War Room,2015,24.658413,b1
4251,tt2184339,The Purge,2013,30.422193666666665,b1
4251,tt2184339,The Purge,2013,30.422193666666665,b1
4252,tt1922777,Sinister,2012,29.242602333333334,b1
4252,tt1922777,Sinister,2012,29.242602333333334,b1
4252,tt1922777,Sinister,2012,29.242602333333334,b1
4260,tt6499752,Upgrade,2018,5.517761666666667,b1
4260,tt6499752,Upgrade,2018,5.517761666666667,b1
4260,tt6499752,Upgrade,2018,5.517761666666667,b1
4266,tt2209418,Before Midnight,2013,7.7506433333333336,b1
4266,tt2209418,Before Midnight,2013,7.7506433333333336,b1
4267,tt2879218,The Collector,2009,3.4912786666666666,b1
4267,tt2879218,The Collector,2009,3.4912786666666666,b1
4268,tt2774034,Let There Be Light,2017,2.4137696666666666,b1
4272,tt2378581,Water,2006,3.774191,b1
4272,tt2378581,Water,2006,3.774191,b1
4274,tt4034354,Swiss Army Man,2016,1.9457036666666667,b1
4274,tt4034354,Swiss Army Man,2016,1.9457036666666667,b1
4277,tt4327966,Kama Sutra,1997,1.3696983333333332,b1
4278,tt2347569,Frances Ha,2013,3.754256333333333,b1
4278,tt2347569,Frances Ha,2013,3.754256333333333,b1
4278,tt2347569,Frances Ha,2013,3.754256333333333,b1
4279,tt0878835,Please Give,2010,1.5233926666666666,b1
4279,tt0878835,Please Give,2010,1.5233926666666666,b1
4283,tt3367294,Compadres,2016,2.4816813333333334,b1
4283,tt3367294,Compadres,2016,2.4816813333333334,b1
4283,tt3367294,Compadres,2016,2.4816813333333334,b1
4287,tt1462054,Letters to God,2010,1.0791506666666666,b1
4288,tt3458776,Happiness,1998,1.9154843333333333,b1
4288,tt3458776,Happiness,1998,1.9154843333333333,b1
4290,tt3099498,Tusk,2014,0.6291846666666666,b1
4290,tt3099498,Tusk,2014,0.6291846666666666,b1
4290,tt3099498,Tusk,2014,0.6291846666666666,b1
4291,tt1455256,The Wall,2017,1.4984206666666666,b1
4293,tt1667307,Damsels in Distress,2012,0.441433,b1
4293,tt1667307,Damsels in Distress,2012,0.441433,b1
4293,tt1667307,Damsels in Distress,2012,0.441433,b1
4294,tt1321511,Oldboy,2005,2.0799076666666667,b1
4294,tt1321511,Oldboy,2005,2.0799076666666667,b1
4294,tt1321511,Oldboy,2005,2.0799076666666667,b1
4295,tt1640459,Hobo with a Shotgun,2011,0.2783176666666667,b1
4295,tt1640459,Hobo with a Shotgun,2011,0.2783176666666667,b1
4295,tt1640459,Hobo with a Shotgun,2011,0.2783176666666667,b1
4296,tt2690138,The D Train,2015,0.2574553333333333,b1
4296,tt2690138,The D Train,2015,0.2574553333333333,b1
4297,tt1920849,Bachelorette,2012,4.192467,b1
4297,tt1920849,Bachelorette,2012,4.192467,b1
4300,tt1686018,Creature,2011,0.11033333333333334,b1
4301,tt3253232,The Bounce Back,2016,0.140468,b1
4301,tt3253232,The Bounce Back,2016,0.140468,b1
4302,tt2076384,Freeway,1996,0.09849766666666666,b1
4306,tt1855401,Tim and Eric's Billion Dollar Movie,2012,0.07455066666666667,b1
4307,tt5294776,Holly,2007,0.05435633333333333,b1
4307,tt5294776,Holly,2007,0.05435633333333333,b1
4307,tt5294776,Holly,2007,0.05435633333333333,b1
4311,tt1282046,Fort McCoy,2014,0.026316,b1
4312,tt1828325,The Gambler,1999,0.033924333333333334,b1
4314,tt0443465,Before We Go,2015,0.16131266666666666,b1
4314,tt0443465,Before We Go,2015,0.16131266666666666,b1
4314,tt0443465,Before We Go,2015,0.16131266666666666,b1
4315,tt1535616,The Divide,2012,0.05212066666666667,b1
4315,tt1535616,The Divide,2012,0.05212066666666667,b1
4315,tt1535616,The Divide,2012,0.05212066666666667,b1
4318,tt1841642,Demonic,2017,1.5560363333333334,b1
4318,tt1841642,Demonic,2017,1.5560363333333334,b1
4320,tt2398249,They Came Together,2014,0.027593333333333334,b1
4320,tt2398249,They Came Together,2014,0.027593333333333334,b1
4321,tt1922679,Open Road,2013,0.015823,b1
4321,tt1922679,Open Road,2013,0.015823,b1
4321,tt1922679,Open Road,2013,0.015823,b1
4322,tt0482461,Barry Munday,2010,0.0,b1
4322,tt0482461,Barry Munday,2010,0.0,b1
4322,tt0482461,Barry Munday,2010,0.0,b1
4323,tt8633120,The Deported,2009,0.0,b1
4326,tt2048865,AWOL-72,2015,0.0,b1
4326,tt2048865,AWOL-72,2015,0.0,b1
4328,tt2229377,Enter the Dangerous Mind,2015,0.0,b1
4329,tt1327601,Something Wicked,2015,0.0,b1
4329,tt1327601,Something Wicked,2015,0.0,b1
4329,tt1327601,Something Wicked,2015,0.0,b1
4332,tt2693114,Amnesiac,2015,0.0,b1
4332,tt2693114,Amnesiac,2015,0.0,b1
4332,tt2693114,Amnesiac,2015,0.0,b1
4333,tt3551400,Unnatural,2015,0.0,b1
4333,tt3551400,Unnatural,2015,0.0,b1
4333,tt3551400,Unnatural,2015,0.0,b1
4334,tt3511596,Close Range,2015,0.0,b1
4334,tt3511596,Close Range,2015,0.0,b1
4337,tt1152822,Freakonomics,2010,0.05960931034482759,b1
4338,tt1509803,Griff the Invisible,2011,0.008943103448275862,b1
4338,tt1509803,Griff the Invisible,2011,0.008943103448275862,b1
4338,tt1509803,Griff the Invisible,2011,0.008943103448275862,b1
4344,tt5147828,Indivisible,2018,1.3290018518518518,b1
4346,tt4080386,Sardaar Ji,2015,3.037037037037037,b1
4346,tt4080386,Sardaar Ji,2015,3.037037037037037,b1
4349,tt2718492,Ida,2014,5.8839826923076926,b1
4355,tt1227378,"Fat, Sick & Nearly Dead",2011,0.0,b1
4356,tt2243537,A Haunted House,2013,23.9690232,b1
4358,tt2609912,Kevin Hart: Let Me Explain,2013,12.930902,b1
4358,tt2609912,Kevin Hart: Let Me Explain,2013,12.930902,b1
4362,tt1714206,The Spectacular Now,2013,2.7667804,b1
4362,tt1714206,The Spectacular Now,2013,2.7667804,b1
4362,tt1714206,The Spectacular Now,2013,2.7667804,b1
4364,tt4224638,Before Sunrise,1995,2.276088,b1
4365,tt4698684,Hunt for the Wilderpeople,2016,9.5382132,b1
4365,tt4698684,Hunt for the Wilderpeople,2016,9.5382132,b1
4366,tt1990314,Robot & Frank,2012,1.9737424,b1
4366,tt1990314,Robot & Frank,2012,1.9737424,b1
4366,tt1990314,Robot & Frank,2012,1.9737424,b1
4374,tt1512235,Super,2011,0.2375732,b1
4374,tt1512235,Super,2011,0.2375732,b1
4374,tt1512235,Super,2011,0.2375732,b1
4375,tt9678962,Fuel,2008,0.069702,b1
4378,tt1484522,8: The Mormon Proposition,2010,0.040112,b1
4381,tt10249374,Underdogs,2013,0.5570596,b1
4383,tt1666335,The Calling,2009,0.0,b1
4383,tt1666335,The Calling,2009,0.0,b1
4384,tt2040578,Alien Uprising,2013,0.0,b1
4384,tt2040578,Alien Uprising,2013,0.0,b1
4384,tt2040578,Alien Uprising,2013,0.0,b1
4385,tt1663628,Christmas Mail,2010,0.0,b1
4385,tt1663628,Christmas Mail,2010,0.0,b1
4386,tt3300572,Stung,2015,0.0,b1
4386,tt3300572,Stung,2015,0.0,b1
4388,tt3111864,8 Days,2015,0.0,b1
4388,tt3111864,8 Days,2015,0.0,b1
4389,tt3333870,Antibirth,2016,0.0,b1
4390,tt2945796,The Rise of the Krays,2016,0.0,b1
4390,tt2945796,The Rise of the Krays,2016,0.0,b1
4397,tt1995477,Always Woodstock,2014,0.0,b1
4397,tt1995477,Always Woodstock,2014,0.0,b1
4399,tt4056738,Do You Believe?,2015,6.2195352173913045,b1
4401,tt1914258,Frontera,2014,0.025954782608695652,b1
4401,tt1914258,Frontera,2014,0.025954782608695652,b1
4401,tt1914258,Frontera,2014,0.025954782608695652,b1
4402,tt1470020,Redemption Road,2011,0.012775652173913044,b1
4404,tt10429158,Eden,2016,0.0,b1
4409,tt1682181,Bully,2001,0.6580114285714286,b1
4411,tt2460506,Mi America,2016,0.0015857142857142858,b1
4411,tt2460506,Mi America,2016,0.0015857142857142858,b1
4413,tt1622991,Infected,2012,0.0,b1
4413,tt1622991,Infected,2012,0.0,b1
4413,tt1622991,Infected,2012,0.0,b1
4415,tt2215673,The Timber,2015,0.0,b1
4415,tt2215673,The Timber,2015,0.0,b1
4416,tt2317796,Sharkskin,2016,0.0,b1
4416,tt2317796,Sharkskin,2016,0.0,b1
4416,tt2317796,Sharkskin,2016,0.0,b1
4417,tt1630036,Courageous,2011,17.592942,b1
4418,tt3235888,It Follows,2015,11.6253775,b1
4418,tt3235888,It Follows,2015,11.6253775,b1
4419,tt7014006,Eighth Grade,2018,7.170508,b1
4419,tt7014006,Eighth Grade,2018,7.170508,b1
4420,tt1767382,Silent House,2012,8.30538,b1
4420,tt1767382,Silent House,2012,8.30538,b1
4420,tt1767382,Silent House,2012,8.30538,b1
