,index,Movie,Release Date,ARR,prod_budget_bucket,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,person_id,primary_name,birth_year,death_year,primary_profession
2021,5070,Top Spin,2015,0.039053333333333336,b1,tt4219836,Top Spin,Top Spin,2014,80.0,Documentary,nm2452937,Sara Newens,,,"editor,director,producer"
2022,5070,Top Spin,2015,0.039053333333333336,b1,tt4219836,Top Spin,Top Spin,2014,80.0,Documentary,nm2795590,Mina T. Son,,,"director,sound_department,editor"
2023,5071,Speak No Evil,2013,0.21951333333333334,b1,tt2503358,Speak No Evil,Speak No Evil,2013,74.0,Horror,nm1853643,Roze,,,"producer,writer,director"
2024,5073,Aroused,2013,0.0,b1,tt2403815,Aroused,Aroused,2013,66.0,Documentary,nm2935964,Deborah Anderson,1970.0,,"director,editor,producer"
2025,5075,Sound of My Voice,2012,3.181096296296296,b1,tt1748207,Sound of My Voice,Sound of My Voice,2011,85.0,"Drama,Mystery,Sci-Fi",nm2610231,Zal Batmanglij,,,"writer,director,producer"
2031,5076,An American in Hollywood,2014,0.0,b1,tt2125430,An American in Hollywood,An American in Hollywood,2014,89.0,Drama,nm1961863,Sai Varadan,,,"director,writer,producer"
2032,5077,The Brain That Sings,2015,0.0,b1,tt2638024,The Brain That Sings,The Brain That Sings,2013,62.0,"Documentary,Family",nm4251438,Amal Al-Agroobi,,,"producer,director,writer"
2034,5078,Romantic Schemer,2015,0.0,b1,tt4607906,Romantic Schemer,Romantic Schemer,2015,,Romance,nm7247688,Valentine,,,"director,actor,writer"
2035,5079,Your Sister's Sister,2012,25.75494166666667,b1,tt1742336,Your Sister's Sister,Your Sister's Sister,2011,90.0,"Comedy,Drama",nm1119645,Lynn Shelton,,,"director,actress,producer"
2037,5084,The Gallows,2015,416.56474,b1,tt2309260,The Gallows,The Gallows,2015,81.0,"Horror,Mystery,Thriller",nm4000389,Travis Cluff,,,"producer,actor,director"
2038,5084,The Gallows,2015,416.56474,b1,tt2309260,The Gallows,The Gallows,2015,81.0,"Horror,Mystery,Thriller",nm3951039,Chris Lofing,,,"producer,director,writer"
2049,5087,A Ghost Story,2017,27.69782,b1,tt6265828,A Ghost Story,A Ghost Story,2017,92.0,"Drama,Fantasy,Romance",nm1108007,David Lowery,1980.0,,"editor,producer,director"
2051,5089,Cheap Thrills,2014,0.59424,b1,tt2389182,Cheap Thrills,Cheap Thrills,2013,88.0,"Comedy,Crime,Drama",nm1414810,E.L. Katz,1981.0,,"producer,writer,director"
2060,5090,The Past is a Grotesque Animal,2014,0.20056,b1,tt3072636,The Past is a Grotesque Animal,The Past is a Grotesque Animal,2014,77.0,"Biography,Documentary,Music",nm3316323,Jason Miller,,,"director,camera_department,producer"
2062,5092,Indie Game: The Movie,2012,0.0,b1,tt1942884,Indie Game: The Movie,Indie Game: The Movie,2012,103.0,"Documentary,Drama",nm2499666,James Swirsky,,,"director,cinematographer,editor"
2063,5092,Indie Game: The Movie,2012,0.0,b1,tt1942884,Indie Game: The Movie,Indie Game: The Movie,2012,103.0,"Documentary,Drama",nm1515795,Lisanne Pajot,,,"producer,director,cinematographer"
2066,5094,Echo Dr.,2014,0.0,b1,tt2343473,Echo Dr.,Echo Dr.,2013,81.0,"Action,Drama,Sci-Fi",nm4990603,Patrick Ryan Sims,,,"director,writer,visual_effects"
2069,5095,Closure,2015,0.0,b1,tt1570983,Closure,Closure,2010,95.0,Thriller,nm2105070,Marcin Teodoru,,,"producer,writer,visual_effects"
2072,5097,Open Secret,2015,0.0,b1,tt1739304,Open Secret,Open Secret,2011,55.0,Documentary,nm2978510,Steve Lickteig,,,"director,writer,assistant_director"
2075,5098,The Night Visitor,2015,0.0,b1,tt2797642,The Night Visitor,The Night Visitor,2013,91.0,"Horror,Sci-Fi,Thriller",nm0004760,Jennifer Blanc-Biehn,1971.0,,"actress,producer,director"
2084,5099,Tiger Orange,2015,0.0,b1,tt2866824,Tiger Orange,Tiger Orange,2014,75.0,Drama,nm1687626,Wade Gasque,,,"director,writer,actor"
2086,5101,Dawn of the Crescent Moon,2015,0.11732000000000001,b1,tt3157318,Dawn of the Crescent Moon,Dawn of the Crescent Moon,2014,95.0,"Drama,Sci-Fi,Thriller",nm4179560,Kirk Loudon,,,"writer,director,editor"
2092,5102,Queen Crab,2015,0.0,b1,tt2319456,Queen Crab,Queen Crab,2015,80.0,"Action,Sci-Fi,Thriller",nm0684879,Brett Piper,,,"special_effects,writer,director"
2095,5105,Absentia,2011,0.12221428571428572,b1,tt1610996,Absentia,Absentia,2011,87.0,"Drama,Horror,Mystery",nm1093039,Mike Flanagan,1978.0,,"editor,writer,director"
2098,5110,Supporting Characters,2013,0.08195,b1,tt1874789,Supporting Characters,Supporting Characters,2012,87.0,Comedy,nm1633080,Daniel Schechter,,,"writer,editor,director"
2100,5111,The FP,2012,0.0,b1,tt1296373,The FP,The FP,2011,82.0,Comedy,nm1875808,Jason Trost,,,"actor,writer,director"
2101,5111,The FP,2012,0.0,b1,tt1296373,The FP,The FP,2011,82.0,Comedy,nm1060930,Brandon Trost,1981.0,,"cinematographer,special_effects,camera_department"
2104,5112,Hayride,2012,0.0,b1,tt1861343,Hayride,Hayride,2012,93.0,"Crime,Drama,Horror",nm4363490,Terron R. Parsons,,,"producer,writer,director"
2107,5113,The Dirties,2013,0.0,b1,tt2334896,The Dirties,The Dirties,2013,83.0,"Crime,Drama",nm4798740,Matt Johnson,,,"actor,director,writer"
2115,5116,Tiny Furniture,2010,8.48298,b1,tt1570989,Tiny Furniture,Tiny Furniture,2010,98.0,"Comedy,Drama,Romance",nm2501633,Lena Dunham,1986.0,,"writer,actress,producer"
2118,5117,The Signal,2008,8.12598,b1,tt2910814,The Signal,The Signal,2014,97.0,"Drama,Mystery,Sci-Fi",nm1827931,William Eubank,,,"cinematographer,director,writer"
2127,5118,Counting,2015,0.16748,b1,tt4462082,Counting,Counting,2015,111.0,Documentary,nm0169486,Jem Cohen,1962.0,,"director,cinematographer,editor"
2128,5120,Down and Dangerous,2014,0.0,b1,tt2090488,Down and Dangerous,Down and Dangerous,2013,95.0,"Crime,Thriller",nm1768177,Zak Forsman,1974.0,,"editor,producer,director"
2134,5122,Bending Steel,2015,0.0,b1,tt2181837,Bending Steel,Bending Steel,2013,92.0,Documentary,nm4853617,Dave Carroll,,,"cinematographer,camera_department,director"
2136,5123,"Run, Hide, Die",2015,0.0,b1,tt2442662,"Run, Hide, Die",The Anniversary,2012,104.0,"Horror,Thriller",nm3406293,Collin Joseph Neal,1985.0,,"producer,writer,director"
2138,5124,The Image Revolution,2014,0.0,b1,tt2294916,The Image Revolution,The Image Revolution,2014,81.0,"Biography,Documentary",nm2732479,Patrick Meaney,,,"editor,producer,director"
2139,5125,A True Story,2013,0.0,b1,tt1524083,A True Story,A True Story. Based on Things That Never Actually Happened. ...And Some That Did.,2013,96.0,Comedy,nm0329511,Malcolm Goodwin,,,"actor,producer,director"
2141,5127,This Is Martin Bonner,2013,0.0,b1,tt1798291,This Is Martin Bonner,This Is Martin Bonner,2013,83.0,Drama,nm1029961,Chad Hartigan,1982.0,,"director,actor,writer"
2143,5130,Raymond Did It,2011,0.0908,b1,tt1716760,Raymond Did It,Raymond Did It,2011,83.0,Horror,nm3728366,Travis Legge,,,"editor,writer,director"
2144,5131,Foreign Letters,2012,0.0,b1,tt1492841,Foreign Letters,Foreign Letters,2012,99.0,"Comedy,Drama",nm0858008,Ela Thier,1971.0,,"producer,writer,director"
2146,5133,Her Cry: La Llorona Investigation,2013,0.0,b1,tt2469216,Her Cry: La Llorona Investigation,Her Cry: La Llorona Investigation,2013,89.0,Horror,nm5395150,Damir Catic,,,"director,writer,producer"
2148,5134,Happy 40th,2014,0.0,b1,tt3847958,Happy 40th,Happy 40th,2015,100.0,Drama,nm0706987,Madoka Raine,,,"actress,writer,director"
2149,5136,Krisha,2016,4.8274,b1,tt4266638,Krisha,Krisha,2015,83.0,Drama,nm4099092,Trey Edward Shults,,,"director,writer,editor"
2150,5140,Paraphobia,2013,0.0,b1,tt3123250,Paraphobia,Paraphobia,2013,80.0,"Comedy,Horror,Thriller",nm3060795,Rick Montano,,,"writer,miscellaneous,director"
2153,5143,Emily,2017,0.13137037037037036,b1,tt1863224,Emily,Emily,2011,,Drama,nm0573934,Timothy McNeil,1958.0,,"actor,director,writer"
2154,5145,The Terrorist,2000,7.8017199999999995,b1,tt9248762,The Terrorist,The Terrorist,2018,,Thriller,nm10244758,P.C. Shekar,,,
2155,5146,Exeter,2015,19.59168,b1,tt1945044,Exeter,Exeter,2015,91.0,"Horror,Mystery,Thriller",nm1197971,Marcus Nispel,1963.0,,"director,producer,writer"
2161,5148,Ten,2015,0.0,b1,tt2309562,Ten,Ten,2013,118.0,Drama,nm5188399,Craig Wyting,,,"director,writer,producer"
2162,5149,Dutch Kills,2015,0.0,b1,tt2759066,Dutch Kills,Dutch Kills,2015,90.0,"Crime,Drama,Thriller",nm3556672,Joseph Mazzella,,,"actor,producer,director"
2171,5151,Dry Spell,2014,0.0,b1,tt2375036,Dry Spell,Dry Spell,2013,90.0,"Comedy,Romance",nm3728366,Travis Legge,,,"editor,writer,director"
2175,5153,All Superheroes Must Die,2013,0.0,b1,tt1836212,All Superheroes Must Die,All Superheroes Must Die,2011,78.0,"Sci-Fi,Thriller",nm1875808,Jason Trost,,,"actor,writer,director"
2177,5154,The Front Man,2015,0.0,b1,tt2357398,The Front Man,The Front Man,2014,73.0,"Biography,Comedy,Documentary",nm0222816,Paul Devlin,1963.0,,"editor,producer,director"
2179,5156,The Ridges,2011,0.0,b1,tt1781935,The Ridges,The Ridges,2011,89.0,"Drama,Horror,Thriller",nm4192760,Brandon Landers,,,"actor,sound_department,art_department"
2182,5159,Stories of Our Lives,2014,0.0,b1,tt3973612,Stories of Our Lives,Stories of Our Lives,2014,60.0,Drama,nm5874888,Jim Chuchu,,,"director,writer,editor"
2184,5164,Clean,2006,13.8711,b1,tt6619196,Clean,Clean,2017,70.0,"Comedy,Drama,Horror",nm3010645,Graham Wright,,,"soundtrack,director,actor"
2187,5165,Cure,2001,9.4596,b1,tt1872026,Cure,Cure,2011,93.0,Drama,nm0948107,Bill Yip,,,"assistant_director,producer,actor"
2188,5170,Newlyweds,2012,0.5093333333333333,b1,tt1880418,Newlyweds,Newlyweds,2011,95.0,"Comedy,Drama",nm0122653,Edward Burns,1968.0,,"actor,writer,producer"
2190,5175,Red 11,2018,0.0,b1,tt7837402,Red 11,Red 11,2019,77.0,"Horror,Sci-Fi,Thriller",nm0001675,Robert Rodriguez,1968.0,,"producer,writer,director"
2196,5178,A Plague So Pleasant,2015,0.0,b1,tt2107644,A Plague So Pleasant,A Plague So Pleasant,2013,76.0,"Drama,Horror,Thriller",nm4766951,Benjamin Roberds,,,"camera_department,director,writer"
2197,5178,A Plague So Pleasant,2015,0.0,b1,tt2107644,A Plague So Pleasant,A Plague So Pleasant,2013,76.0,"Drama,Horror,Thriller",nm5792320,Jordan Reyes,,,"director,cinematographer,composer"
2202,2602,Bird Box,2018,0.0,b2,tt2737304,Bird Box,Bird Box,2018,124.0,"Drama,Horror,Sci-Fi",nm0081540,Susanne Bier,1960.0,,"director,writer,producer"
2206,2604,The Shape of Water,2017,10.040553538461538,b2,tt5580390,The Shape of Water,The Shape of Water,2017,123.0,"Adventure,Drama,Fantasy",nm0868219,Guillermo del Toro,1964.0,,"writer,producer,director"
2210,2607,The Frozen Ground,2013,0.2925760416666667,b2,tt2005374,The Frozen Ground,The Frozen Ground,2013,105.0,"Crime,Drama,Mystery",nm1960428,Scott Walker,1971.0,,"director,writer,producer"
2213,2608,The Devil's Double,2011,0.3123374869109948,b2,tt1270262,The Devil's Double,The Devil's Double,2011,109.0,"Biography,Drama,Thriller",nm0848414,Lee Tamahori,1950.0,,"director,assistant_director,sound_department"
2222,2610,Bad Teacher,2011,11.339420894736842,b2,tt1284575,Bad Teacher,Bad Teacher,2011,92.0,"Comedy,Romance",nm0440458,Jake Kasdan,1974.0,,"producer,director,actor"
2226,2611,Sausage Party,2016,7.439171315789473,b2,tt1700841,Sausage Party,Sausage Party,2016,89.0,"Adventure,Animation,Comedy",nm0970447,Conrad Vernon,1968.0,,"actor,producer,animation_department"
2227,2611,Sausage Party,2016,7.439171315789473,b2,tt1700841,Sausage Party,Sausage Party,2016,89.0,"Adventure,Animation,Comedy",nm0862911,Greg Tiernan,1965.0,,"director,animation_department,production_manager"
2246,2617,The Crazies,2010,2.9708175789473685,b2,tt0455407,The Crazies,The Crazies,2010,101.0,"Horror,Thriller",nm0252135,Breck Eisner,1970.0,,"director,producer,actor"
2252,2620,The Switch,2010,2.624129736842105,b2,tt0889573,The Switch,The Switch,2010,101.0,"Comedy,Drama,Romance",nm0330347,Josh Gordon,,,"director,producer,writer"
2253,2620,The Switch,2010,2.624129736842105,b2,tt0889573,The Switch,The Switch,2010,101.0,"Comedy,Drama,Romance",nm0817447,Will Speck,,,"director,producer,writer"
2264,2621,Leap Year,2010,1.7167852631578948,b2,tt1216492,Leap Year,Leap Year,2010,100.0,"Comedy,Romance",nm0875793,Anand Tucker,1963.0,,"producer,director,writer"
2268,2622,The Book Thief,2013,4.0045637368421065,b2,tt0816442,The Book Thief,The Book Thief,2013,131.0,"Drama,War",nm1093053,Brian Percival,,,"director,producer"
2270,2628,Take Me Home Tonight,2011,0.3987686315789474,b2,tt0810922,Take Me Home Tonight,Take Me Home Tonight,2011,97.0,"Comedy,Drama,Romance",nm0236226,Michael Dowse,1973.0,,"director,writer,producer"
2282,2629,Won't Back Down,2012,0.3023948947368421,b2,tt1870529,Won't Back Down,Won't Back Down,2012,121.0,Drama,nm1400426,Daniel Barnz,,,"director,writer,producer"
2284,2630,Action Point,2018,0.2686144736842105,b2,tt6495770,Action Point,Action Point,2018,85.0,Comedy,nm1469191,Tim Kirkby,1970.0,,"director,producer,writer"
2289,2642,Left Behind,2001,0.22818059459459455,b2,tt2243377,Left Behind,Left Behind,2012,86.0,"Horror,Mystery,Thriller",nm4901216,Igor Kinko,,,"director,writer,camera_department"
2290,2642,Left Behind,2001,0.22818059459459455,b2,tt2243377,Left Behind,Left Behind,2012,86.0,"Horror,Mystery,Thriller",nm4504726,Maksim Litvinov,,,"director,producer,writer"
2301,2643,Neighbors,2014,15.052468222222224,b2,tt2004420,Neighbors,Neighbors,2014,97.0,Comedy,nm0831557,Nicholas Stoller,1976.0,,"producer,writer,director"
2303,2645,The Mask,1994,19.534451611111113,b2,tt2630158,The Mask,The Mask,2012,9.0,"Documentary,Drama,Family",nm5466926,Adam Sputh,,,"director,writer,cinematographer"
2304,2645,The Mask,1994,19.534451611111113,b2,tt2630158,The Mask,The Mask,2012,9.0,"Documentary,Drama,Family",nm4141829,Jesse Rose,,,"director,actor,cinematographer"
2305,2653,My Big Fat Greek Wedding 2,2016,5.116475444444443,b2,tt3760922,My Big Fat Greek Wedding 2,My Big Fat Greek Wedding 2,2016,94.0,"Comedy,Romance",nm0428600,Kirk Jones,1964.0,,"director,writer,soundtrack"
2307,2654,The Perfect Guy,2015,3.348787,b2,tt3862750,The Perfect Guy,The Perfect Guy,2015,100.0,"Crime,Drama,Horror",nm1270033,David M. Rosenthal,1969.0,,"director,writer,producer"
2313,2656,Diary of a Wimpy Kid: Rodrick Rules,2011,4.094177444444443,b2,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,2011,99.0,"Comedy,Family",nm0101047,David Bowers,,,"animation_department,director,writer"
2316,2658,Soul Surfer,2011,2.6199251111111117,b2,tt1596346,Soul Surfer,Soul Surfer,2011,112.0,"Biography,Drama,Family",nm0573732,Sean McNamara,1962.0,,"producer,director,writer"
2336,2660,Uncle Drew,2018,2.5848422777777778,b2,tt7334528,Uncle Drew,Uncle Drew,2018,103.0,"Comedy,Sport",nm0831690,Charles Stone III,1966.0,,"director,actor"
2337,2661,Birdman or (The Unexpected Virtue of Ignorance),2014,5.734171888888889,b2,tt2562232,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),2014,119.0,"Comedy,Drama",nm0327944,Alejandro G. Iñárritu,1963.0,,"producer,director,writer"
2347,2664,Blue Jasmine,2013,5.717386722222222,b2,tt2334873,Blue Jasmine,Blue Jasmine,2013,98.0,Drama,nm0000095,Woody Allen,1935.0,,"writer,director,actor"
2348,2666,Honey,2003,3.4803757222222216,b2,tt1571724,Honey,Bal,2010,103.0,Drama,nm0969427,Semih Kaplanoglu,1963.0,,"producer,director,writer"
2350,2669,Ricki and the Flash,2015,2.287001833333333,b2,tt3623726,Ricki and the Flash,Ricki and the Flash,2015,101.0,"Comedy,Drama,Music",nm0001129,Jonathan Demme,1944.0,2017.0,"director,producer,writer"
2352,2670,Love the Coopers,2015,2.345971666666667,b2,tt2279339,Love the Coopers,Love the Coopers,2015,107.0,"Comedy,Fantasy,Romance",nm0625458,Jessie Nelson,,,"writer,producer,actress"
2354,2672,Love Happens,2009,2.007389666666666,b2,tt4809870,Love Happens,Love Happens,2010,88.0,Drama,nm3463485,Aj Cross,,,"actor,director,writer"
2355,2674,The Circle,2017,2.2584368888888893,b2,tt2122313,The Circle,Cirkeln,2015,144.0,"Drama,Fantasy,Horror",nm2172605,Levan Akin,1979.0,,"director,assistant_director,writer"
2361,2675,127 Hours,2010,3.345398388888889,b2,tt1542344,127 Hours,127 Hours,2010,94.0,"Adventure,Biography,Drama",nm0000965,Danny Boyle,1956.0,,"director,producer,writer"
2370,2678,Norm of the North,2016,1.6964255555555556,b2,tt1594972,Norm of the North,Norm of the North,2016,90.0,"Adventure,Animation,Comedy",nm1222421,Trevor Wall,,,"director,art_department,animation_department"
2376,2680,Jobs,2013,2.4112508333333333,b2,tt2357129,Jobs,Jobs,2013,128.0,"Biography,Drama",nm0827750,Joshua Michael Stern,,,"writer,director,producer"
2378,2683,And So It Goes,2014,0.9955562777777778,b2,tt2465146,And So It Goes,And So It Goes,2014,94.0,"Comedy,Drama,Romance",nm0001661,Rob Reiner,1947.0,,"actor,writer,producer"
2381,2686,Labor Day,2014,0.7883227777777778,b2,tt1967545,Labor Day,Labor Day,2013,111.0,"Drama,Romance",nm0718646,Jason Reitman,1977.0,,"producer,director,writer"
2385,2687,Getaway,2013,0.6563327222222223,b2,tt2167202,Getaway,Getaway,2013,90.0,"Action,Crime,Thriller",nm0813309,Courtney Solomon,1971.0,,"producer,director,actor"
2391,2690,The Last Station,2010,0.8720081111111111,b2,tt2627798,The Last Station,The Last Station,2011,,Drama,nm1184976,Shapur Gharib,1932.0,2012.0,"director,writer,actor"
2392,2695,Hamlet,1996,0.3960927777777778,b2,tt1964758,Hamlet,Hamlet,2011,88.0,Drama,nm0708873,Bruce Ramsay,1966.0,,"actor,director,writer"
2394,2696,The Railway Man,2014,1.328345,b2,tt2058107,The Railway Man,The Railway Man,2013,116.0,"Biography,Drama,Romance",nm0855300,Jonathan Teplitzky,,,"director,writer,art_department"
2403,2697,Restoration,1995,0.22777777777777775,b2,tt1787663,Restoration,Boker Tov Adon Fidelman,2011,102.0,Drama,nm0535049,Yossi Madmoni,,,"writer,director,miscellaneous"
2404,2698,Midnight Special,2016,0.4266805555555556,b2,tt2649554,Midnight Special,Midnight Special,2016,112.0,"Action,Drama,Mystery",nm2158772,Jeff Nichols,1978.0,,"writer,director,producer"
2407,2699,Miss Sloane,2016,0.42886833333333335,b2,tt4540710,Miss Sloane,Miss Sloane,2016,132.0,"Drama,Thriller",nm0006960,John Madden,1949.0,,"director,producer,writer"
2409,2705,Phantom,2013,0.06663944444444445,b2,tt1922685,Phantom,Phantom,2013,98.0,"Drama,History,Thriller",nm0733149,Todd Robinson,,,"producer,writer,director"
2411,2706,The Salton Sea,2002,0.03759433333333333,b2,tt4782052,The Salton Sea,The Salton Sea,2016,87.0,"Crime,Drama,Mystery",nm0127894,Veena Sud,1967.0,,"producer,writer,miscellaneous"
2414,2710,Renaissance,2006,0.13341183333333334,b2,tt4057758,Renaissance,Renaissance,2016,,"Drama,Romance,Sci-Fi",nm1384340,Matthew Campagna,1980.0,,"director,writer,producer"
2420,2712,I Am Wrath,2016,0.017200444444444445,b2,tt3212232,I Am Wrath,I Am Wrath,2016,92.0,"Action,Crime,Drama",nm0751080,Chuck Russell,1958.0,,"director,producer,writer"
2426,2713,Wolves,2014,0.005275166666666668,b2,tt1403241,Wolves,Wolves,2014,91.0,"Action,Fantasy,Horror",nm0371684,David Hayter,1969.0,,"actor,writer,producer"
2428,2715,The Prince,2014,0.0,b2,tt1085492,The Prince,The Prince,2014,93.0,"Action,Thriller",nm2357819,Brian A. Miller,,,"director,actor,writer"
2432,2716,Forsaken,2016,0.0,b2,tt2271563,Forsaken,Forsaken,2015,90.0,"Action,Drama,Western",nm0143984,Jon Cassar,1958.0,,"producer,director,camera_department"
2436,2717,Red Lights,2012,0.8202759322033898,b2,tt1748179,Red Lights,Red Lights,2012,114.0,"Drama,Fantasy,Horror",nm0181579,Rodrigo Cortés,1973.0,,"writer,editor,director"
2438,2724,Black Nativity,2013,0.4162934285714286,b2,tt1425922,Black Nativity,Black Nativity,2013,93.0,"Drama,Family,Music",nm0501435,Kasi Lemmons,1961.0,,"actress,director,producer"
2440,2732,The Best Man Holiday,2013,4.284453529411763,b2,tt2083355,The Best Man Holiday,The Best Man Holiday,2013,123.0,"Comedy,Drama",nm0002700,Malcolm D. Lee,1970.0,,"director,producer,writer"
2442,2734,Pitch Perfect,2012,6.8261380588235285,b2,tt1981677,Pitch Perfect,Pitch Perfect,2012,112.0,"Comedy,Music,Romance",nm0601337,Jason Moore,1970.0,,"director,actor,writer"
2446,2736,Evil Dead,2013,5.7516680000000004,b2,tt1288558,Evil Dead,Evil Dead,2013,91.0,"Fantasy,Horror,Thriller",nm1793079,Fede Alvarez,1978.0,,"director,writer,producer"
2452,2739,"McFarland, USA",2015,2.688701411764706,b2,tt2097298,"McFarland, USA","McFarland, USA",2015,129.0,"Biography,Drama,Sport",nm0138927,Niki Caro,1967.0,,"director,writer,producer"
2458,2740,Almost Christmas,2016,2.499618,b2,tt4649416,Almost Christmas,Almost Christmas,2016,111.0,"Comedy,Drama",nm0847859,David E. Talbert,1966.0,,"writer,director,producer"
2460,2746,Beastly,2011,2.236954705882353,b2,tt1152398,Beastly,Beastly,2011,86.0,"Drama,Fantasy,Romance",nm1400426,Daniel Barnz,,,"director,writer,producer"
2464,2748,Lottery Ticket,2010,1.4541105294117649,b2,tt0979434,Lottery Ticket,Lottery Ticket,2010,99.0,Comedy,nm1336172,Erik White,,,"director,writer"
2466,2757,American Dreamz,2006,0.9712335882352942,b2,tt6906324,American Dreamz,American Dreamz,2017,7.0,"Comedy,Documentary",nm4592931,Scott Hercman,,,"producer,writer,actor"
2467,2760,The Apparition,2012,0.6257224117647059,b2,tt1433822,The Apparition,The Apparition,2012,83.0,"Horror,Thriller",nm1447139,Todd Lincoln,1976.0,,"director,writer,producer"
2469,2764,Genius,2016,0.4273695882352941,b2,tt1703957,Genius,Genius,2016,104.0,"Biography,Drama",nm0334787,Michael Grandage,1962.0,,"actor,director,producer"
2473,2766,Escobar: Paradise Lost,2015,0.2304517058823529,b2,tt2515030,Escobar: Paradise Lost,Escobar: Paradise Lost,2014,120.0,"Crime,Drama,History",nm0224331,Andrea Di Stefano,1972.0,,"actor,writer,director"
2477,2769,Crawl,2019,0.0,b2,tt1848832,Crawl,Crawl,2011,80.0,"Crime,Thriller",nm2988845,Paul China,1981.0,,"writer,director"
2479,2770,The Young Messiah,2016,0.4353391071428571,b2,tt1002563,The Young Messiah,The Young Messiah,2016,111.0,"Drama,Fantasy",nm0637493,Cyrus Nowrasteh,1956.0,,"writer,producer,miscellaneous"
2482,2772,My Girl,1991,3.5158475757575762,b2,tt2224349,My Girl,My Girl,2010,,Drama,nm2462022,Dean Bivins,,,"director,writer,producer"
2483,2774,The Illusionist,2006,5.078306787878788,b2,tt0775489,The Illusionist,L'illusionniste,2010,80.0,"Animation,Drama",nm0158984,Sylvain Chomet,1963.0,,"director,writer,animation_department"
2485,2780,Road Trip,2000,7.483694375,b2,tt3233610,Road Trip,Road Trip,2013,90.0,Horror,nm4068684,The Lowpriest,1966.0,,"actor,producer,director"
2486,2780,Road Trip,2000,7.483694375,b2,tt3233610,Road Trip,Road Trip,2013,90.0,Horror,nm5402584,Christopher M. Carter,,,"cinematographer,producer,editor"
2487,2782,Moonrise Kingdom,2012,4.303027875,b2,tt1748122,Moonrise Kingdom,Moonrise Kingdom,2012,94.0,"Adventure,Comedy,Drama",nm0027572,Wes Anderson,1969.0,,"writer,director,producer"
2493,2783,The Artist,2011,8.016044500000001,b2,tt1655442,The Artist,The Artist,2011,100.0,"Comedy,Drama,Romance",nm0371890,Michel Hazanavicius,1967.0,,"writer,director,actor"
2496,2784,The Unborn,2009,4.88805075,b2,tt10423074,The Unborn,The Unborn,2019,,Horror,nm1823574,Tal Lazar,,,"cinematographer,camera_department,producer"
2497,2788,The Roommate,2011,3.2841066875,b2,tt1265990,The Roommate,The Roommate,2011,91.0,"Drama,Thriller",nm0160157,Christian E. Christiansen,1972.0,,"director,production_manager,writer"
2499,2792,Baby Boy,2001,1.7959095,b2,tt8325050,Baby Boy,Baby Boy,2017,,Drama,nm6334560,Tissy Nnachi,,,"director,actor"
2500,2800,Remember Me,2010,3.5316324999999997,b2,tt1403981,Remember Me,Remember Me,2010,113.0,"Drama,Romance",nm0002339,Allen Coulter,,,"director,producer,assistant_director"
2502,2805,Left Behind,2014,1.2980755625,b2,tt2243377,Left Behind,Left Behind,2012,86.0,"Horror,Mystery,Thriller",nm4901216,Igor Kinko,,,"director,writer,camera_department"
2503,2805,Left Behind,2014,1.2980755625,b2,tt2243377,Left Behind,Left Behind,2012,86.0,"Horror,Mystery,Thriller",nm4504726,Maksim Litvinov,,,"director,producer,writer"
2514,2807,People Like Us,2012,0.788592,b2,tt1716777,People Like Us,People Like Us,2012,114.0,"Comedy,Drama",nm0476064,Alex Kurtzman,1973.0,,"producer,writer,miscellaneous"
2520,2810,Bleed for This,2016,0.412745375,b2,tt1620935,Bleed for This,Bleed for This,2016,117.0,"Biography,Drama,Sport",nm0950226,Ben Younger,1972.0,,"director,writer,producer"
2526,2815,The Homesman,2014,0.5135981875,b2,tt2398231,The Homesman,The Homesman,2014,122.0,"Drama,Western",nm0000169,Tommy Lee Jones,1946.0,,"actor,director,soundtrack"
2530,2816,Trance,2013,1.41212825,b2,tt1111235,Trance,Trance,2010,83.0,Horror,nm0118566,Hans Rodionoff,,,"writer,miscellaneous,producer"
2531,2817,The Immigrant,2014,0.4740631875,b2,tt1951181,The Immigrant,The Immigrant,2013,120.0,"Drama,Romance",nm0336695,James Gray,1969.0,,"director,writer,producer"
2535,2824,Vamps,2012,0.00592575,b2,tt1545106,Vamps,Vamps,2012,92.0,"Comedy,Horror,Romance",nm0002132,Amy Heckerling,1954.0,,"writer,director,producer"
2538,2827,Zulu,2013,0.11526425,b2,tt2249221,Zulu,Zulu,2013,110.0,"Crime,Drama,Thriller",nm1362432,Jérôme Salle,1971.0,,"writer,director,producer"
2547,2828,Second Act,2018,4.031137197452229,b2,tt2126357,Second Act,Second Act,2018,103.0,"Comedy,Drama,Romance",nm0781842,Peter Segal,1962.0,,"director,producer,writer"
2553,2833,Madison,2005,0.033371741935483874,b2,tt10397306,Madison,Madison,2020,,"Adventure,Drama,Family",nm1690697,Kim Strobl,,,"producer,director,writer"
2557,2841,Annabelle: Creation,2017,20.358991,b2,tt5140878,Annabelle: Creation,Annabelle: Creation,2017,109.0,"Horror,Mystery,Thriller",nm2497546,David F. Sandberg,,,"director,composer,writer"
