,index,Movie,Release Date,ARR,prod_budget_bucket,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,person_id,primary_name,birth_year,death_year,primary_profession
5140,1575,A Star is Born,2018,12.040265861111115,b3,tt1776364,A Star is Born,Zvezda je rodena,2010,75.0,"Documentary,Music",nm0468190,Vanja Kovacevic,,,"editor,assistant_director,editorial_department"
5141,1579,Hot Tub Time Machine,2010,1.8324375,b3,tt1231587,Hot Tub Time Machine,Hot Tub Time Machine,2010,101.0,"Comedy,Sci-Fi",nm0684336,Steve Pink,,,"director,writer,producer"
5144,1580,Breakdown,1997,1.3933095555555557,b3,tt3381610,Breakdown,Breakdown,2016,110.0,"Drama,Thriller",nm4244703,Jonnie Malachi,,,"director,writer,producer"
5146,1581,Dolphin Tale 2,2014,1.6062370277777778,b3,tt2978462,Dolphin Tale 2,Dolphin Tale 2,2014,107.0,"Drama,Family",nm0001747,Charles Martin Smith,1953.0,,"actor,director,writer"
5149,1582,Collateral Beauty,2016,2.3696970277777782,b3,tt4682786,Collateral Beauty,Collateral Beauty,2016,97.0,"Drama,Romance",nm0291205,David Frankel,1959.0,,"producer,director,writer"
5151,1590,There Be Dragons,2011,0.11169416666666666,b3,tt1316616,There Be Dragons,There Be Dragons,2011,122.0,"Biography,Drama,War",nm0423646,Roland Joffé,1945.0,,"director,producer,writer"
5153,1591,Queen of the Desert,2017,0.04384841666666667,b3,tt1837636,Queen of the Desert,Queen of the Desert,2015,128.0,"Adventure,Biography,Drama",nm0001348,Werner Herzog,1942.0,,"director,writer,actor"
5156,1592,Head of State,2003,1.0876069602272729,b3,tt5358844,Head of State,Arajin Demq,2016,,Comedy,nm6855090,Hrant Yeritskinyan,,,"director,producer"
5158,1593,It,2017,19.927370542857144,b3,tt1396484,It,It,2017,135.0,"Horror,Thriller",nm0615592,Andy Muschietti,,,"director,writer,producer"
5166,1597,True Grit,2010,7.20791222857143,b3,tt1403865,True Grit,True Grit,2010,110.0,"Adventure,Drama,Western",nm0001053,Ethan Coen,1957.0,,"producer,writer,director"
5167,1597,True Grit,2010,7.20791222857143,b3,tt1403865,True Grit,True Grit,2010,110.0,"Adventure,Drama,Western",nm0001054,Joel Coen,1954.0,,"producer,writer,director"
5178,1599,Rush Hour,1998,7.008571428571429,b3,tt7620218,Rush Hour,Rush Hour,2018,80.0,Documentary,nm0438304,Luciana Kaplan,,,"director,miscellaneous,producer"
5179,1600,Identity Thief,2013,5.010330799999999,b3,tt2024432,Identity Thief,Identity Thief,2013,111.0,"Adventure,Comedy,Crime",nm1164861,Seth Gordon,,,"producer,miscellaneous,director"
5185,1602,Horrible Bosses,2011,6.0690743142857135,b3,tt1499658,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime",nm1164861,Seth Gordon,,,"producer,miscellaneous,director"
5191,1604,Trainwreck,2015,4.032111342857143,b3,tt3152624,Trainwreck,Trainwreck,2015,125.0,"Comedy,Drama,Romance",nm0031976,Judd Apatow,1967.0,,"producer,writer,director"
5194,1605,Saving Mr. Banks,2013,3.284643571428572,b3,tt2140373,Saving Mr. Banks,Saving Mr. Banks,2013,125.0,"Biography,Comedy,Drama",nm0359387,John Lee Hancock,1956.0,,"writer,director,producer"
5200,1606,21,2008,4.567040828571429,b3,tt5097012,21,21,2016,98.0,Horror,nm7641690,Jaishankar Chigurula,1992.0,,"director,writer,editor"
5201,1614,Sky High,2005,2.3745531142857144,b3,tt2466604,Sky High,Sky High,2012,70.0,"Adventure,Documentary,Drama",nm1730066,Macaela Vandermost,,,"editor,director,cinematographer"
5204,1616,A Nightmare on Elm Street,2010,3.3637034571428566,b3,tt1179056,A Nightmare on Elm Street,A Nightmare on Elm Street,2010,95.0,"Crime,Drama,Horror",nm1207904,Samuel Bayer,1962.0,,"director,cinematographer,writer"
5213,1620,Secretariat,2010,1.7250356285714286,b3,tt1028576,Secretariat,Secretariat,2010,123.0,"Biography,Drama,Family",nm0908824,Randall Wallace,1949.0,,"writer,producer,director"
5217,1622,Friends with Benefits,2011,4.188454028571429,b3,tt1632708,Friends with Benefits,Friends with Benefits,2011,109.0,"Comedy,Romance",nm0323239,Will Gluck,,,"producer,writer,miscellaneous"
5225,1623,Neighbors 2: Sorority Rising,2016,3.1073606,b3,tt4438848,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,2016,92.0,Comedy,nm0831557,Nicholas Stoller,1976.0,,"producer,writer,director"
5230,1625,Radio,2003,1.5226750857142857,b3,tt2780192,Radio,Radio,2013,,Thriller,nm2942598,Umer Mohammed,,,"director,actor"
5231,1626,Sicario: Day of the Soldado,2018,2.1681484571428573,b3,tt5052474,Sicario: Day of the Soldado,Sicario: Day of the Soldado,2018,122.0,"Action,Crime,Drama",nm1356588,Stefano Sollima,1966.0,,"director,writer,assistant_director"
5234,1629,Poltergeist,2015,2.7346591142857144,b3,tt1029360,Poltergeist,Poltergeist,2015,93.0,"Horror,Thriller",nm1481493,Gil Kenan,1976.0,,"director,writer,soundtrack"
5242,1630,Goosebumps 2: Haunted Halloween,2018,2.6654708,b3,tt5664636,Goosebumps 2: Haunted Halloween,Goosebumps 2: Haunted Halloween,2018,90.0,"Adventure,Comedy,Family",nm1847738,Ari Sandel,,,"director,producer,writer"
5248,1631,12 Strong,2018,2.031953657142857,b3,tt1413492,12 Strong,12 Strong,2018,130.0,"Action,Drama,History",nm3350420,Nicolai Fuglsig,1972.0,,"director,writer,producer"
5254,1639,Something Borrowed,2011,1.8595461714285717,b3,tt0491152,Something Borrowed,Something Borrowed,2011,112.0,"Comedy,Drama,Romance",nm0339004,Luke Greenfield,1972.0,,"director,producer,writer"
5260,1641,In Time,2011,4.717255771428571,b3,tt1637688,In Time,In Time,2011,109.0,"Action,Crime,Drama",nm0629272,Andrew Niccol,1964.0,,"writer,director,producer"
5263,1642,The Back-up Plan,2010,2.1508908285714288,b3,tt1212436,The Back-up Plan,The Back-up Plan,2010,104.0,"Comedy,Romance",nm0693561,Alan Poul,,,"producer,director,actor"
5265,1643,J. Edgar,2011,2.417315142857143,b3,tt1616195,J. Edgar,J. Edgar,2011,137.0,"Biography,Crime,Drama",nm0000142,Clint Eastwood,1930.0,,"actor,producer,director"
5268,1645,Mile 22,2018,1.8941463142857144,b3,tt4560436,Mile 22,Mile 22,2018,94.0,"Action,Adventure,Thriller",nm0000916,Peter Berg,1964.0,,"producer,actor,writer"
5274,1646,Hot Pursuit,2015,1.3049003428571428,b3,tt2967224,Hot Pursuit,Hot Pursuit,2015,87.0,"Action,Comedy,Crime",nm0281945,Anne Fletcher,1966.0,,"miscellaneous,actress,director"
5280,1647,Concussion,2015,1.4389654285714286,b3,tt2296697,Concussion,Concussion,2013,96.0,Drama,nm4945419,Stacie Passon,,,"director,writer,producer"
5281,1648,The Foreigner,2017,4.022381714285714,b3,tt1615160,The Foreigner,The Foreigner,2017,113.0,"Action,Thriller",nm0132709,Martin Campbell,1943.0,,"director,producer,actor"
5285,1649,Closer,2004,3.3193627142857145,b3,tt3667264,Closer,Closer,2015,87.0,Drama,nm4709708,Mostafa Ahmadi,1970.0,,"assistant_director,director,editor"
5288,1656,Adrift,2018,1.654205457142857,b3,tt2168766,Adrift,Adrift,2015,,Drama,nm2384566,Barbara Sundstrom,,,"writer,producer,director"
5290,1657,Mirrors,2008,2.206302742857143,b3,tt4946644,Mirrors,Mirrors,2013,,Documentary,nm7523656,Yael Arava Shuldman,,,"director,writer,producer"
5291,1658,Underworld: Blood Wars,2017,2.3202634857142863,b3,tt3717252,Underworld: Blood Wars,Underworld: Blood Wars,2016,91.0,"Action,Adventure,Fantasy",nm0283816,Anna Foerster,,,"director,camera_department,visual_effects"
5301,1662,Abduction,2011,2.4756674,b3,tt1600195,Abduction,Abduction,2011,106.0,"Action,Mystery,Thriller",nm0005436,John Singleton,1968.0,2019.0,"producer,writer,director"
5303,1665,Alex Cross,2012,1.0121931142857143,b3,tt1712170,Alex Cross,Alex Cross,2012,101.0,"Action,Crime,Mystery",nm0003418,Rob Cohen,1949.0,,"producer,director,actor"
5309,1669,Heist,2001,0.8259090571428571,b3,tt3276924,Heist,Heist,2015,93.0,"Action,Crime,Thriller",nm1470993,Scott Mann,,,"director,producer,assistant_director"
5315,1671,Whiskey Tango Foxtrot,2016,0.7243070571428571,b3,tt3553442,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,2016,112.0,"Biography,Comedy,Drama",nm0275629,Glenn Ficarra,,,"producer,writer,director"
5316,1671,Whiskey Tango Foxtrot,2016,0.7243070571428571,b3,tt3553442,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,2016,112.0,"Biography,Comedy,Drama",nm0720135,John Requa,,,"producer,writer,director"
5327,1673,Hitman: Agent 47,2015,2.3480800857142863,b3,tt2679042,Hitman: Agent 47,Hitman: Agent 47,2015,96.0,"Action,Adventure,Crime",nm5507490,Aleksander Bach,1980.0,,"director,writer"
5339,1675,Premium Rush,2012,0.8969485999999999,b3,tt1547234,Premium Rush,Premium Rush,2012,91.0,"Action,Crime,Thriller",nm0462895,David Koepp,1963.0,,"writer,miscellaneous,director"
5345,1676,Broken City,2013,0.9851441428571428,b3,tt1235522,Broken City,Broken City,2013,109.0,"Crime,Drama,Thriller",nm0400441,Allen Hughes,1972.0,,"producer,director,writer"
5348,1678,Wonder Boys,2000,0.9549281428571428,b3,tt9095294,Wonder Boys,Wonder Boys,2018,144.0,"Crime,Thriller",nm10176250,Sreekanth S. Nair,,,"director,writer"
5350,1679,Cursed,2005,0.7175686,b3,tt3705608,Cursed,Wyklety,2017,112.0,"Drama,War",nm6468728,Konrad Lecki,1976.0,,"director,writer,costume_designer"
5351,1682,Furry Vengeance,2010,1.1240050571428568,b3,tt0492389,Furry Vengeance,Furry Vengeance,2010,92.0,"Comedy,Family",nm0474955,Roger Kumble,1966.0,,"director,writer,producer"
5353,1683,Parker,2013,1.386953942857143,b3,tt1904996,Parker,Parker,2013,118.0,"Action,Crime,Thriller",nm0000431,Taylor Hackford,1944.0,,"producer,director,writer"
5359,1685,Bait,2000,0.4420562571428571,b3,tt1438173,Bait,Bait,2012,93.0,"Action,Adventure,Drama",nm0719320,Kimble Rendall,,,"director,assistant_director,actor"
5377,1689,The Tree of Life,2011,1.7634807428571428,b3,tt0478304,The Tree of Life,The Tree of Life,2011,139.0,"Drama,Fantasy",nm0000517,Terrence Malick,1943.0,,"writer,producer,director"
5378,1691,Zoom,2006,0.35731965714285713,b3,tt3763866,Zoom,Zoom,2015,96.0,"Animation,Comedy,Drama",nm2222834,Pedro Morelli,,,"director,writer,miscellaneous"
5382,1694,Sabotage,2014,0.5250412285714285,b3,tt1742334,Sabotage,Sabotage,2014,109.0,"Action,Crime,Drama",nm0043742,David Ayer,1968.0,,"writer,director,producer"
5388,1697,Unfinished Business,2015,0.3775443142857143,b3,tt2126400,Unfinished Business,Unfinished Business,2011,107.0,"Drama,Family",nm3593626,Werner Kriegelstein,,,"director,writer"
5389,1698,The Walk,2015,1.756917257142857,b3,tt2159988,The Walk,The Walk,2015,89.0,"Crime,Thriller",nm2228615,Timothy Fielding,1981.0,,"producer,writer,editor"
5391,1700,Mandela: Long Walk to Freedom,2013,0.8540114857142858,b3,tt2304771,Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom,2013,141.0,"Biography,Drama,History",nm0149491,Justin Chadwick,1968.0,,"director,actor,producer"
5395,1704,The Brothers Grimsby,2016,0.8205848571428571,b3,tt3381008,The Brothers Grimsby,Grimsby,2016,83.0,"Action,Adventure,Comedy",nm0504642,Louis Leterrier,1973.0,,"director,producer,actor"
5404,1705,The Snowman,2017,1.2350327428571428,b3,tt1758810,The Snowman,The Snowman,2017,119.0,"Crime,Drama,Mystery",nm0019247,Tomas Alfredson,1965.0,,"director,music_department,writer"
5412,1709,Biutiful,2011,0.7053578285714286,b3,tt1164999,Biutiful,Biutiful,2010,148.0,"Drama,Romance",nm0327944,Alejandro G. Iñárritu,1963.0,,"producer,director,writer"
5418,1712,A Hologram for the King,2016,0.3384574285714286,b3,tt2980210,A Hologram for the King,A Hologram for the King,2016,98.0,"Comedy,Drama,Romance",nm0878756,Tom Tykwer,1965.0,,"composer,writer,director"
5424,1716,Stolen,2012,0.5133641714285714,b3,tt1656186,Stolen,Stolen,2012,96.0,"Action,Crime,Thriller",nm0922346,Simon West,1961.0,,"producer,director,actor"
5427,1717,Trespass,2011,0.022472342857142856,b3,tt1674784,Trespass,Trespass,2011,91.0,"Crime,Drama,Thriller",nm0001708,Joel Schumacher,1939.0,,"director,writer,producer"
5430,1719,The Lovers,2015,0.0015399714285714286,b3,tt1321869,The Lovers,The Lovers,2013,109.0,"Action,Adventure,Romance",nm0423646,Roland Joffé,1945.0,,"director,producer,writer"
5436,1721,The Darkest Hour,2011,1.8055090517241383,b3,tt1093357,The Darkest Hour,The Darkest Hour,2011,89.0,"Action,Adventure,Horror",nm0329755,Chris Gorak,,,"production_designer,art_director,writer"
5445,1722,Baby Driver,2017,6.708946617647059,b3,tt3890160,Baby Driver,Baby Driver,2017,113.0,"Action,Crime,Drama",nm0942367,Edgar Wright,1974.0,,"director,writer,actor"
5448,1723,The Maze Runner,2014,10.244701794117649,b3,tt1790864,The Maze Runner,The Maze Runner,2014,113.0,"Action,Mystery,Sci-Fi",nm1226871,Wes Ball,,,"art_department,visual_effects,director"
5452,1724,The Longest Ride,2015,1.876556705882353,b3,tt2726560,The Longest Ride,The Longest Ride,2015,123.0,"Drama,Romance",nm0863387,George Tillman Jr.,1969.0,,"producer,director,writer"
5456,1725,The Age of Innocence,1993,0.9416174411764706,b3,tt5004902,The Age of Innocence,Chun zhen nian dai,2015,95.0,Drama,nm7570336,Qi Song,,,director
5457,1727,The Darkest Minds,2018,1.1282772941176469,b3,tt4073790,The Darkest Minds,The Darkest Minds,2018,104.0,"Action,Adventure,Drama",nm0950775,Jennifer Yuh Nelson,1972.0,,"animation_department,art_department,director"
5463,1731,Thunder and the House of Magic,2014,1.8406623529411763,b3,tt3148834,Thunder and the House of Magic,The House of Magic,2013,85.0,"Adventure,Animation,Comedy",nm0562775,Mimi Maynard,,,"actress,casting_department,miscellaneous"
5464,1731,Thunder and the House of Magic,2014,1.8406623529411763,b3,tt3148834,Thunder and the House of Magic,The House of Magic,2013,85.0,"Adventure,Animation,Comedy",nm0214857,Jeremy Degruson,,,"director,animation_department,art_director"
5465,1731,Thunder and the House of Magic,2014,1.8406623529411763,b3,tt3148834,Thunder and the House of Magic,The House of Magic,2013,85.0,"Adventure,Animation,Comedy",nm0823721,Ben Stassen,,,"producer,director,writer"
5481,1734,Exit Wounds,2001,2.4229878484848486,b3,tt4706692,Exit Wounds,Exit Wounds,2015,11.0,"Documentary,Drama,War",nm3639724,Pattie Collins,,,"assistant_director,director,producer"
5483,1735,Mike and Dave Need Wedding Dates,2016,2.2999424242424245,b3,tt2823054,Mike and Dave Need Wedding Dates,Mike and Dave Need Wedding Dates,2016,98.0,"Adventure,Comedy,Romance",nm2021516,Jake Szymanski,,,"director,assistant_director,producer"
5489,1736,Step Up Revolution,2012,5.0167360606060605,b3,tt1800741,Step Up Revolution,Step Up Revolution,2012,99.0,"Drama,Music,Romance",nm1228976,Scott Speer,,,"director,producer,actor"
5493,1739,The Watcher,2000,1.4323584545454546,b3,tt3252624,The Watcher,The Watcher,2010,75.0,Drama,nm5890398,Nate Bernard,,,"producer,editor,director"
5494,1740,Safe,2012,1.2574306969696971,b3,tt1656190,Safe,Safe,2012,94.0,"Action,Crime,Thriller",nm0945026,Boaz Yakin,1966.0,,"writer,director,producer"
5497,1741,Doomsday,2008,0.6551875151515152,b3,tt2805976,Doomsday,Doomsday,2015,95.0,"Action,Sci-Fi",nm1484928,Neil Johnson,1967.0,,"director,producer,writer"
5498,1744,The Young and Prodigious T.S. Spivet,2015,0.010839,b3,tt1981107,The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,2013,105.0,"Action,Adventure,Comedy",nm0000466,Jean-Pierre Jeunet,1953.0,,"director,writer,producer"
5507,1745,Freaks of Nature,2015,0.0021502424242424247,b3,tt1817771,Freaks of Nature,Freaks of Nature,2015,92.0,"Comedy,Horror,Sci-Fi",nm0681852,Robbie Pickering,,,"writer,director,actor"
5509,1746,Bridesmaids,2011,8.911754553846151,b3,tt1478338,Bridesmaids,Bridesmaids,2011,125.0,"Comedy,Romance",nm0082450,Paul Feig,1962.0,,"actor,producer,director"
5513,1748,The Big Wedding,2013,1.4900298769230769,b3,tt1931435,The Big Wedding,The Big Wedding,2013,89.0,"Comedy,Drama,Romance",nm0951698,Justin Zackham,,,"writer,producer,director"
5522,1751,Phenomenon,1996,4.7511369375,b3,tt6209808,Phenomenon,Padideh,2017,,Drama,nm4177136,Ali Ahmadzade,,,"director,writer,editor"
5523,1755,Takers,2010,2.205852125,b3,tt1135084,Takers,Takers,2010,107.0,"Action,Crime,Thriller",nm0525141,John Luessenhop,,,"director,writer,producer"
5535,1756,Source Code,2011,4.38839059375,b3,tt0945513,Source Code,Source Code,2011,93.0,"Action,Drama,Sci-Fi",nm1512910,Duncan Jones,1971.0,,"director,writer,producer"
5537,1759,I Feel Pretty,2018,2.86105615625,b3,tt6791096,I Feel Pretty,I Feel Pretty,2018,110.0,"Comedy,Romance",nm0799050,Marc Silverstein,,,"writer,producer,director"
5538,1759,I Feel Pretty,2018,2.86105615625,b3,tt6791096,I Feel Pretty,I Feel Pretty,2018,110.0,"Comedy,Romance",nm0463359,Abby Kohn,,,"writer,producer,director"
5545,1761,"Big Mommas: Like Father, Like Son",2011,2.5728890625,b3,tt1464174,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",2011,107.0,"Action,Comedy,Crime",nm0925870,John Whitesell,,,"director,producer"
5554,1762,Alive,1993,1.1343646875,b3,tt3797214,Alive,Sanda,2014,179.0,Drama,nm4238438,Jung-bum Park,,,"actor,director,writer"
5555,1766,The Incredible Burt Wonderstone,2013,0.85601903125,b3,tt0790628,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013,100.0,"Adventure,Comedy,Fantasy",nm0769135,Don Scardino,1949.0,,"director,producer,actor"
5563,1769,Bad Times at the El Royale,2018,0.91263684375,b3,tt6628394,Bad Times at the El Royale,Bad Times at the El Royale,2018,141.0,"Crime,Drama,Mystery",nm1206844,Drew Goddard,1975.0,,"producer,writer,miscellaneous"
5565,1770,Going the Distance,2010,1.3626246875,b3,tt1322312,Going the Distance,Going the Distance,2010,102.0,"Comedy,Romance",nm0123379,Nanette Burstein,1970.0,,"director,producer,writer"
5567,1772,Repo Men,2010,0.5686011875,b3,tt1053424,Repo Men,Repo Men,2010,111.0,"Action,Crime,Sci-Fi",nm0764601,Miguel Sapochnik,1974.0,,"director,producer,art_department"
5571,1779,Criminal,2016,1.2308337142857142,b3,tt2093091,Criminal,Criminal,2011,,"Action,Crime,Drama",nm0659210,Dilip Panda,,,"director,writer,editor"
5577,1780,42,2013,3.1442161612903226,b3,tt0453562,42,42,2013,128.0,"Biography,Drama,Sport",nm0001338,Brian Helgeland,1961.0,,"writer,director,producer"
5579,1781,Flight,2012,5.179304451612904,b3,tt1907668,Flight,Flight,2012,138.0,"Drama,Thriller",nm0000709,Robert Zemeckis,1951.0,,"producer,writer,director"
5581,1783,The Grand Budapest Hotel,2014,5.289718096774194,b3,tt2278388,The Grand Budapest Hotel,The Grand Budapest Hotel,2014,99.0,"Adventure,Comedy,Crime",nm0027572,Wes Anderson,1969.0,,"writer,director,producer"
5590,1784,Vacation,2015,3.300209677419355,b3,tt1524930,Vacation,Vacation,2015,99.0,"Adventure,Comedy",nm0197855,John Francis Daley,1985.0,,"actor,writer,director"
5591,1784,Vacation,2015,3.300209677419355,b3,tt1524930,Vacation,Vacation,2015,99.0,"Adventure,Comedy",nm0326246,Jonathan Goldstein,1969.0,,"producer,writer,miscellaneous"
5602,1786,Frequency,2000,2.196118419354838,b3,tt2353965,Frequency,Distraction,2012,60.0,"Sci-Fi,Thriller",nm3301733,Jeff Prince,1986.0,,"director,actor,camera_department"
5603,1788,Extraordinary Measures,2010,0.5105478709677419,b3,tt1244659,Extraordinary Measures,Extraordinary Measures,2010,106.0,Drama,nm0891114,Tom Vaughan,1969.0,,"director,writer"
5605,1789,Birth of the Dragon,2017,0.2329190322580645,b3,tt2720826,Birth of the Dragon,Birth of the Dragon,2016,95.0,"Action,Biography,Drama",nm1079776,George Nolfi,,,"writer,producer,director"
5614,1792,Crazy Rich Asians,2018,7.936657033333334,b3,tt3104988,Crazy Rich Asians,Crazy Rich Asians,2018,120.0,"Comedy,Romance",nm0160840,Jon M. Chu,1979.0,,"producer,writer,director"
5620,1793,Chicago,2002,10.225684833333334,b3,tt1966382,Chicago,Chicago,2011,,Documentary,nm1637813,Sarah Morris,,,"director,writer"
5621,1794,Big Daddy,1999,7.6213761,b3,tt6673682,Big Daddy,Big Daddy,2017,138.0,Drama,nm8862368,Imran Sheikh,,,director
5622,1796,The Vow,2012,6.5872720000000005,b3,tt1606389,The Vow,The Vow,2012,104.0,"Drama,Romance",nm1302591,Michael Sucsy,1973.0,,"director,writer,miscellaneous"
5630,1797,Speed,1994,9.44,b3,tt4036590,Speed,Speed,2015,108.0,Drama,nm3147876,Sang-woo Lee,,,"director,writer,producer"
5631,1798,Lee Daniels' The Butler,2013,5.900849933333332,b3,tt1327773,Lee Daniels' The Butler,The Butler,2013,132.0,"Biography,Drama",nm0200005,Lee Daniels,1959.0,,"writer,producer,director"
5635,1802,The Addams Family,1991,6.3834082,b3,tt1620981,The Addams Family,The Addams Family,2019,,"Animation,Comedy,Family",nm0970447,Conrad Vernon,1968.0,,"actor,producer,animation_department"
5636,1802,The Addams Family,1991,6.3834082,b3,tt1620981,The Addams Family,The Addams Family,2019,,"Animation,Comedy,Family",nm0862911,Greg Tiernan,1965.0,,"director,animation_department,production_manager"
5641,1810,Sisters,2015,3.534355333333333,b3,tt1850457,Sisters,Sisters,2015,118.0,Comedy,nm0601337,Jason Moore,1970.0,,"director,actor,writer"
5642,1814,The Notebook,2004,3.8675007666666663,b3,tt2324384,The Notebook,A nagy füzet,2013,112.0,"Drama,War",nm0844444,János Szász,1958.0,,"director,writer,actor"
5646,1822,Looper,2012,5.6822135000000005,b3,tt1276104,Looper,Looper,2012,113.0,"Action,Crime,Drama",nm0426059,Rian Johnson,1973.0,,"director,writer,editor"
5649,1823,Warm Bodies,2013,3.837386933333333,b3,tt1588173,Warm Bodies,Warm Bodies,2013,98.0,"Comedy,Horror,Romance",nm1349522,Jonathan Levine,,,"writer,director,producer"
5655,1825,The Nut Job,2014,4.0843322,b3,tt1821658,The Nut Job,The Nut Job,2014,85.0,"Adventure,Animation,Comedy",nm0503259,Peter Lepeniotis,,,"director,writer,animation_department"
5663,1826,Down to Earth,2001,2.372408366666667,b3,tt2223552,Down to Earth,Down to Earth,2015,90.0,"Adventure,Documentary",nm2040043,Renata Heinen,,,"producer,director,actress"
5664,1826,Down to Earth,2001,2.372408366666667,b3,tt2223552,Down to Earth,Down to Earth,2015,90.0,"Adventure,Documentary",nm1633430,Rolf Winters,,,"producer,director,writer"
5667,1828,Hope Springs,2012,4.4361765,b3,tt1535438,Hope Springs,Hope Springs,2012,100.0,"Comedy,Drama,Romance",nm0291205,David Frankel,1959.0,,"producer,director,writer"
5670,1833,Bride Wars,2009,3.838347466666667,b3,tt3833460,Bride Wars,Xin niang da zuo zhan,2015,90.0,Comedy,nm0151135,Tony Chan,,,"director,writer,producer"
5675,1835,Midnight in Paris,2011,5.416759133333334,b3,tt10340148,Midnight in Paris,Midnight in Paris,2019,75.0,"Comedy,Documentary,Drama",nm3718339,James Blagden,,,"director,animation_department,art_department"
5676,1835,Midnight in Paris,2011,5.416759133333334,b3,tt10340148,Midnight in Paris,Midnight in Paris,2019,75.0,"Comedy,Documentary,Drama",nm10697434,Roni Moore,,,director
5681,1836,Darkest Hour,2017,5.026905733333333,b3,tt4555426,Darkest Hour,Darkest Hour,2017,125.0,"Biography,Drama,History",nm0942504,Joe Wright,1972.0,,"director,producer,actor"
5683,1840,Life of the Party,2018,2.191997033333333,b3,tt1826727,Life of the Party,Life of the Party,2017,84.0,"Comedy,Drama",nm1369377,Michael Budd,,,"actor,producer,director"
5689,1841,Letters to Juliet,2010,2.7382846,b3,tt0892318,Letters to Juliet,Letters to Juliet,2010,105.0,"Adventure,Comedy,Drama",nm0935095,Gary Winick,1961.0,2011.0,"producer,director,editor"
5695,1843,Message in a Bottle,1999,1.7626671999999999,b3,tt4650752,Message in a Bottle,Message in a Bottle,2017,,Adventure,nm7010336,Rhonda Parker,,,"actress,writer,director"
5696,1844,Southpaw,2015,3.138548533333333,b3,tt1798684,Southpaw,Southpaw,2015,124.0,"Drama,Sport",nm0298807,Antoine Fuqua,1965.0,,"director,producer,actor"
5697,1845,Atomic Blonde,2017,3.2781807666666665,b3,tt2406566,Atomic Blonde,Atomic Blonde,2017,115.0,"Action,Mystery,Thriller",nm0500610,David Leitch,,,"stunts,actor,assistant_director"
5703,1850,Sicario,2015,2.8131249666666664,b3,tt3397884,Sicario,Sicario,2015,121.0,"Action,Crime,Drama",nm0898288,Denis Villeneuve,1967.0,,"director,writer,editor"
5706,1851,Den of Thieves,2018,2.671046366666667,b3,tt1259528,Den of Thieves,Den of Thieves,2018,140.0,"Action,Crime,Drama",nm0345615,Christian Gudegast,1970.0,,"writer,director,producer"
5712,1852,The Three Stooges,2012,1.8017416333333331,b3,tt0383010,The Three Stooges,The Three Stooges,2012,92.0,"Comedy,Family",nm0268380,Peter Farrelly,1956.0,,"producer,writer,director"
5713,1852,The Three Stooges,2012,1.8017416333333331,b3,tt0383010,The Three Stooges,The Three Stooges,2012,92.0,"Comedy,Family",nm0268370,Bobby Farrelly,1958.0,,"producer,writer,director"
5718,1854,John Wick,2014,2.5411667000000002,b3,tt2911666,John Wick,John Wick,2014,101.0,"Action,Crime,Thriller",nm0500610,David Leitch,,,"stunts,actor,assistant_director"
5719,1854,John Wick,2014,2.5411667000000002,b3,tt2911666,John Wick,John Wick,2014,101.0,"Action,Crime,Thriller",nm0821432,Chad Stahelski,1968.0,,"stunts,actor,assistant_director"
5724,1856,The Age of Adaline,2015,2.299484533333333,b3,tt1655441,The Age of Adaline,The Age of Adaline,2015,112.0,"Drama,Fantasy,Romance",nm1767218,Lee Toland Krieger,,,"producer,director,writer"
5728,1857,Step Up 3D,2010,5.529637233333332,b3,tt1193631,Step Up 3D,Step Up 3D,2010,107.0,"Drama,Music,Romance",nm0160840,Jon M. Chu,1979.0,,"producer,writer,director"
5734,1859,The Cabin in the Woods,2012,2.3563322666666666,b3,tt1259521,The Cabin in the Woods,The Cabin in the Woods,2011,95.0,Horror,nm1206844,Drew Goddard,1975.0,,"producer,writer,miscellaneous"
5736,1862,Hanna,2011,2.178123133333333,b3,tt0993842,Hanna,Hanna,2011,111.0,"Action,Drama,Thriller",nm0942504,Joe Wright,1972.0,,"director,producer,actor"
5742,1867,The Family,2013,1.7026180333333334,b3,tt1728973,The Family,The Family,2011,88.0,"Horror,Thriller",nm2776253,Wolfgang Meyer,,,"actor,producer,cinematographer"
5743,1867,The Family,2013,1.7026180333333334,b3,tt1728973,The Family,The Family,2011,88.0,"Horror,Thriller",nm3770762,Joe Hollow,,,"producer,actor,writer"
5746,1868,The 15:17 to Paris,2018,1.8698733333333333,b3,tt6802308,The 15:17 to Paris,The 15:17 to Paris,2018,94.0,"Biography,Drama,Thriller",nm0000142,Clint Eastwood,1930.0,,"actor,producer,director"
5761,1870,Larry Crowne,2011,2.0483045,b3,tt1583420,Larry Crowne,Larry Crowne,2011,98.0,"Comedy,Drama,Romance",nm0000158,Tom Hanks,1956.0,,"producer,actor,soundtrack"
