index,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,ARR,Movie Id,Genres,prod_budget_bucket
1933,90,2017,Stronger,30000000,4211129,8786752,-21213248,0.29289173333333335,tt3881784,Biography,b3
1933,90,2017,Stronger,30000000,4211129,8786752,-21213248,0.29289173333333335,tt3881784,Drama,b3
1934,91,1999,Gloria,30000000,4167493,4967493,-25032507,0.1655831,tt2425486,Comedy,b3
1934,91,1999,Gloria,30000000,4167493,4967493,-25032507,0.1655831,tt2425486,Drama,b3
1934,91,1999,Gloria,30000000,4167493,4967493,-25032507,0.1655831,tt2425486,Romance,b3
1936,93,2004,The Merchant of Venice,30000000,3765585,18765585,-11234415,0.6255195,tt4519438,Drama,b3
1941,98,2019,Shaft,30000000,600000,600000,-29400000,0.02,tt4463894,Action,b3
1941,98,2019,Shaft,30000000,600000,600000,-29400000,0.02,tt4463894,Comedy,b3
1941,98,2019,Shaft,30000000,600000,600000,-29400000,0.02,tt4463894,Crime,b3
1942,99,2011,Machine Gun Preacher,30000000,538690,3721988,-26278012,0.12406626666666666,tt1586752,Action,b3
1942,99,2011,Machine Gun Preacher,30000000,538690,3721988,-26278012,0.12406626666666666,tt1586752,Biography,b3
1942,99,2011,Machine Gun Preacher,30000000,538690,3721988,-26278012,0.12406626666666666,tt1586752,Crime,b3
1943,100,2018,Bilal: A New Breed of Hero,30000000,490973,648599,-29351401,0.021619966666666667,tt3576728,Action,b3
1943,100,2018,Bilal: A New Breed of Hero,30000000,490973,648599,-29351401,0.021619966666666667,tt3576728,Adventure,b3
1948,5,2015,Wild Card,30000000,3200,4315789,-25684211,0.14385963333333332,tt2231253,Action,b3
1948,5,2015,Wild Card,30000000,3200,4315789,-25684211,0.14385963333333332,tt2231253,Crime,b3
1948,5,2015,Wild Card,30000000,3200,4315789,-25684211,0.14385963333333332,tt2231253,Drama,b3
1949,6,2015,United Passions,30000000,918,168832,-29831168,0.005627733333333333,tt2814362,Drama,b3
1951,8,2015,Grace of Monaco,30000000,0,25199891,-4800109,0.8399963666666667,tt2095649,Biography,b3
1951,8,2015,Grace of Monaco,30000000,0,25199891,-4800109,0.8399963666666667,tt2095649,Drama,b3
1951,8,2015,Grace of Monaco,30000000,0,25199891,-4800109,0.8399963666666667,tt2095649,Romance,b3
1956,13,2017,Collide,29200000,2280004,5466698,-23733302,0.18721568493150684,tt1230120,Action,b3
1957,14,2015,Pitch Perfect 2,29000000,184296230,287625468,258625468,9.918119586206897,tt2848292,Comedy,b3
1959,16,2018,Night School,29000000,77339130,103008792,74008792,3.5520273103448274,tt5599520,Documentary,b3
1960,17,2016,The Boss,29000000,63077560,78652207,49652207,2.7121450689655173,tt2702724,Comedy,b3
1964,21,2017,Logan Lucky,29000000,27778642,44264271,15264271,1.526354172413793,tt5439796,Comedy,b3
1964,21,2017,Logan Lucky,29000000,27778642,44264271,15264271,1.526354172413793,tt5439796,Crime,b3
1964,21,2017,Logan Lucky,29000000,27778642,44264271,15264271,1.526354172413793,tt5439796,Drama,b3
1965,22,2016,Florence Foster Jenkins,29000000,27383770,56000339,27000339,1.931046172413793,tt4136084,Biography,b3
1965,22,2016,Florence Foster Jenkins,29000000,27383770,56000339,27000339,1.931046172413793,tt4136084,Comedy,b3
1965,22,2016,Florence Foster Jenkins,29000000,27383770,56000339,27000339,1.931046172413793,tt4136084,Drama,b3
1972,30,2019,Unhinged,29000000,0,0,-29000000,0.0,tt3206146,Thriller,b3
1975,33,1992,Aladdin,28000000,217350219,504050219,476050219,18.001793535714285,tt6139732,Adventure,b3
1975,33,1992,Aladdin,28000000,217350219,504050219,476050219,18.001793535714285,tt6139732,Comedy,b3
1976,35,2015,Straight Outta Compton,28000000,161197785,202182981,174182981,7.22082075,tt1398426,Biography,b3
1976,35,2015,Straight Outta Compton,28000000,161197785,202182981,174182981,7.22082075,tt1398426,Drama,b3
1977,36,2017,Girls Trip,28000000,115108515,140886353,112886353,5.0316554642857145,tt3564472,Comedy,b3
1977,36,2017,Girls Trip,28000000,115108515,140886353,112886353,5.0316554642857145,tt3564472,Drama,b3
1980,40,2017,A Bad Moms Christmas,28000000,72110659,127710550,99710550,4.561091071428572,tt6359956,Adventure,b3
1980,40,2017,A Bad Moms Christmas,28000000,72110659,127710550,99710550,4.561091071428572,tt6359956,Comedy,b3
1981,41,2013,Safe Haven,28000000,71399120,94050951,66050951,3.358962535714286,tt1702439,Drama,b3
1981,41,2013,Safe Haven,28000000,71399120,94050951,66050951,3.358962535714286,tt1702439,Romance,b3
1981,41,2013,Safe Haven,28000000,71399120,94050951,66050951,3.358962535714286,tt1702439,Thriller,b3
1982,42,2015,The Big Short,28000000,70259870,133162752,105162752,4.755812571428572,tt1596363,Biography,b3
1982,42,2015,The Big Short,28000000,70259870,133162752,105162752,4.755812571428572,tt1596363,Comedy,b3
1982,42,2015,The Big Short,28000000,70259870,133162752,105162752,4.755812571428572,tt1596363,Drama,b3
1983,43,2008,Role Models,28000000,67300955,94500826,66500826,3.3750295,tt2914200,Documentary,b3
1984,44,2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,66954149,101379287,73379287,3.6206888214285713,tt1698641,Comedy,b3
1985,45,2004,Miracle,28000000,64378093,64474705,36474705,2.302668035714286,tt10109982,Thriller,b3
1986,46,2013,Last Vegas,28000000,63914167,112914167,84914167,4.032648821428571,tt1204975,Comedy,b3
1986,46,2013,Last Vegas,28000000,63914167,112914167,84914167,4.032648821428571,tt1204975,Drama,b3
1989,50,2018,Tag,28000000,54730625,77026186,49026186,2.750935214285714,tt1967669,Drama,b3
1991,52,2003,Identity,28000000,52131264,82183683,54183683,2.9351315357142855,tt6149830,Drama,b3
1992,53,2001,Serendipity,28000000,50255310,77477297,49477297,2.7670463214285714,tt8259618,Drama,b3
1993,54,2010,Kick-Ass,28000000,48071303,97531134,69531134,3.4832547857142857,tt1250777,Action,b3
1993,54,2010,Kick-Ass,28000000,48071303,97531134,69531134,3.4832547857142857,tt1250777,Comedy,b3
1999,60,2011,30 Minutes or Less,28000000,37053924,40966716,12966716,1.463097,tt1622547,Action,b3
1999,60,2011,30 Minutes or Less,28000000,37053924,40966716,12966716,1.463097,tt1622547,Comedy,b3
1999,60,2011,30 Minutes or Less,28000000,37053924,40966716,12966716,1.463097,tt1622547,Crime,b3
2002,64,2014,3 Days to Kill,28000000,30697999,38959900,10959900,1.391425,tt2172934,Action,b3
2002,64,2014,3 Days to Kill,28000000,30697999,38959900,10959900,1.391425,tt2172934,Drama,b3
2002,64,2014,3 Days to Kill,28000000,30697999,38959900,10959900,1.391425,tt2172934,Thriller,b3
2003,65,2013,Kick-Ass 2,28000000,28795985,63129909,35129909,2.254639607142857,tt1650554,Action,b3
2003,65,2013,Kick-Ass 2,28000000,28795985,63129909,35129909,2.254639607142857,tt1650554,Comedy,b3
2003,65,2013,Kick-Ass 2,28000000,28795985,63129909,35129909,2.254639607142857,tt1650554,Crime,b3
2005,67,2014,A Walk Among the Tombstones,28000000,26017685,62108587,34108587,2.2181638214285715,tt0365907,Action,b3
2005,67,2014,A Walk Among the Tombstones,28000000,26017685,62108587,34108587,2.2181638214285715,tt0365907,Crime,b3
2005,67,2014,A Walk Among the Tombstones,28000000,26017685,62108587,34108587,2.2181638214285715,tt0365907,Drama,b3
2006,68,2010,The Spy Next Door,28000000,24307106,46752858,18752858,1.6697449285714285,tt1273678,Action,b3
2006,68,2010,The Spy Next Door,28000000,24307106,46752858,18752858,1.6697449285714285,tt1273678,Comedy,b3
2007,69,2014,Brick Mansions,28000000,20396829,73421224,45421224,2.6221865714285713,tt1430612,Action,b3
2007,69,2014,Brick Mansions,28000000,20396829,73421224,45421224,2.6221865714285713,tt1430612,Crime,b3
2008,70,2006,Just My Luck,28000000,17326650,38159905,10159905,1.36285375,tt6040918,Comedy,b3
2010,72,2015,American Ultra,28000000,14439985,30295028,2295028,1.0819652857142856,tt3316948,Action,b3
2010,72,2015,American Ultra,28000000,14439985,30295028,2295028,1.0819652857142856,tt3316948,Comedy,b3
2012,74,2016,Pride and Prejudice and Zombies,28000000,10907291,16638300,-11361700,0.594225,tt1374989,Action,b3
2012,74,2016,Pride and Prejudice and Zombies,28000000,10907291,16638300,-11361700,0.594225,tt1374989,Comedy,b3
2012,74,2016,Pride and Prejudice and Zombies,28000000,10907291,16638300,-11361700,0.594225,tt1374989,Horror,b3
2023,86,2012,Joyful Noise,27500000,30932113,31157914,3657914,1.1330150545454545,tt1710396,Comedy,b3
2023,86,2012,Joyful Noise,27500000,30932113,31157914,3657914,1.1330150545454545,tt1710396,Drama,b3
2026,90,2011,Anonymous,27500000,4463292,15815509,-11684491,0.5751094181818182,tt1521197,Drama,b3
2026,90,2011,Anonymous,27500000,4463292,15815509,-11684491,0.5751094181818182,tt1521197,Thriller,b3
2027,91,2011,Limitless,27000000,79249455,155564919,128564919,5.761663666666666,tt1219289,Thriller,b3
2033,98,2016,Money Monster,27000000,41012075,93466095,66466095,3.461707222222222,tt2241351,Crime,b3
2033,98,2016,Money Monster,27000000,41012075,93466095,66466095,3.461707222222222,tt2241351,Drama,b3
2033,98,2016,Money Monster,27000000,41012075,93466095,66466095,3.461707222222222,tt2241351,Thriller,b3
2046,14,1999,Flawless,27000000,4485485,4485485,-22514515,0.16612907407407407,tt8653840,Drama,b3
2048,16,2008,What Just Happened,27000000,1090947,2412123,-24587877,0.08933788888888888,tt9201248,Comedy,b3
2060,30,2005,Red Eye,26000000,57891803,96666486,70666486,3.717941769230769,tt4828330,Horror,b3
2062,33,2013,Pain & Gain,26000000,49875291,81275291,55275291,3.125972730769231,tt1980209,Action,b3
2062,33,2013,Pain & Gain,26000000,49875291,81275291,55275291,3.125972730769231,tt1980209,Comedy,b3
2062,33,2013,Pain & Gain,26000000,49875291,81275291,55275291,3.125972730769231,tt1980209,Crime,b3
2066,37,2010,Legion,26000000,40168080,67647574,41647574,2.6018297692307693,tt1038686,Action,b3
2066,37,2010,Legion,26000000,40168080,67647574,41647574,2.6018297692307693,tt1038686,Horror,b3
2067,38,2012,Lawless,26000000,37397291,54393687,28393687,2.0920648846153846,tt1212450,Crime,b3
2067,38,2012,Lawless,26000000,37397291,54393687,28393687,2.0920648846153846,tt1212450,Drama,b3
2069,41,2009,Brothers,26000000,28544157,45043870,19043870,1.7324565384615385,tt10465764,Documentary,b3
2070,42,2014,The Best of Me,26000000,26766213,41059418,15059418,1.5792083846153846,tt1972779,Drama,b3
2070,42,2014,The Best of Me,26000000,26766213,41059418,15059418,1.5792083846153846,tt1972779,Romance,b3
2072,44,2001,Original Sin,26000000,16521410,16521410,-9478590,0.6354388461538462,tt6404166,Comedy,b3
2073,45,2012,The Raven,26000000,16008272,30601801,4601801,1.176992346153846,tt1486192,Crime,b3
2073,45,2012,The Raven,26000000,16008272,30601801,4601801,1.176992346153846,tt1486192,Thriller,b3
2078,50,2013,The Fifth Estate,26000000,3254172,6154172,-19845828,0.23669892307692308,tt1837703,Biography,b3
2078,50,2013,The Fifth Estate,26000000,3254172,6154172,-19845828,0.23669892307692308,tt1837703,Drama,b3
2078,50,2013,The Fifth Estate,26000000,3254172,6154172,-19845828,0.23669892307692308,tt1837703,Thriller,b3
2080,52,2014,Blood Ties,26000000,42472,2923959,-23076041,0.11245996153846154,tt1679620,Drama,b3
2082,54,2015,Viy,26000000,0,34246770,8246770,1.3171834615384614,tt1224378,Adventure,b3
2083,55,2015,Accidental Love,26000000,0,135436,-25864564,0.005209076923076923,tt1137470,Comedy,b3
2083,55,2015,Accidental Love,26000000,0,135436,-25864564,0.005209076923076923,tt1137470,Romance,b3
2084,56,2015,The Face of an Angel,26000000,0,0,-26000000,0.0,tt2967008,Crime,b3
2084,56,2015,The Face of an Angel,26000000,0,0,-26000000,0.0,tt2967008,Drama,b3
2090,63,2011,The Help,25000000,169705587,213120004,188120004,8.52480016,tt1454029,Drama,b3
2091,64,2016,Hidden Figures,25000000,169607287,231771716,206771716,9.27086864,tt4846340,Biography,b3
2091,64,2016,Hidden Figures,25000000,169607287,231771716,206771716,9.27086864,tt4846340,Drama,b3
2094,67,2014,Ride Along,25000000,134202565,153733800,128733800,6.149352,tt1408253,Action,b3
2094,67,2014,Ride Along,25000000,134202565,153733800,128733800,6.149352,tt1408253,Comedy,b3
2094,67,2014,Ride Along,25000000,134202565,153733800,128733800,6.149352,tt1408253,Crime,b3
2095,68,1992,The Bodyguard,25000000,121945720,410899039,385899039,16.43596156,tt8332280,Drama,b3
2104,77,2010,Dear John,25000000,80014842,142033509,117033509,5.68134036,tt0989757,Drama,b3
2104,77,2010,Dear John,25000000,80014842,142033509,117033509,5.68134036,tt0989757,Romance,b3
2106,79,2012,Parental Guidance,25000000,77267296,120832383,95832383,4.83329532,tt1047540,Comedy,b3
2109,83,2000,Chocolat,25000000,71309760,152500343,127500343,6.10001372,tt4400038,Biography,b3
2109,83,2000,Chocolat,25000000,71309760,152500343,127500343,6.10001372,tt4400038,Drama,b3
2110,84,2011,No Strings Attached,25000000,70662220,149228078,124228078,5.96912312,tt1411238,Comedy,b3
2110,84,2011,No Strings Attached,25000000,70662220,149228078,124228078,5.96912312,tt1411238,Romance,b3
2111,85,2012,Contraband,25000000,66528000,98406855,73406855,3.9362742,tt1524137,Action,b3
2111,85,2012,Contraband,25000000,66528000,98406855,73406855,3.9362742,tt1524137,Crime,b3
2111,85,2012,Contraband,25000000,66528000,98406855,73406855,3.9362742,tt1524137,Drama,b3
2113,87,2012,The Lucky One,25000000,60457138,96633833,71633833,3.86535332,tt1327194,Drama,b3
2113,87,2012,The Lucky One,25000000,60457138,96633833,71633833,3.86535332,tt1327194,Romance,b3
2118,92,2011,Madea's Big Happy Family,25000000,53345287,54160818,29160818,2.16643272,tt1787759,Comedy,b3
2118,92,2011,Madea's Big Happy Family,25000000,53345287,54160818,29160818,2.16643272,tt1787759,Drama,b3
2121,95,2012,The Grey,25000000,51580136,81249176,56249176,3.24996704,tt1601913,Action,b3
2121,95,2012,The Grey,25000000,51580136,81249176,56249176,3.24996704,tt1601913,Adventure,b3
2121,95,2012,The Grey,25000000,51580136,81249176,56249176,3.24996704,tt1601913,Drama,b3
2122,96,2005,Hide and Seek,25000000,51100486,123696741,98696741,4.94786964,tt3155654,Action,b3
2122,96,2005,Hide and Seek,25000000,51100486,123696741,98696741,4.94786964,tt3155654,Horror,b3
2126,2,2014,The Giver,25000000,45090374,66540205,41540205,2.6616082,tt0435651,Drama,b3
2126,2,2014,The Giver,25000000,45090374,66540205,41540205,2.6616082,tt0435651,Romance,b3
2128,6,2015,The Night Before,25000000,43035725,52427346,27427346,2.09709384,tt3530002,Adventure,b3
2128,6,2015,The Night Before,25000000,43035725,52427346,27427346,2.09709384,tt3530002,Comedy,b3
2131,9,1997,Money Talks,25000000,41076865,41076865,16076865,1.6430746,tt6085342,Crime,b3
2137,15,2013,August: Osage County,25000000,37738810,50738810,25738810,2.0295524,tt1322269,Comedy,b3
2137,15,2013,August: Osage County,25000000,37738810,50738810,25738810,2.0295524,tt1322269,Drama,b3
2139,17,2014,Million Dollar Arm,25000000,36447959,39217912,14217912,1.56871648,tt1647668,Biography,b3
2139,17,2014,Million Dollar Arm,25000000,36447959,39217912,14217912,1.56871648,tt1647668,Drama,b3
2143,21,2018,Peppermint,25000000,35418723,51800758,26800758,2.07203032,tt6850820,Action,b3
2143,21,2018,Peppermint,25000000,35418723,51800758,26800758,2.07203032,tt6850820,Crime,b3
2143,21,2018,Peppermint,25000000,35418723,51800758,26800758,2.07203032,tt6850820,Drama,b3
2144,22,2007,Good Luck Chuck,25000000,35017297,59183821,34183821,2.36735284,tt5138210,Comedy,b3
2147,25,2014,The Gambler,25000000,33680992,38718031,13718031,1.54872124,tt1828325,Drama,b3
2151,29,2017,Fist Fight,25000000,32187017,40286416,15286416,1.61145664,tt3401882,Comedy,b3
2154,32,2011,The Sitter,25000000,30542576,38749404,13749404,1.54997616,tt1366344,Comedy,b3
2155,33,1998,Elizabeth,25000000,30082699,82150642,57150642,3.28602568,tt3765772,Biography,b3
2155,33,1998,Elizabeth,25000000,30082699,82150642,57150642,3.28602568,tt3765772,Documentary,b3
2155,33,1998,Elizabeth,25000000,30082699,82150642,57150642,3.28602568,tt3765772,Drama,b3
2157,36,2014,Draft Day,25000000,28842237,29847480,4847480,1.1938992,tt2223990,Drama,b3
2159,38,2017,Rings,25000000,27793018,82917283,57917283,3.31669132,tt0498381,Drama,b3
2159,38,2017,Rings,25000000,27793018,82917283,57917283,3.31669132,tt0498381,Horror,b3
2164,43,2011,Don't Be Afraid of the Dark,25000000,24046682,39126427,14126427,1.56505708,tt1270761,Horror,b3
2164,43,2011,Don't Be Afraid of the Dark,25000000,24046682,39126427,14126427,1.56505708,tt1270761,Thriller,b3
2165,44,2010,The Losers,25000000,23591432,29863840,4863840,1.1945536,tt0480255,Action,b3
2165,44,2010,The Losers,25000000,23591432,29863840,4863840,1.1945536,tt0480255,Adventure,b3
2165,44,2010,The Losers,25000000,23591432,29863840,4863840,1.1945536,tt0480255,Crime,b3
2166,45,2009,Fighting,25000000,23091010,32831707,7831707,1.31326828,tt6447730,Action,b3
2166,45,2009,Fighting,25000000,23091010,32831707,7831707,1.31326828,tt6447730,Romance,b3
2167,46,2007,War,25000000,22486409,40686409,15686409,1.62745636,tt4105466,Drama,b3
2171,50,2011,The Eagle,25000000,19490041,38993548,13993548,1.55974192,tt1034389,Action,b3
2171,50,2011,The Eagle,25000000,19490041,38993548,13993548,1.55974192,tt1034389,Adventure,b3
2171,50,2011,The Eagle,25000000,19490041,38993548,13993548,1.55974192,tt1034389,Drama,b3
2173,52,2011,Shark Night 3D,25000000,18877153,18877153,-6122847,0.75508612,tt1633356,Horror,b3
2173,52,2011,Shark Night 3D,25000000,18877153,18877153,-6122847,0.75508612,tt1633356,Thriller,b3
2177,56,2017,Father Figures,25000000,17501244,21038441,-3961559,0.84153764,tt1966359,Adventure,b3
2177,56,2017,Father Figures,25000000,17501244,21038441,-3961559,0.84153764,tt1966359,Comedy,b3
2177,56,2017,Father Figures,25000000,17501244,21038441,-3961559,0.84153764,tt1966359,Drama,b3
2179,58,2013,The Counselor,25000000,16973715,71009334,46009334,2.84037336,tt2193215,Crime,b3
2179,58,2013,The Counselor,25000000,16973715,71009334,46009334,2.84037336,tt2193215,Drama,b3
2179,58,2013,The Counselor,25000000,16973715,71009334,46009334,2.84037336,tt2193215,Thriller,b3
2181,60,2018,Mary Queen of Scots,25000000,16468499,46734733,21734733,1.86938932,tt1555069,Biography,b3
2181,60,2018,Mary Queen of Scots,25000000,16468499,46734733,21734733,1.86938932,tt1555069,Drama,b3
2185,66,2009,The Box,25000000,15051977,34356760,9356760,1.3742704,tt1728200,Drama,b3
2187,68,2010,My Soul to Take,25000000,14744435,16727470,-8272530,0.6690988,tt0872230,Horror,b3
2187,68,2010,My Soul to Take,25000000,14744435,16727470,-8272530,0.6690988,tt0872230,Thriller,b3
2193,74,2011,Warrior,25000000,13657115,24215385,-784615,0.9686154,tt1291584,Drama,b3
2195,76,2017,Battle of the Sexes,25000000,12638526,18445379,-6554621,0.73781516,tt4622512,Biography,b3
2195,76,2017,Battle of the Sexes,25000000,12638526,18445379,-6554621,0.73781516,tt4622512,Comedy,b3
2195,76,2017,Battle of the Sexes,25000000,12638526,18445379,-6554621,0.73781516,tt4622512,Drama,b3
2197,78,2015,The 33,25000000,12227722,28400715,3400715,1.1360286,tt2006295,Biography,b3
2197,78,2015,The 33,25000000,12227722,28400715,3400715,1.1360286,tt2006295,Drama,b3
2198,80,2011,The Conspirator,25000000,11538204,15907411,-9092589,0.63629644,tt0968264,Crime,b3
2198,80,2011,The Conspirator,25000000,11538204,15907411,-9092589,0.63629644,tt0968264,Drama,b3
2205,88,2011,Straw Dogs,25000000,10324441,11253821,-13746179,0.45015284,tt0999913,Action,b3
2205,88,2011,Straw Dogs,25000000,10324441,11253821,-13746179,0.45015284,tt0999913,Drama,b3
2205,88,2011,Straw Dogs,25000000,10324441,11253821,-13746179,0.45015284,tt0999913,Thriller,b3
2207,90,2002,Possession,25000000,10103647,14805812,-10194188,0.59223248,tt2044843,Drama,b3
2210,93,2019,Serenity,25000000,8547045,11367029,-13632971,0.45468116,tt1913131,Biography,b3
2210,93,2019,Serenity,25000000,8547045,11367029,-13632971,0.45468116,tt1913131,Documentary,b3
2210,93,2019,Serenity,25000000,8547045,11367029,-13632971,0.45468116,tt1913131,Drama,b3
2211,94,2009,The Road,25000000,8114270,29206732,4206732,1.16826928,tt1794774,Documentary,b3
2212,95,2018,Beautiful Boy,25000000,7634767,13031424,-11968576,0.52125696,tt1226837,Biography,b3
2212,95,2018,Beautiful Boy,25000000,7634767,13031424,-11968576,0.52125696,tt1226837,Drama,b3
2213,96,2007,The Hoax,25000000,7164995,7164995,-17835005,0.2865998,tt2497618,Crime,b3
2213,96,2007,The Hoax,25000000,7164995,7164995,-17835005,0.2865998,tt2497618,Documentary,b3
2213,96,2007,The Hoax,25000000,7164995,7164995,-17835005,0.2865998,tt2497618,Drama,b3
2214,97,2019,Captive State,25000000,5958315,8993300,-16006700,0.359732,tt5968394,Thriller,b3
2221,5,2008,Blindness,25000000,3073392,20052958,-4947042,0.80211832,tt5662990,Drama,b3
2222,6,2018,Sgt. Stubby: An American Hero,25000000,3054285,3645957,-21354043,0.14583828,tt5314190,Adventure,b3
2223,7,2011,Carnage,25000000,2546747,38112154,13112154,1.52448616,tt1692486,Comedy,b3
2223,7,2011,Carnage,25000000,2546747,38112154,13112154,1.52448616,tt1692486,Drama,b3
2224,8,2017,Tulip Fever,25000000,2455635,6792768,-18207232,0.27171072,tt0491203,Drama,b3
2224,8,2017,Tulip Fever,25000000,2455635,6792768,-18207232,0.27171072,tt0491203,Romance,b3
2226,10,2015,Legend,25000000,1872994,42425450,17425450,1.697018,tt2577542,Horror,b3
2228,12,2016,Jane Got a Gun,25000000,1513793,3771345,-21228655,0.1508538,tt2140037,Action,b3
2228,12,2016,Jane Got a Gun,25000000,1513793,3771345,-21228655,0.1508538,tt2140037,Drama,b3
2230,14,2005,Venom,25000000,881745,881745,-24118255,0.0352698,tt1270797,Action,b3
2230,14,2005,Venom,25000000,881745,881745,-24118255,0.0352698,tt1270797,Thriller,b3
2231,15,2005,Where the Truth Lies,25000000,872142,1415656,-23584344,0.05662624,tt1961665,Drama,b3
2233,17,2013,On the Road,25000000,720828,9313302,-15686698,0.37253208,tt0337692,Adventure,b3
2233,17,2013,On the Road,25000000,720828,9313302,-15686698,0.37253208,tt0337692,Drama,b3
2233,17,2013,On the Road,25000000,720828,9313302,-15686698,0.37253208,tt0337692,Romance,b3
2235,19,2010,Love Ranch,25000000,137885,146149,-24853851,0.00584596,tt1125929,Biography,b3
2235,19,2010,Love Ranch,25000000,137885,146149,-24853851,0.00584596,tt1125929,Comedy,b3
2235,19,2010,Love Ranch,25000000,137885,146149,-24853851,0.00584596,tt1125929,Drama,b3
2241,25,2011,Ironclad,25000000,0,5297411,-19702589,0.21189644,tt1233301,Action,b3
2241,25,2011,Ironclad,25000000,0,5297411,-19702589,0.21189644,tt1233301,Adventure,b3
2241,25,2011,Ironclad,25000000,0,5297411,-19702589,0.21189644,tt1233301,Drama,b3
2242,26,2019,The Professor and the Madman,25000000,0,5227233,-19772767,0.20908932,tt5932728,Biography,b3
2242,26,2019,The Professor and the Madman,25000000,0,5227233,-19772767,0.20908932,tt5932728,Drama,b3
2243,27,2015,Red Sky,25000000,0,91116,-24908884,0.00364464,tt1836838,Drama,b3
2243,27,2015,Red Sky,25000000,0,91116,-24908884,0.00364464,tt1836838,Romance,b3
2244,29,2014,The Adventurer: The Curse of the Midas Box,25000000,0,0,-25000000,0.0,tt1376213,Adventure,b3
2245,30,2019,Reagan,25000000,0,0,-25000000,0.0,tt1822382,Biography,b3
2245,30,2019,Reagan,25000000,0,0,-25000000,0.0,tt1822382,Documentary,b3
2246,31,2012,Dangerous Liaisons,24200000,17000,10447579,-13752421,0.43171814049586776,tt2071441,Drama,b3
2246,31,2012,Dangerous Liaisons,24200000,17000,10447579,-13752421,0.43171814049586776,tt2071441,Romance,b3
2250,36,2014,Think Like a Man Too,24000000,65028687,70027933,46027933,2.9178305416666666,tt2239832,Comedy,b3
2250,36,2014,Think Like a Man Too,24000000,65028687,70027933,46027933,2.9178305416666666,tt2239832,Romance,b3
2251,37,2016,Fences,24000000,57682904,64282881,40282881,2.678453375,tt2671706,Drama,b3
2253,39,2011,Footloose,24000000,51802742,62989834,38989834,2.6245764166666667,tt1068242,Comedy,b3
2253,39,2011,Footloose,24000000,51802742,62989834,38989834,2.6245764166666667,tt1068242,Drama,b3
2254,40,2017,Going in Style,24000000,45018541,78672579,54672579,3.278024125,tt2568862,Comedy,b3
2254,40,2017,Going in Style,24000000,45018541,78672579,54672579,3.278024125,tt2568862,Crime,b3
2255,41,1991,Point Break,24000000,43218387,83531958,59531958,3.48049825,tt2058673,Action,b3
2255,41,1991,Point Break,24000000,43218387,83531958,59531958,3.48049825,tt2058673,Crime,b3
2258,44,2007,Hitman,24000000,39687694,99135571,75135571,4.130648791666666,tt2261633,Action,b3
2265,52,2010,Piranha 3D,24000000,25003155,83660160,59660160,3.48584,tt0464154,Comedy,b3
2265,52,2010,Piranha 3D,24000000,25003155,83660160,59660160,3.48584,tt0464154,Horror,b3
2266,53,2010,Faster,24000000,23240020,35792945,11792945,1.4913727083333332,tt1433108,Action,b3
2266,53,2010,Faster,24000000,23240020,35792945,11792945,1.4913727083333332,tt1433108,Crime,b3
2266,53,2010,Faster,24000000,23240020,35792945,11792945,1.4913727083333332,tt1433108,Drama,b3
2270,58,2011,I Don't Know How She Does It,24000000,9659074,24474463,474463,1.0197692916666667,tt1742650,Comedy,b3
2270,58,2011,I Don't Know How She Does It,24000000,9659074,24474463,474463,1.0197692916666667,tt1742650,Romance,b3
2272,60,2013,Dhoom 3,24000000,8031955,11723620,-12276380,0.48848416666666666,tt1833673,Action,b3
2272,60,2013,Dhoom 3,24000000,8031955,11723620,-12276380,0.48848416666666666,tt1833673,Thriller,b3
2273,61,2004,Beyond the Sea,24000000,6144806,8292914,-15707086,0.34553808333333336,tt2757252,Documentary,b3
2278,66,2007,Flood,24000000,0,4084232,-19915768,0.17017633333333335,tt8237644,Documentary,b3
2282,71,2018,Green Book,23000000,85080171,322034439,299034439,14.001497347826087,tt6966692,Biography,b3
2282,71,2018,Green Book,23000000,85080171,322034439,299034439,14.001497347826087,tt6966692,Comedy,b3
2282,71,2018,Green Book,23000000,85080171,322034439,299034439,14.001497347826087,tt6966692,Drama,b3
2284,73,2015,The Wedding Ringer,23000000,64460211,80171596,57171596,3.4857215652173914,tt0884732,Comedy,b3
2285,74,2000,Final Destination,23000000,53302314,112036870,89036870,4.871168260869565,tt5056454,Documentary,b3
2286,76,2011,The Ides of March,23000000,40962534,77735925,54735925,3.3798228260869565,tt1124035,Drama,b3
2286,76,2011,The Ides of March,23000000,40962534,77735925,54735925,3.3798228260869565,tt1124035,Thriller,b3
2288,78,2018,The Hate U Give,23000000,29719483,35067665,12067665,1.5246810869565217,tt5580266,Crime,b3
2288,78,2018,The Hate U Give,23000000,29719483,35067665,12067665,1.5246810869565217,tt5580266,Drama,b3
2290,80,2014,Her,23000000,25568251,48163815,25163815,2.0940789130434783,tt1798709,Drama,b3
2290,80,2014,Her,23000000,25568251,48163815,25163815,2.0940789130434783,tt1798709,Romance,b3
2293,83,2012,Haywire,23000000,18942396,36374700,13374700,1.581508695652174,tt1506999,Action,b3
2293,83,2012,Haywire,23000000,18942396,36374700,13374700,1.581508695652174,tt1506999,Drama,b3
2293,83,2012,Haywire,23000000,18942396,36374700,13374700,1.581508695652174,tt1506999,Thriller,b3
