index,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,ARR,Movie Id,Genres,prod_budget_bucket
4981,61,2012,Some Guy Who Kills People,300000,0,0,-300000,0.0,tt1568341,Comedy,b1
4981,61,2012,Some Guy Who Kills People,300000,0,0,-300000,0.0,tt1568341,Crime,b1
4981,61,2012,Some Guy Who Kills People,300000,0,0,-300000,0.0,tt1568341,Drama,b1
4982,62,2013,Midnight Cabaret,300000,0,0,-300000,0.0,tt2145676,Action,b1
4982,62,2013,Midnight Cabaret,300000,0,0,-300000,0.0,tt2145676,Crime,b1
4982,62,2013,Midnight Cabaret,300000,0,0,-300000,0.0,tt2145676,Drama,b1
4983,63,2015,Teeth and Blood,300000,0,0,-300000,0.0,tt1991199,Action,b1
4983,63,2015,Teeth and Blood,300000,0,0,-300000,0.0,tt1991199,Horror,b1
4985,65,2010,Anderson's Cross,300000,0,0,-300000,0.0,tt0393049,Comedy,b1
4985,65,2010,Anderson's Cross,300000,0,0,-300000,0.0,tt0393049,Drama,b1
4985,65,2010,Anderson's Cross,300000,0,0,-300000,0.0,tt0393049,Romance,b1
4986,66,2015,Amidst the Devil's Wings,300000,0,0,-300000,0.0,tt3976258,Action,b1
4986,66,2015,Amidst the Devil's Wings,300000,0,0,-300000,0.0,tt3976258,Crime,b1
4986,66,2015,Amidst the Devil's Wings,300000,0,0,-300000,0.0,tt3976258,Drama,b1
4987,67,2010,Death Calls,290000,0,0,-290000,0.0,tt1328873,Action,b1
4987,67,2010,Death Calls,290000,0,0,-290000,0.0,tt1328873,Mystery,b1
4988,68,2012,Compliance,270000,319285,830700,560700,3.0766666666666667,tt1971352,Crime,b1
4988,68,2012,Compliance,270000,319285,830700,560700,3.0766666666666667,tt1971352,Drama,b1
4991,72,2017,Sleight,250000,3930990,3934450,3684450,15.7378,tt4573516,Action,b1
4991,72,2017,Sleight,250000,3930990,3934450,3684450,15.7378,tt4573516,Drama,b1
4991,72,2017,Sleight,250000,3930990,3934450,3684450,15.7378,tt4573516,Sci-Fi,b1
4993,74,2011,Like Crazy,250000,3395391,3728400,3478400,14.9136,tt1758692,Drama,b1
4993,74,2011,Like Crazy,250000,3395391,3728400,3478400,14.9136,tt1758692,Romance,b1
4997,78,1998,Cube,250000,489220,8969065,8719065,35.87626,tt3020324,Documentary,b1
4998,79,1997,Love and Other Catastrophes,250000,212285,743216,493216,2.972864,tt5822766,Comedy,b1
4998,79,1997,Love and Other Catastrophes,250000,212285,743216,493216,2.972864,tt5822766,Drama,b1
5000,81,2005,November,250000,191862,191862,-58138,0.767448,tt3515578,Documentary,b1
5001,82,1999,Sugar Town,250000,178095,178095,-71905,0.71238,tt9125468,Drama,b1
5001,82,1999,Sugar Town,250000,178095,178095,-71905,0.71238,tt9125468,Horror,b1
5001,82,1999,Sugar Town,250000,178095,178095,-71905,0.71238,tt9125468,Sci-Fi,b1
5002,83,2008,Happy Valley,250000,67665,67665,-182335,0.27066,tt2171902,Documentary,b1
5002,83,2008,Happy Valley,250000,67665,67665,-182335,0.27066,tt2171902,Drama,b1
5003,84,2013,The Canyons,250000,59671,62375,-187625,0.2495,tt2292959,Drama,b1
5003,84,2013,The Canyons,250000,59671,62375,-187625,0.2495,tt2292959,Thriller,b1
5008,89,2014,Test,250000,18823,18823,-231177,0.075292,tt2407380,Drama,b1
5010,91,2015,Along the Roadside,250000,0,3234,-246766,0.012936,tt2290113,Comedy,b1
5010,91,2015,Along the Roadside,250000,0,3234,-246766,0.012936,tt2290113,Romance,b1
5012,93,2010,Rust,250000,0,0,-250000,0.0,tt1360826,Drama,b1
5013,94,2010,The Christmas Bunny,250000,0,0,-250000,0.0,tt1640714,Drama,b1
5015,96,2012,The Frozen,250000,0,0,-250000,0.0,tt2363439,Drama,b1
5015,96,2012,The Frozen,250000,0,0,-250000,0.0,tt2363439,Thriller,b1
5017,98,2010,Butterfly,250000,0,0,-250000,0.0,tt1342096,Horror,b1
5017,98,2010,Butterfly,250000,0,0,-250000,0.0,tt1342096,Thriller,b1
5018,99,2015,UnDivided,250000,0,0,-250000,0.0,tt3564748,Documentary,b1
5020,1,2015,Give Me Shelter,250000,0,0,-250000,0.0,tt2559658,Documentary,b1
5022,3,2015,Shooting the Warwicks,250000,0,0,-250000,0.0,tt2690560,Comedy,b1
5022,3,2015,Shooting the Warwicks,250000,0,0,-250000,0.0,tt2690560,Drama,b1
5023,4,2015,The Love Letter,250000,0,0,-250000,0.0,tt1950401,Documentary,b1
5024,5,2015,Western Religion,250000,0,0,-250000,0.0,tt3210710,Drama,b1
5028,10,2012,Burn,225000,1109276,1109276,884276,4.930115555555555,tt1781784,Documentary,b1
5030,16,1996,Swingers,200000,4505922,6618578,6418578,33.09289,tt10297320,Comedy,b1
5031,18,2011,The Grace Card,200000,2430735,2430735,2230735,12.153675,tt1544600,Drama,b1
5035,23,2012,Middle of Nowhere,200000,236806,236806,36806,1.18403,tt1211890,Drama,b1
5038,26,2002,Hybrid,200000,162605,162605,-37395,0.813025,tt3105014,Documentary,b1
5041,29,2005,Side Effects,200000,44701,44701,-155299,0.223505,tt2053463,Crime,b1
5041,29,2005,Side Effects,200000,44701,44701,-155299,0.223505,tt2053463,Drama,b1
5041,29,2005,Side Effects,200000,44701,44701,-155299,0.223505,tt2053463,Mystery,b1
5044,32,2005,Solitude,200000,6260,6260,-193740,0.0313,tt1810759,Documentary,b1
5044,32,2005,Solitude,200000,6260,6260,-193740,0.0313,tt1810759,Drama,b1
5045,33,2014,The Word,200000,3648,3648,-196352,0.01824,tt2338341,Drama,b1
5050,38,2014,Archaeology of a Woman,200000,0,0,-200000,0.0,tt1702455,Drama,b1
5051,39,2014,Sanctuary; Quite a Conundrum,200000,0,0,-200000,0.0,tt2049518,Comedy,b1
5051,39,2014,Sanctuary; Quite a Conundrum,200000,0,0,-200000,0.0,tt2049518,Horror,b1
5051,39,2014,Sanctuary; Quite a Conundrum,200000,0,0,-200000,0.0,tt2049518,Thriller,b1
5052,40,2015,Theresa Is a Mother,200000,0,0,-200000,0.0,tt1989646,Comedy,b1
5052,40,2015,Theresa Is a Mother,200000,0,0,-200000,0.0,tt1989646,Drama,b1
5053,41,2015,Perfect Cowboy,200000,0,0,-200000,0.0,tt3581098,Drama,b1
5054,42,2014,H.,200000,0,0,-200000,0.0,tt3666210,Drama,b1
5054,42,2014,H.,200000,0,0,-200000,0.0,tt3666210,Sci-Fi,b1
5054,42,2014,H.,200000,0,0,-200000,0.0,tt3666210,Thriller,b1
5055,43,2011,Weekend,190000,484592,1577585,1387585,8.303078947368421,tt1714210,Drama,b1
5055,43,2011,Weekend,190000,484592,1577585,1387585,8.303078947368421,tt1714210,Romance,b1
5057,45,2015,Butterfly Girl,180000,17503,17503,-162497,0.09723888888888889,tt2421956,Documentary,b1
5059,48,2011,Another Earth,175000,1321194,2102779,1927779,12.01588,tt1549572,Drama,b1
5059,48,2011,Another Earth,175000,1321194,2102779,1927779,12.01588,tt1549572,Romance,b1
5059,48,2011,Another Earth,175000,1321194,2102779,1927779,12.01588,tt1549572,Sci-Fi,b1
5060,49,2013,Sparrows Dance,175000,2602,2602,-172398,0.014868571428571429,tt1822311,Comedy,b1
5060,49,2013,Sparrows Dance,175000,2602,2602,-172398,0.014868571428571429,tt1822311,Drama,b1
5060,49,2013,Sparrows Dance,175000,2602,2602,-172398,0.014868571428571429,tt1822311,Romance,b1
5061,50,2015,Heroes of Dirt,175000,0,0,-175000,0.0,tt1934172,Action,b1
5061,50,2015,Heroes of Dirt,175000,0,0,-175000,0.0,tt1934172,Drama,b1
5062,51,2016,The Fits,170000,166425,169242,-758,0.9955411764705883,tt4238858,Drama,b1
5065,55,2002,The Calling,160000,32092,32092,-127908,0.200575,tt1666335,Drama,b1
5065,55,2002,The Calling,160000,32092,32092,-127908,0.200575,tt1666335,Thriller,b1
5070,61,2015,Top Spin,150000,5858,5858,-144142,0.039053333333333336,tt4219836,Documentary,b1
5071,62,2013,Speak No Evil,150000,0,32927,-117073,0.21951333333333334,tt2503358,Horror,b1
5073,64,2013,Aroused,150000,0,0,-150000,0.0,tt2403815,Documentary,b1
5075,68,2012,Sound of My Voice,135000,408015,429448,294448,3.181096296296296,tt1748207,Drama,b1
5075,68,2012,Sound of My Voice,135000,408015,429448,294448,3.181096296296296,tt1748207,Mystery,b1
5075,68,2012,Sound of My Voice,135000,408015,429448,294448,3.181096296296296,tt1748207,Sci-Fi,b1
5076,70,2014,An American in Hollywood,125000,0,0,-125000,0.0,tt2125430,Drama,b1
5077,71,2015,The Brain That Sings,125000,0,0,-125000,0.0,tt2638024,Documentary,b1
5078,72,2015,Romantic Schemer,125000,0,0,-125000,0.0,tt4607906,Romance,b1
5079,73,2012,Your Sister's Sister,120000,1597486,3090593,2970593,25.754941666666667,tt1742336,Comedy,b1
5079,73,2012,Your Sister's Sister,120000,1597486,3090593,2970593,25.754941666666667,tt1742336,Drama,b1
5084,80,2015,The Gallows,100000,22764410,41656474,41556474,416.56474,tt2309260,Horror,b1
5084,80,2015,The Gallows,100000,22764410,41656474,41556474,416.56474,tt2309260,Mystery,b1
5084,80,2015,The Gallows,100000,22764410,41656474,41556474,416.56474,tt2309260,Thriller,b1
5087,86,2017,A Ghost Story,100000,1594798,2769782,2669782,27.69782,tt6265828,Drama,b1
5087,86,2017,A Ghost Story,100000,1594798,2769782,2669782,27.69782,tt6265828,Romance,b1
5089,89,2014,Cheap Thrills,100000,59424,59424,-40576,0.59424,tt2389182,Comedy,b1
5089,89,2014,Cheap Thrills,100000,59424,59424,-40576,0.59424,tt2389182,Crime,b1
5089,89,2014,Cheap Thrills,100000,59424,59424,-40576,0.59424,tt2389182,Drama,b1
5090,90,2014,The Past is a Grotesque Animal,100000,20056,20056,-79944,0.20056,tt3072636,Documentary,b1
5092,92,2012,Indie Game: The Movie,100000,0,0,-100000,0.0,tt1942884,Documentary,b1
5092,92,2012,Indie Game: The Movie,100000,0,0,-100000,0.0,tt1942884,Drama,b1
5094,94,2014,Echo Dr.,100000,0,0,-100000,0.0,tt2343473,Action,b1
5094,94,2014,Echo Dr.,100000,0,0,-100000,0.0,tt2343473,Drama,b1
5094,94,2014,Echo Dr.,100000,0,0,-100000,0.0,tt2343473,Sci-Fi,b1
5095,95,2015,Closure,100000,0,0,-100000,0.0,tt1570983,Thriller,b1
5097,97,2015,Open Secret,100000,0,0,-100000,0.0,tt1739304,Documentary,b1
5098,98,2015,The Night Visitor,100000,0,0,-100000,0.0,tt2797642,Horror,b1
5098,98,2015,The Night Visitor,100000,0,0,-100000,0.0,tt2797642,Sci-Fi,b1
5098,98,2015,The Night Visitor,100000,0,0,-100000,0.0,tt2797642,Thriller,b1
5099,99,2015,Tiger Orange,100000,0,0,-100000,0.0,tt2866824,Drama,b1
5101,2,2015,Dawn of the Crescent Moon,75000,8799,8799,-66201,0.11732,tt3157318,Drama,b1
5101,2,2015,Dawn of the Crescent Moon,75000,8799,8799,-66201,0.11732,tt3157318,Sci-Fi,b1
5101,2,2015,Dawn of the Crescent Moon,75000,8799,8799,-66201,0.11732,tt3157318,Thriller,b1
5102,3,2015,Queen Crab,75000,0,0,-75000,0.0,tt2319456,Action,b1
5102,3,2015,Queen Crab,75000,0,0,-75000,0.0,tt2319456,Sci-Fi,b1
5102,3,2015,Queen Crab,75000,0,0,-75000,0.0,tt2319456,Thriller,b1
5105,6,2011,Absentia,70000,0,8555,-61445,0.12221428571428572,tt1610996,Drama,b1
5105,6,2011,Absentia,70000,0,8555,-61445,0.12221428571428572,tt1610996,Horror,b1
5105,6,2011,Absentia,70000,0,8555,-61445,0.12221428571428572,tt1610996,Mystery,b1
5110,11,2013,Supporting Characters,60000,4917,4917,-55083,0.08195,tt1874789,Comedy,b1
5111,12,2012,The FP,60000,0,0,-60000,0.0,tt1296373,Comedy,b1
5112,13,2012,Hayride,60000,0,0,-60000,0.0,tt1861343,Crime,b1
5112,13,2012,Hayride,60000,0,0,-60000,0.0,tt1861343,Drama,b1
5112,13,2012,Hayride,60000,0,0,-60000,0.0,tt1861343,Horror,b1
5113,15,2013,The Dirties,55000,0,0,-55000,0.0,tt2334896,Crime,b1
5113,15,2013,The Dirties,55000,0,0,-55000,0.0,tt2334896,Drama,b1
5116,18,2010,Tiny Furniture,50000,391674,424149,374149,8.48298,tt1570989,Comedy,b1
5116,18,2010,Tiny Furniture,50000,391674,424149,374149,8.48298,tt1570989,Drama,b1
5116,18,2010,Tiny Furniture,50000,391674,424149,374149,8.48298,tt1570989,Romance,b1
5117,19,2008,The Signal,50000,251150,406299,356299,8.12598,tt2910814,Drama,b1
5117,19,2008,The Signal,50000,251150,406299,356299,8.12598,tt2910814,Mystery,b1
5117,19,2008,The Signal,50000,251150,406299,356299,8.12598,tt2910814,Sci-Fi,b1
5118,20,2015,Counting,50000,8374,8374,-41626,0.16748,tt4462082,Documentary,b1
5120,22,2014,Down and Dangerous,50000,0,0,-50000,0.0,tt2090488,Crime,b1
5120,22,2014,Down and Dangerous,50000,0,0,-50000,0.0,tt2090488,Thriller,b1
5122,24,2015,Bending Steel,50000,0,0,-50000,0.0,tt2181837,Documentary,b1
5123,25,2015,"Run, Hide, Die",50000,0,0,-50000,0.0,tt2442662,Horror,b1
5123,25,2015,"Run, Hide, Die",50000,0,0,-50000,0.0,tt2442662,Thriller,b1
5124,26,2014,The Image Revolution,50000,0,0,-50000,0.0,tt2294916,Documentary,b1
5125,27,2013,A True Story,45000,0,0,-45000,0.0,tt1524083,Comedy,b1
5127,29,2013,This Is Martin Bonner,42000,0,0,-42000,0.0,tt1798291,Drama,b1
5130,32,2011,Raymond Did It,40000,3632,3632,-36368,0.0908,tt1716760,Horror,b1
5131,33,2012,Foreign Letters,40000,0,0,-40000,0.0,tt1492841,Comedy,b1
5131,33,2012,Foreign Letters,40000,0,0,-40000,0.0,tt1492841,Drama,b1
5133,35,2013,Her Cry: La Llorona Investigation,35000,0,0,-35000,0.0,tt2469216,Horror,b1
5134,36,2014,Happy 40th,35000,0,0,-35000,0.0,tt3847958,Drama,b1
5136,38,2016,Krisha,30000,144822,144822,114822,4.8274,tt4266638,Drama,b1
5140,42,2013,Paraphobia,30000,0,0,-30000,0.0,tt3123250,Comedy,b1
5140,42,2013,Paraphobia,30000,0,0,-30000,0.0,tt3123250,Horror,b1
5140,42,2013,Paraphobia,30000,0,0,-30000,0.0,tt3123250,Thriller,b1
5143,45,2017,Emily,27000,3547,3547,-23453,0.13137037037037036,tt1863224,Drama,b1
5145,48,2000,The Terrorist,25000,195043,195043,170043,7.80172,tt9248762,Thriller,b1
5146,49,2015,Exeter,25000,0,489792,464792,19.59168,tt1945044,Horror,b1
5146,49,2015,Exeter,25000,0,489792,464792,19.59168,tt1945044,Mystery,b1
5146,49,2015,Exeter,25000,0,489792,464792,19.59168,tt1945044,Thriller,b1
5148,51,2015,Ten,25000,0,0,-25000,0.0,tt2309562,Drama,b1
5149,52,2015,Dutch Kills,25000,0,0,-25000,0.0,tt2759066,Crime,b1
5149,52,2015,Dutch Kills,25000,0,0,-25000,0.0,tt2759066,Drama,b1
5149,52,2015,Dutch Kills,25000,0,0,-25000,0.0,tt2759066,Thriller,b1
5151,54,2014,Dry Spell,22000,0,0,-22000,0.0,tt2375036,Comedy,b1
5151,54,2014,Dry Spell,22000,0,0,-22000,0.0,tt2375036,Romance,b1
5153,56,2013,All Superheroes Must Die,20000,0,0,-20000,0.0,tt1836212,Sci-Fi,b1
5153,56,2013,All Superheroes Must Die,20000,0,0,-20000,0.0,tt1836212,Thriller,b1
5154,57,2015,The Front Man,20000,0,0,-20000,0.0,tt2357398,Comedy,b1
5154,57,2015,The Front Man,20000,0,0,-20000,0.0,tt2357398,Documentary,b1
5156,59,2011,The Ridges,17300,0,0,-17300,0.0,tt1781935,Drama,b1
5156,59,2011,The Ridges,17300,0,0,-17300,0.0,tt1781935,Horror,b1
5156,59,2011,The Ridges,17300,0,0,-17300,0.0,tt1781935,Thriller,b1
5159,62,2014,Stories of Our Lives,15000,0,0,-15000,0.0,tt3973612,Drama,b1
5164,67,2006,Clean,10000,138711,138711,128711,13.8711,tt6619196,Comedy,b1
5164,67,2006,Clean,10000,138711,138711,128711,13.8711,tt6619196,Drama,b1
5164,67,2006,Clean,10000,138711,138711,128711,13.8711,tt6619196,Horror,b1
5165,68,2001,Cure,10000,94596,94596,84596,9.4596,tt1872026,Drama,b1
5170,73,2012,Newlyweds,9000,4584,4584,-4416,0.5093333333333333,tt1880418,Comedy,b1
5170,73,2012,Newlyweds,9000,4584,4584,-4416,0.5093333333333333,tt1880418,Drama,b1
5175,78,2018,Red 11,7000,0,0,-7000,0.0,tt7837402,Horror,b1
5175,78,2018,Red 11,7000,0,0,-7000,0.0,tt7837402,Sci-Fi,b1
5175,78,2018,Red 11,7000,0,0,-7000,0.0,tt7837402,Thriller,b1
5178,81,2015,A Plague So Pleasant,1400,0,0,-1400,0.0,tt2107644,Drama,b1
5178,81,2015,A Plague So Pleasant,1400,0,0,-1400,0.0,tt2107644,Horror,b1
5178,81,2015,A Plague So Pleasant,1400,0,0,-1400,0.0,tt2107644,Thriller,b1
2602,17,2018,Bird Box,19800000,0,0,-19800000,0.0,tt2737304,Drama,b2
2602,17,2018,Bird Box,19800000,0,0,-19800000,0.0,tt2737304,Horror,b2
2604,19,2017,The Shape of Water,19500000,63859435,195790794,176290794,10.040553538461538,tt5580390,Adventure,b2
2604,19,2017,The Shape of Water,19500000,63859435,195790794,176290794,10.040553538461538,tt5580390,Drama,b2
2607,22,2013,The Frozen Ground,19200000,0,5617460,-13582540,0.2925760416666667,tt2005374,Crime,b2
2607,22,2013,The Frozen Ground,19200000,0,5617460,-13582540,0.2925760416666667,tt2005374,Drama,b2
2607,22,2013,The Frozen Ground,19200000,0,5617460,-13582540,0.2925760416666667,tt2005374,Mystery,b2
2608,23,2011,The Devil's Double,19100000,1361512,5965646,-13134354,0.3123374869109948,tt1270262,Biography,b2
2608,23,2011,The Devil's Double,19100000,1361512,5965646,-13134354,0.3123374869109948,tt1270262,Drama,b2
2608,23,2011,The Devil's Double,19100000,1361512,5965646,-13134354,0.3123374869109948,tt1270262,Thriller,b2
2610,27,2011,Bad Teacher,19000000,100292856,215448997,196448997,11.339420894736842,tt1284575,Comedy,b2
2610,27,2011,Bad Teacher,19000000,100292856,215448997,196448997,11.339420894736842,tt1284575,Romance,b2
2611,28,2016,Sausage Party,19000000,97670358,141344255,122344255,7.439171315789474,tt1700841,Adventure,b2
2611,28,2016,Sausage Party,19000000,97670358,141344255,122344255,7.439171315789474,tt1700841,Comedy,b2
2617,36,2010,The Crazies,19000000,39123589,56445534,37445534,2.9708175789473685,tt0455407,Horror,b2
2617,36,2010,The Crazies,19000000,39123589,56445534,37445534,2.9708175789473685,tt0455407,Thriller,b2
2620,39,2010,The Switch,19000000,27758465,49858465,30858465,2.624129736842105,tt0889573,Comedy,b2
2620,39,2010,The Switch,19000000,27758465,49858465,30858465,2.624129736842105,tt0889573,Drama,b2
2620,39,2010,The Switch,19000000,27758465,49858465,30858465,2.624129736842105,tt0889573,Romance,b2
2621,40,2010,Leap Year,19000000,25918920,32618920,13618920,1.7167852631578948,tt1216492,Comedy,b2
2621,40,2010,Leap Year,19000000,25918920,32618920,13618920,1.7167852631578948,tt1216492,Romance,b2
2622,41,2013,The Book Thief,19000000,21488481,76086711,57086711,4.004563736842106,tt0816442,Drama,b2
2628,48,2011,Take Me Home Tonight,19000000,6928068,7576604,-11423396,0.3987686315789474,tt0810922,Comedy,b2
2628,48,2011,Take Me Home Tonight,19000000,6928068,7576604,-11423396,0.3987686315789474,tt0810922,Drama,b2
2628,48,2011,Take Me Home Tonight,19000000,6928068,7576604,-11423396,0.3987686315789474,tt0810922,Romance,b2
2629,49,2012,Won't Back Down,19000000,5310554,5745503,-13254497,0.3023948947368421,tt1870529,Drama,b2
2630,50,2018,Action Point,19000000,5059608,5103675,-13896325,0.26861447368421054,tt6495770,Comedy,b2
2642,63,2001,Left Behind,18500000,4221341,4221341,-14278659,0.22818059459459458,tt2243377,Horror,b2
2642,63,2001,Left Behind,18500000,4221341,4221341,-14278659,0.22818059459459458,tt2243377,Mystery,b2
2642,63,2001,Left Behind,18500000,4221341,4221341,-14278659,0.22818059459459458,tt2243377,Thriller,b2
2643,64,2014,Neighbors,18000000,150086800,270944428,252944428,15.052468222222222,tt2004420,Comedy,b2
2645,66,1994,The Mask,18000000,119920129,351620129,333620129,19.534451611111113,tt2630158,Drama,b2
2653,77,2016,My Big Fat Greek Wedding 2,18000000,59689605,92096558,74096558,5.116475444444444,tt3760922,Comedy,b2
2653,77,2016,My Big Fat Greek Wedding 2,18000000,59689605,92096558,74096558,5.116475444444444,tt3760922,Romance,b2
2654,78,2015,The Perfect Guy,18000000,57027435,60278166,42278166,3.348787,tt3862750,Crime,b2
2654,78,2015,The Perfect Guy,18000000,57027435,60278166,42278166,3.348787,tt3862750,Drama,b2
2654,78,2015,The Perfect Guy,18000000,57027435,60278166,42278166,3.348787,tt3862750,Horror,b2
2656,80,2011,Diary of a Wimpy Kid: Rodrick Rules,18000000,52698535,73695194,55695194,4.094177444444444,tt1650043,Comedy,b2
2658,83,2011,Soul Surfer,18000000,43853424,47158652,29158652,2.6199251111111113,tt1596346,Biography,b2
2658,83,2011,Soul Surfer,18000000,43853424,47158652,29158652,2.6199251111111113,tt1596346,Drama,b2
2660,85,2018,Uncle Drew,18000000,42469946,46527161,28527161,2.5848422777777778,tt7334528,Comedy,b2
2661,86,2014,Birdman or (The Unexpected Virtue of Ignorance),18000000,42340598,103215094,85215094,5.734171888888889,tt2562232,Comedy,b2
2661,86,2014,Birdman or (The Unexpected Virtue of Ignorance),18000000,42340598,103215094,85215094,5.734171888888889,tt2562232,Drama,b2
2664,90,2013,Blue Jasmine,18000000,33404871,102912961,84912961,5.717386722222222,tt2334873,Drama,b2
2666,92,2003,Honey,18000000,30272254,62646763,44646763,3.480375722222222,tt1571724,Drama,b2
2669,95,2015,Ricki and the Flash,18000000,26839498,41166033,23166033,2.2870018333333335,tt3623726,Comedy,b2
2669,95,2015,Ricki and the Flash,18000000,26839498,41166033,23166033,2.2870018333333335,tt3623726,Drama,b2
2670,98,2015,Love the Coopers,18000000,26302731,42227490,24227490,2.345971666666667,tt2279339,Comedy,b2
2670,98,2015,Love the Coopers,18000000,26302731,42227490,24227490,2.345971666666667,tt2279339,Romance,b2
2672,2,2009,Love Happens,18000000,22965110,36133014,18133014,2.0073896666666666,tt4809870,Drama,b2
2674,4,2017,The Circle,18000000,20497844,40651864,22651864,2.258436888888889,tt2122313,Drama,b2
2674,4,2017,The Circle,18000000,20497844,40651864,22651864,2.258436888888889,tt2122313,Horror,b2
2675,6,2010,127 Hours,18000000,18335230,60217171,42217171,3.345398388888889,tt1542344,Adventure,b2
2675,6,2010,127 Hours,18000000,18335230,60217171,42217171,3.345398388888889,tt1542344,Biography,b2
2675,6,2010,127 Hours,18000000,18335230,60217171,42217171,3.345398388888889,tt1542344,Drama,b2
2678,9,2016,Norm of the North,18000000,17062499,30535660,12535660,1.6964255555555556,tt1594972,Adventure,b2
2678,9,2016,Norm of the North,18000000,17062499,30535660,12535660,1.6964255555555556,tt1594972,Comedy,b2
2680,11,2013,Jobs,18000000,16131410,43402515,25402515,2.4112508333333333,tt2357129,Biography,b2
2680,11,2013,Jobs,18000000,16131410,43402515,25402515,2.4112508333333333,tt2357129,Drama,b2
2683,14,2014,And So It Goes,18000000,15160801,17920013,-79987,0.9955562777777778,tt2465146,Comedy,b2
2683,14,2014,And So It Goes,18000000,15160801,17920013,-79987,0.9955562777777778,tt2465146,Drama,b2
2683,14,2014,And So It Goes,18000000,15160801,17920013,-79987,0.9955562777777778,tt2465146,Romance,b2
2686,19,2014,Labor Day,18000000,13371528,14189810,-3810190,0.7883227777777778,tt1967545,Drama,b2
2686,19,2014,Labor Day,18000000,13371528,14189810,-3810190,0.7883227777777778,tt1967545,Romance,b2
2687,20,2013,Getaway,18000000,10501938,11813989,-6186011,0.6563327222222223,tt2167202,Action,b2
2687,20,2013,Getaway,18000000,10501938,11813989,-6186011,0.6563327222222223,tt2167202,Crime,b2
2687,20,2013,Getaway,18000000,10501938,11813989,-6186011,0.6563327222222223,tt2167202,Thriller,b2
2690,25,2010,The Last Station,18000000,6617867,15696146,-2303854,0.8720081111111111,tt2627798,Drama,b2
2695,32,1996,Hamlet,18000000,4501094,7129670,-10870330,0.3960927777777778,tt1964758,Drama,b2
2696,33,2014,The Railway Man,18000000,4438438,23910210,5910210,1.328345,tt2058107,Biography,b2
2696,33,2014,The Railway Man,18000000,4438438,23910210,5910210,1.328345,tt2058107,Drama,b2
2696,33,2014,The Railway Man,18000000,4438438,23910210,5910210,1.328345,tt2058107,Romance,b2
2697,34,1995,Restoration,18000000,4100000,4100000,-13900000,0.22777777777777777,tt1787663,Drama,b2
2698,35,2016,Midnight Special,18000000,3712282,7680250,-10319750,0.42668055555555556,tt2649554,Action,b2
2698,35,2016,Midnight Special,18000000,3712282,7680250,-10319750,0.42668055555555556,tt2649554,Drama,b2
2698,35,2016,Midnight Special,18000000,3712282,7680250,-10319750,0.42668055555555556,tt2649554,Mystery,b2
2699,36,2016,Miss Sloane,18000000,3500605,7719630,-10280370,0.42886833333333335,tt4540710,Drama,b2
2699,36,2016,Miss Sloane,18000000,3500605,7719630,-10280370,0.42886833333333335,tt4540710,Thriller,b2
2705,43,2013,Phantom,18000000,1034589,1199510,-16800490,0.06663944444444445,tt1922685,Drama,b2
2705,43,2013,Phantom,18000000,1034589,1199510,-16800490,0.06663944444444445,tt1922685,Thriller,b2
2706,44,2002,The Salton Sea,18000000,676698,676698,-17323302,0.037594333333333334,tt4782052,Crime,b2
2706,44,2002,The Salton Sea,18000000,676698,676698,-17323302,0.037594333333333334,tt4782052,Drama,b2
2706,44,2002,The Salton Sea,18000000,676698,676698,-17323302,0.037594333333333334,tt4782052,Mystery,b2
2710,48,2006,Renaissance,18000000,70644,2401413,-15598587,0.13341183333333334,tt4057758,Drama,b2
2710,48,2006,Renaissance,18000000,70644,2401413,-15598587,0.13341183333333334,tt4057758,Romance,b2
2712,50,2016,I Am Wrath,18000000,0,309608,-17690392,0.017200444444444445,tt3212232,Action,b2
2712,50,2016,I Am Wrath,18000000,0,309608,-17690392,0.017200444444444445,tt3212232,Crime,b2
2712,50,2016,I Am Wrath,18000000,0,309608,-17690392,0.017200444444444445,tt3212232,Drama,b2
2713,51,2014,Wolves,18000000,0,94953,-17905047,0.005275166666666667,tt1403241,Action,b2
2713,51,2014,Wolves,18000000,0,94953,-17905047,0.005275166666666667,tt1403241,Horror,b2
2715,53,2014,The Prince,18000000,0,0,-18000000,0.0,tt1085492,Action,b2
2715,53,2014,The Prince,18000000,0,0,-18000000,0.0,tt1085492,Thriller,b2
2716,54,2016,Forsaken,18000000,0,0,-18000000,0.0,tt2271563,Action,b2
2716,54,2016,Forsaken,18000000,0,0,-18000000,0.0,tt2271563,Drama,b2
2717,56,2012,Red Lights,17700000,49521,14518884,-3181116,0.8202759322033898,tt1748179,Drama,b2
2717,56,2012,Red Lights,17700000,49521,14518884,-3181116,0.8202759322033898,tt1748179,Horror,b2
2724,63,2013,Black Nativity,17500000,7018188,7285135,-10214865,0.4162934285714286,tt1425922,Drama,b2
2732,73,2013,The Best Man Holiday,17000000,70525195,72835710,55835710,4.284453529411764,tt2083355,Comedy,b2
2732,73,2013,The Best Man Holiday,17000000,70525195,72835710,55835710,4.284453529411764,tt2083355,Drama,b2
2734,75,2012,Pitch Perfect,17000000,65001093,116044347,99044347,6.826138058823529,tt1981677,Comedy,b2
2734,75,2012,Pitch Perfect,17000000,65001093,116044347,99044347,6.826138058823529,tt1981677,Romance,b2
