,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,ROI,Genres,bucket
72,3,2018,Venom,116000000,213511408,853628605,951140013,9.199482870689655,Action,r4
72,3,2018,Venom,116000000,213511408,853628605,951140013,9.199482870689655,Sci-Fi,r4
72,3,2018,Venom,116000000,213511408,853628605,951140013,9.199482870689655,Thriller,r4
75,7,2018,Avengers: Infinity War,300000000,678815482,2048134200,2426949682,9.089832273333334,Action,r4
75,7,2018,Avengers: Infinity War,300000000,678815482,2048134200,2426949682,9.089832273333334,Adventure,r4
75,7,2018,Avengers: Infinity War,300000000,678815482,2048134200,2426949682,9.089832273333334,Sci-Fi,r4
76,57,2016,Zootopia,150000000,341268248,1019429616,1210697864,9.071319093333333,Adventure,r4
76,57,2016,Zootopia,150000000,341268248,1019429616,1210697864,9.071319093333333,Animation,r4
76,57,2016,Zootopia,150000000,341268248,1019429616,1210697864,9.071319093333333,Comedy,r4
78,91,2017,Fifty Shades Darker,55000000,114434010,381398492,440832502,9.0151364,Drama,r4
82,96,2019,Captain Marvel,175000000,426525952,1123061550,1374587502,8.854785725714287,Action,r4
82,96,2019,Captain Marvel,175000000,426525952,1123061550,1374587502,8.854785725714287,Adventure,r4
82,96,2019,Captain Marvel,175000000,426525952,1123061550,1374587502,8.854785725714287,Sci-Fi,r4
83,62,2014,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,978711016,8.829688128,Action,r4
83,62,2014,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,978711016,8.829688128,Adventure,r4
83,62,2014,The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131,978711016,8.829688128,Sci-Fi,r4
85,16,2013,Gravity,110000000,274092705,693698673,857791378,8.798103436363636,Drama,r4
85,16,2013,Gravity,110000000,274092705,693698673,857791378,8.798103436363636,Sci-Fi,r4
85,16,2013,Gravity,110000000,274092705,693698673,857791378,8.798103436363636,Thriller,r4
86,36,2014,Gone Girl,61000000,167767189,368567189,475334378,8.792366852459017,Drama,r4
86,36,2014,Gone Girl,61000000,167767189,368567189,475334378,8.792366852459017,Thriller,r4
87,18,2015,Taken 3,48000000,89256424,327656424,368912848,8.685684333333333,Action,r4
87,18,2015,Taken 3,48000000,89256424,327656424,368912848,8.685684333333333,Thriller,r4
88,74,2002,Ice Age,65000000,176387405,386116343,497503748,8.653903815384615,Crime,r4
88,74,2002,Ice Age,65000000,176387405,386116343,497503748,8.653903815384615,Drama,r4
88,74,2002,Ice Age,65000000,176387405,386116343,497503748,8.653903815384615,Family,r4
89,97,2018,Fifty Shades Freed,55000000,100407760,371350619,416758379,8.577425072727273,Drama,r4
89,97,2018,Fifty Shades Freed,55000000,100407760,371350619,416758379,8.577425072727273,Thriller,r4
90,72,2000,What Women Want,65000000,182805123,374105123,491910246,8.567849938461539,Comedy,r4
90,72,2000,What Women Want,65000000,182805123,374105123,491910246,8.567849938461539,Sci-Fi,r4
101,55,2017,Wonder Woman,150000000,412563408,821133378,1083696786,8.22464524,Action,r4
101,55,2017,Wonder Woman,150000000,412563408,821133378,1083696786,8.22464524,Adventure,r4
101,55,2017,Wonder Woman,150000000,412563408,821133378,1083696786,8.22464524,Fantasy,r4
102,46,2015,The Martian,108000000,228433663,655271443,775705106,8.182454685185185,Adventure,r4
102,46,2015,The Martian,108000000,228433663,655271443,775705106,8.182454685185185,Drama,r4
102,46,2015,The Martian,108000000,228433663,655271443,775705106,8.182454685185185,Sci-Fi,r4
103,95,2017,Murder on the Orient Express,55000000,102826543,345922730,393749273,8.159077690909092,Crime,r4
103,95,2017,Murder on the Orient Express,55000000,102826543,345922730,393749273,8.159077690909092,Drama,r4
104,48,2013,Iron Man 3,200000000,408992272,1215392272,1424384544,8.12192272,Action,r4
104,48,2013,Iron Man 3,200000000,408992272,1215392272,1424384544,8.12192272,Adventure,r4
104,48,2013,Iron Man 3,200000000,408992272,1215392272,1424384544,8.12192272,Sci-Fi,r4
107,42,2015,Hotel Transylvania 2,80000000,169700110,469500298,559200408,7.9900051,Animation,r4
107,42,2015,Hotel Transylvania 2,80000000,169700110,469500298,559200408,7.9900051,Comedy,r4
107,42,2015,Hotel Transylvania 2,80000000,169700110,469500298,559200408,7.9900051,Family,r4
110,45,2016,Rogue One: A Star Wars Story,200000000,532177324,1049102856,1381280180,7.9064009,Action,r4
110,45,2016,Rogue One: A Star Wars Story,200000000,532177324,1049102856,1381280180,7.9064009,Adventure,r4
110,45,2016,Rogue One: A Star Wars Story,200000000,532177324,1049102856,1381280180,7.9064009,Sci-Fi,r4
113,88,2015,Daddy's Home,50000000,150357137,242757137,343114274,7.86228548,Comedy,r4
114,42,2009,Sherlock Holmes,90000000,209028679,498438212,617466891,7.860743233333333,Adventure,r4
117,88,2000,Cast Away,85000000,233632142,427230516,575862658,7.7748548,Adventure,r4
117,88,2000,Cast Away,85000000,233632142,427230516,575862658,7.7748548,Drama,r4
120,93,2011,Super 8,50000000,127004179,257972745,334976924,7.69953848,Sci-Fi,r4
